step_num,stable_rank_like,sv_stability_like,durability
43000,58.05166968819382,0.9931249730288982,
44000,58.12312854520181,0.9938795678317547,5.0
45000,58.233873664713485,0.9949571477870146,
46000,58.37373575713758,0.9944642061988512,
47000,58.39414674874254,0.9951360312600931,
48000,58.4451496184819,0.993986614048481,
49000,58.35183654780344,0.9941064665714899,
50000,58.23313137097432,0.9939997593561808,
51000,58.21348924268397,0.9882280267775059,
52000,58.111123675469464,0.9911518680552641,
53000,58.20511080605656,0.9944337122142315,
54000,58.108227148704096,0.9947053988774618,
55000,58.15083571126502,0.9920589625835419,
56000,58.16185329764011,0.9944643390675386,
57000,58.12730518121194,0.9935879930853844,
58000,58.032885713188875,0.9936144948005676,
59000,58.01133412611225,0.9933991332848867,
60000,58.04110931613706,0.9955709589024385,
61000,58.02128035761165,0.9964909081657728,
62000,58.03103252089349,0.9954134896397591,
63000,57.51732175979669,0.9901096485555172,
64000,57.64723211566319,0.995715070515871,5.0
65000,57.5977259461356,0.9953823598722616,
66000,57.5021764680316,0.9964491551121076,
67000,57.39858800873899,0.9965436557928721,
68000,57.157058602381426,0.9960316978394985,
69000,56.84073314115552,0.9961745614806811,
70000,56.94228473257315,0.9960466486712297,
71000,56.48273515830701,0.9950868437687556,
72000,55.83809289112862,0.9931821363667647,
73000,55.76513565634496,0.9964727809031805,
74000,55.16266423470021,0.9924764968454838,
75000,55.313928582696576,0.9960297544797262,
76000,55.267758667104154,0.9970980770885944,
77000,55.01645691368409,0.9960896968841553,
78000,54.659127600425826,0.9962400371829668,
79000,54.72665254908916,0.9952520653605461,
80000,54.59235070410725,0.9968398784597715,
81000,54.036592296120006,0.9967972574134668,
82000,53.71455680154005,0.9961498379707336,
83000,53.42791314092878,0.9976919169227282,
84000,52.92300942641774,0.9970510577162107,
85000,52.21382022919244,0.9927947248021761,
86000,52.067908073194104,0.9966712283591429,
87000,51.858741931799955,0.9963336934645971,
88000,51.75038712314619,0.9959528880814711,
89000,51.64443194214661,0.9954940316577753,5.0
90000,50.9371323416853,0.9951624274253845,
91000,50.314176978090366,0.9960648007690907,
92000,49.93795954436431,0.9972980916500092,
93000,49.38206274916226,0.9944620405634245,
94000,48.82965558872553,0.9955415042738119,
95000,48.043933066173615,0.9911404612163702,
96000,47.73014248238693,0.9964727846284708,
97000,47.28989124727511,0.9970288847883543,
98000,46.95042989535662,0.9978628431757292,
99000,46.61138058340752,0.9980403942366441,
100000,46.31153918395376,0.9977385525902113,5.0
101000,46.12341810963764,0.9971937996645769,
102000,45.87318368176906,0.9984129158159097,
103000,45.66663542712735,0.9982458911836147,
104000,45.417475815853294,0.9962061159312725,
105000,44.92329917050378,0.99588310221831,
106000,44.63817213528794,0.997474138935407,
107000,44.31348240670738,0.9940897710621357,
108000,44.01968548008261,0.9963160442809263,
109000,43.789623141526384,0.997403567035993,
110000,43.54360398029781,0.998225691417853,5.0
111000,43.386135337773,0.9983952082693577,
112000,43.20327152761505,0.9977748741706213,
113000,42.98602926632099,0.9982869103550911,
114000,42.772695614924054,0.9948432768384615,
115000,42.60835607342929,0.9973890259861946,
116000,42.43953561924217,0.998981811106205,
117000,42.32234134559686,0.9984834976494312,
118000,42.28830876471209,0.9978182278573513,
119000,42.15939480576695,0.9969226469596227,
120000,42.00108557842135,0.9967116229236126,
121000,41.85617462587542,0.9970019596318404,
122000,41.65607729847935,0.9963932273288568,
123000,41.483119744910795,0.9984832145273685,
124000,41.344442254351456,0.9981327218314012,
125000,41.27149158093163,0.9983646186689535,
126000,41.05828394268398,0.9982025238374869,
127000,41.010832274952286,0.9980385800202688,
128000,41.048123678394056,0.9979963973164558,5.0
129000,41.07433088277711,0.9986981625358263,
130000,41.15146404836835,0.9980437333385149,
131000,41.092932050633294,0.9979030812780062,
132000,41.01533978157285,0.9978910448650519,
133000,41.047919120182016,0.996408694734176,
134000,41.15253897056993,0.9984657391905785,
135000,41.21000448422199,0.9988070589800676,
136000,41.25513470900202,0.9991524989406267,
137000,41.3008321746072,0.999210757513841,
138000,41.26726830780669,0.9991032121082147,
139000,41.29108858203683,0.9990149574975172,
140000,41.32665924280692,0.9992338332037131,
141000,41.415415064906185,0.9991459163526694,
142000,41.43337746861518,0.9992800032099088,
143000,41.46742099376131,0.9991646135846773,5.0
