model,checkpoint,step,module,layer,step_num,indicator,value,module_text,module_family,module_role
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,1,4000,subspace_stability_topk,0.8746442198753357,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,1,4000,subspace_stability_topk,0.9809109568595886,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,2,4000,subspace_stability_topk,0.9509539604187012,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,2,4000,subspace_stability_topk,0.9636164903640748,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,2,4000,subspace_stability_topk,0.9674100875854492,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,2,4000,subspace_stability_topk,0.9893393516540528,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,3,4000,subspace_stability_topk,0.9364191293716432,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,3,4000,subspace_stability_topk,0.969528079032898,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,3,4000,subspace_stability_topk,0.8662285804748535,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,3,4000,subspace_stability_topk,0.978447198867798,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,4,4000,subspace_stability_topk,0.9419378042221068,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,4,4000,subspace_stability_topk,0.9024137854576112,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,4,4000,subspace_stability_topk,0.9662914276123048,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,4,4000,subspace_stability_topk,0.9604638814926147,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,5,4000,subspace_stability_topk,0.8507044911384583,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,5,4000,subspace_stability_topk,0.9638632535934448,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,5,4000,subspace_stability_topk,0.988008975982666,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,5,4000,subspace_stability_topk,0.9801337718963624,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,6,4000,subspace_stability_topk,0.8563562631607056,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,6,4000,subspace_stability_topk,0.958125114440918,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,6,4000,subspace_stability_topk,0.9376173615455629,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,6,4000,subspace_stability_topk,0.9792273044586182,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,7,4000,subspace_stability_topk,0.8476240634918213,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,7,4000,subspace_stability_topk,0.8571219444274902,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,7,4000,subspace_stability_topk,0.9779233336448668,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,7,4000,subspace_stability_topk,0.9560011625289916,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,8,4000,subspace_stability_topk,0.7842592000961304,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,8,4000,subspace_stability_topk,0.9544520378112792,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,8,4000,subspace_stability_topk,0.9562836289405824,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,8,4000,subspace_stability_topk,0.9813299179077148,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,9,4000,subspace_stability_topk,0.8516430258750916,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,9,4000,subspace_stability_topk,0.9473368525505066,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,9,4000,subspace_stability_topk,0.9768110513687134,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,9,4000,subspace_stability_topk,0.983401656150818,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,10,4000,subspace_stability_topk,0.8331453800201416,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,10,4000,subspace_stability_topk,0.944311022758484,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,10,4000,subspace_stability_topk,0.9681599140167236,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,10,4000,subspace_stability_topk,0.9574275016784668,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,11,4000,subspace_stability_topk,0.9381651878356934,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,11,4000,subspace_stability_topk,0.9562605023384094,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,11,4000,subspace_stability_topk,0.8742672801017761,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,11,4000,subspace_stability_topk,0.981713593006134,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,12,4000,subspace_stability_topk,0.8895248174667358,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,12,4000,subspace_stability_topk,0.959928035736084,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,12,4000,subspace_stability_topk,0.8833322525024414,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,12,4000,subspace_stability_topk,0.982586681842804,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,13,4000,subspace_stability_topk,0.9412137866020204,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,13,4000,subspace_stability_topk,0.9643692374229432,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,13,4000,subspace_stability_topk,0.8656867742538452,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,13,4000,subspace_stability_topk,0.9468984603881836,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,14,4000,subspace_stability_topk,0.9507266283035278,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,14,4000,subspace_stability_topk,0.9709882736206056,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,14,4000,subspace_stability_topk,0.8315942883491516,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,14,4000,subspace_stability_topk,0.98150897026062,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step4000,4000,attention.dense,15,4000,subspace_stability_topk,0.8296821117401123,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step4000,4000,attention.query_key_value,15,4000,subspace_stability_topk,0.973002791404724,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_4h_to_h,15,4000,subspace_stability_topk,0.9438926577568054,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step4000,4000,mlp.dense_h_to_4h,15,4000,subspace_stability_topk,0.9770891070365906,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,0,5000,subspace_stability_topk,0.980250120162964,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,0,5000,subspace_stability_topk,0.9200849533081056,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,0,5000,subspace_stability_topk,0.8492615222930908,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,0,5000,subspace_stability_topk,0.80711430311203,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,1,5000,subspace_stability_topk,0.902048647403717,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,1,5000,subspace_stability_topk,0.9740264415740968,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,1,5000,subspace_stability_topk,0.9490561485290528,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,1,5000,subspace_stability_topk,0.987741470336914,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,2,5000,subspace_stability_topk,0.955932080745697,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,2,5000,subspace_stability_topk,0.9775772094726562,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,2,5000,subspace_stability_topk,0.9897841811180116,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,2,5000,subspace_stability_topk,0.9916187524795532,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,3,5000,subspace_stability_topk,0.958171844482422,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,3,5000,subspace_stability_topk,0.9786609411239624,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,3,5000,subspace_stability_topk,0.9628309607505798,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,3,5000,subspace_stability_topk,0.985349178314209,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,4,5000,subspace_stability_topk,0.9558817744255066,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,4,5000,subspace_stability_topk,0.9663434624671936,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,4,5000,subspace_stability_topk,0.9689067006111144,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,4,5000,subspace_stability_topk,0.9598828554153442,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,5,5000,subspace_stability_topk,0.9294317364692688,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,5,5000,subspace_stability_topk,0.9728926420211792,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,5,5000,subspace_stability_topk,0.9069743752479552,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,5,5000,subspace_stability_topk,0.9087369441986084,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,6,5000,subspace_stability_topk,0.9142262935638428,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,6,5000,subspace_stability_topk,0.9735910892486572,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,6,5000,subspace_stability_topk,0.9813696146011353,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,6,5000,subspace_stability_topk,0.9874458909034728,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,7,5000,subspace_stability_topk,0.9079620838165284,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,7,5000,subspace_stability_topk,0.958686590194702,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,7,5000,subspace_stability_topk,0.9883630275726318,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,7,5000,subspace_stability_topk,0.9799971580505372,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,8,5000,subspace_stability_topk,0.8198097944259644,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,8,5000,subspace_stability_topk,0.9696630239486694,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,8,5000,subspace_stability_topk,0.9316579103469848,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,8,5000,subspace_stability_topk,0.9874873161315918,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,9,5000,subspace_stability_topk,0.9375741481781006,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,9,5000,subspace_stability_topk,0.9797795414924622,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,9,5000,subspace_stability_topk,0.9889488220214844,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,9,5000,subspace_stability_topk,0.98791241645813,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,10,5000,subspace_stability_topk,0.818773627281189,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,10,5000,subspace_stability_topk,0.9525378942489624,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,10,5000,subspace_stability_topk,0.9892928004264832,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,10,5000,subspace_stability_topk,0.9841448068618774,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,11,5000,subspace_stability_topk,0.8568854928016663,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,11,5000,subspace_stability_topk,0.9780377149581908,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,11,5000,subspace_stability_topk,0.9801396131515504,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,11,5000,subspace_stability_topk,0.9871914386749268,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,12,5000,subspace_stability_topk,0.8384186029434204,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,12,5000,subspace_stability_topk,0.974778413772583,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,12,5000,subspace_stability_topk,0.980660080909729,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,12,5000,subspace_stability_topk,0.986190676689148,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,13,5000,subspace_stability_topk,0.95074200630188,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,13,5000,subspace_stability_topk,0.9770894050598145,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,13,5000,subspace_stability_topk,0.9795198440551758,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,13,5000,subspace_stability_topk,0.9591661691665648,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,14,5000,subspace_stability_topk,0.8838169574737549,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,14,5000,subspace_stability_topk,0.981013834476471,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,14,5000,subspace_stability_topk,0.9844685196876526,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,14,5000,subspace_stability_topk,0.9878323078155518,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step5000,5000,attention.dense,15,5000,subspace_stability_topk,0.8224698305130005,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step5000,5000,attention.query_key_value,15,5000,subspace_stability_topk,0.983918309211731,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_4h_to_h,15,5000,subspace_stability_topk,0.9861446619033812,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step5000,5000,mlp.dense_h_to_4h,15,5000,subspace_stability_topk,0.9853923916816713,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,0,6000,subspace_stability_topk,0.9775302410125732,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,0,6000,subspace_stability_topk,0.9426540732383728,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,0,6000,subspace_stability_topk,0.841202974319458,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,0,6000,subspace_stability_topk,0.882964551448822,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,1,6000,subspace_stability_topk,0.9656614065170288,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,1,6000,subspace_stability_topk,0.975040078163147,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,1,6000,subspace_stability_topk,0.972815990447998,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,1,6000,subspace_stability_topk,0.9903888702392578,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,2,6000,subspace_stability_topk,0.9694863557815552,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,2,6000,subspace_stability_topk,0.9802227020263672,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,2,6000,subspace_stability_topk,0.9942819476127625,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,2,6000,subspace_stability_topk,0.9931254386901855,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,3,6000,subspace_stability_topk,0.954781413078308,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,3,6000,subspace_stability_topk,0.98438823223114,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,3,6000,subspace_stability_topk,0.9790145754814148,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,3,6000,subspace_stability_topk,0.9883798360824584,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,4,6000,subspace_stability_topk,0.9640076160430908,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,4,6000,subspace_stability_topk,0.9797255992889404,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,4,6000,subspace_stability_topk,0.9936809539794922,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,4,6000,subspace_stability_topk,0.985537886619568,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,5,6000,subspace_stability_topk,0.9560486078262328,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,5,6000,subspace_stability_topk,0.8855663537979126,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,5,6000,subspace_stability_topk,0.9948387145996094,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,5,6000,subspace_stability_topk,0.9672093391418456,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,6,6000,subspace_stability_topk,0.9455543756484984,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,6,6000,subspace_stability_topk,0.9819087982177734,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,6,6000,subspace_stability_topk,0.9533254504203796,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,6,6000,subspace_stability_topk,0.9894422292709352,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,7,6000,subspace_stability_topk,0.9548261761665344,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,7,6000,subspace_stability_topk,0.9783018827438354,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,7,6000,subspace_stability_topk,0.9927200078964232,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,7,6000,subspace_stability_topk,0.9872044324874878,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,8,6000,subspace_stability_topk,0.8302408456802368,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,8,6000,subspace_stability_topk,0.9731078743934632,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,8,6000,subspace_stability_topk,0.9906960129737854,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,8,6000,subspace_stability_topk,0.9897215366363524,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,9,6000,subspace_stability_topk,0.9452357292175292,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,9,6000,subspace_stability_topk,0.9862098693847656,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,9,6000,subspace_stability_topk,0.9908068180084229,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,9,6000,subspace_stability_topk,0.9896945357322692,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,10,6000,subspace_stability_topk,0.8282513618469238,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,10,6000,subspace_stability_topk,0.9707887172698976,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,10,6000,subspace_stability_topk,0.9910654425621032,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,10,6000,subspace_stability_topk,0.9838783740997314,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,11,6000,subspace_stability_topk,0.9143019914627076,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,11,6000,subspace_stability_topk,0.9787037372589112,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,11,6000,subspace_stability_topk,0.9867982864379884,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,11,6000,subspace_stability_topk,0.9879904985427856,mlp.dense_h_to_4h,mlp,mlp_in
EleutherAI/pythia-1b-deduped,step6000,6000,attention.dense,12,6000,subspace_stability_topk,0.8575824499130249,attention.dense,attention,attention_out
EleutherAI/pythia-1b-deduped,step6000,6000,attention.query_key_value,12,6000,subspace_stability_topk,0.9783649444580078,attention.query_key_value,attention,attention_qkv
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_4h_to_h,12,6000,subspace_stability_topk,0.971255898475647,mlp.dense_4h_to_h,mlp,mlp_out
EleutherAI/pythia-1b-deduped,step6000,6000,mlp.dense_h_to_4h,12,6000,subspace_stability_topk,0.9866546988487244,mlp.dense_h_to_4h,mlp,mlp_in
