step_num,indicator,module_family,mean_value,n
6000,stable_rank,attention,124.1333236249402,32
6000,stable_rank,mlp,104.74315348327796,32
6000,subspace_stability_topk,attention,0.9487865157425404,32
6000,subspace_stability_topk,mlp,0.978194298222661,32
7000,alpha_tail_frac_0.2,attention,2.472846973306017,32
7000,alpha_tail_frac_0.2,mlp,2.5828530553116655,32
7000,alpha_tail_frac_0.3,attention,2.0492733782773125,32
7000,alpha_tail_frac_0.3,mlp,2.426774764715345,32
7000,alpha_tail_frac_0.5,attention,1.5313076933509202,32
7000,alpha_tail_frac_0.5,mlp,2.038084348601141,32
7000,cols,attention,2048.0,32
7000,cols,mlp,5120.0,32
7000,effective_rank,attention,1676.9425203420608,32
7000,effective_rank,mlp,1892.405486874419,32
7000,frobenius_norm,attention,46.32786976833803,32
7000,frobenius_norm,mlp,70.51919672091509,32
7000,mean_singular_value,attention,0.8898922367727036,32
7000,mean_singular_value,mlp,1.4321507009028664,32
7000,median_eigenvalue,attention,0.7519708831367009,32
7000,median_eigenvalue,mlp,1.7626587580859545,32
7000,mp_edge,attention,415.55483163157555,32
7000,mp_edge,mlp,4.329629872224144,32
7000,mp_outliers_x1,attention,127.90625,32
7000,mp_outliers_x1,mlp,258.6875,32
7000,mp_outliers_x1.1,attention,104.34375,32
7000,mp_outliers_x1.1,mlp,208.59375,32
7000,mp_outliers_x1.25,attention,77.125,32
7000,mp_outliers_x1.25,mlp,154.40625,32
7000,nuclear_norm,attention,1822.499300910497,32
7000,nuclear_norm,mlp,2933.0446354490705,32
7000,num_singular_values,attention,2048.0,32
7000,num_singular_values,mlp,2048.0,32
7000,rows,attention,4096.0,32
7000,rows,mlp,5120.0,32
7000,spectral_norm,attention,4.808205343782902,32
7000,spectral_norm,mlp,8.600620210170746,32
7000,stable_rank,attention,125.2133785592635,32
7000,stable_rank,mlp,105.0513033380918,32
7000,subspace_stability_topk,attention,0.9658924881368876,32
7000,subspace_stability_topk,mlp,0.9812271781265736,32
8000,alpha_tail_frac_0.2,attention,2.5089092977799754,32
8000,alpha_tail_frac_0.2,mlp,2.5887229895023993,32
8000,alpha_tail_frac_0.3,attention,2.065061915731305,32
8000,alpha_tail_frac_0.3,mlp,2.4370146181224763,32
8000,alpha_tail_frac_0.5,attention,1.5241601654625134,32
8000,alpha_tail_frac_0.5,mlp,2.0447862910422216,32
8000,cols,attention,2048.0,32
8000,cols,mlp,5120.0,32
8000,effective_rank,attention,1677.2784328847615,32
8000,effective_rank,mlp,1891.6515218121563,32
8000,frobenius_norm,attention,48.658631121766255,32
8000,frobenius_norm,mlp,74.11117172487214,32
8000,mean_singular_value,attention,0.9326917201716046,32
8000,mean_singular_value,mlp,1.504449164175412,32
8000,median_eigenvalue,attention,0.8083850997382608,32
8000,median_eigenvalue,mlp,1.9377257578875688,32
8000,mp_edge,attention,495.3866805711418,32
8000,mp_edge,mlp,4.759648052716891,32
8000,mp_outliers_x1,attention,135.34375,32
8000,mp_outliers_x1,mlp,257.03125,32
8000,mp_outliers_x1.1,attention,111.21875,32
8000,mp_outliers_x1.1,mlp,207.15625,32
8000,mp_outliers_x1.25,attention,83.21875,32
8000,mp_outliers_x1.25,mlp,153.15625,32
8000,nuclear_norm,attention,1910.152642911446,32
8000,nuclear_norm,mlp,3081.111888231244,32
8000,num_singular_values,attention,2048.0,32
8000,num_singular_values,mlp,2048.0,32
8000,rows,attention,4096.0,32
8000,rows,mlp,5120.0,32
8000,spectral_norm,attention,4.98463836312294,32
8000,spectral_norm,mlp,8.966811895370483,32
8000,stable_rank,attention,126.03822248204025,32
8000,stable_rank,mlp,105.84655249646049,32
8000,subspace_stability_topk,attention,0.9735813867300749,32
8000,subspace_stability_topk,mlp,0.9827661085873842,32
9000,alpha_tail_frac_0.2,attention,2.5409187277664516,32
9000,alpha_tail_frac_0.2,mlp,2.5930606801694465,32
9000,alpha_tail_frac_0.3,attention,2.081783507186151,32
9000,alpha_tail_frac_0.3,mlp,2.444910129743638,32
9000,alpha_tail_frac_0.5,attention,1.522099632758647,32
9000,alpha_tail_frac_0.5,mlp,2.051286405422963,32
9000,cols,attention,2048.0,32
9000,cols,mlp,5120.0,32
9000,effective_rank,attention,1677.716503860985,32
9000,effective_rank,mlp,1891.0888746499538,32
9000,frobenius_norm,attention,50.831652509389315,32
9000,frobenius_norm,mlp,77.39305032118722,32
9000,mean_singular_value,attention,0.9729652787152091,32
9000,mean_singular_value,mlp,1.5707302036391866,32
9000,median_eigenvalue,attention,0.8673823367797777,32
9000,median_eigenvalue,mlp,2.1096642696554353,32
9000,mp_edge,attention,573.0986076674908,32
9000,mp_edge,mlp,5.1819817082364,32
9000,mp_outliers_x1,attention,140.5625,32
9000,mp_outliers_x1,mlp,254.9375,32
9000,mp_outliers_x1.1,attention,116.3125,32
9000,mp_outliers_x1.1,mlp,205.46875,32
9000,mp_outliers_x1.25,attention,87.59375,32
9000,mp_outliers_x1.25,mlp,152.3125,32
9000,nuclear_norm,attention,1992.6328908087482,32
9000,nuclear_norm,mlp,3216.855457053054,32
9000,num_singular_values,attention,2048.0,32
9000,num_singular_values,mlp,2048.0,32
9000,rows,attention,4096.0,32
9000,rows,mlp,5120.0,32
9000,spectral_norm,attention,5.1485471948981285,32
9000,spectral_norm,mlp,9.291952297091484,32
9000,stable_rank,attention,126.31237920026209,32
9000,stable_rank,mlp,106.36814193004604,32
9000,subspace_stability_topk,attention,0.9717561416327953,32
9000,subspace_stability_topk,mlp,0.9795538615435362,32
10000,alpha_tail_frac_0.2,attention,2.5700315818666244,32
10000,alpha_tail_frac_0.2,mlp,2.598836719098096,32
10000,alpha_tail_frac_0.3,attention,2.0989613119828485,32
10000,alpha_tail_frac_0.3,mlp,2.4544807386673324,32
10000,alpha_tail_frac_0.5,attention,1.523625860050149,32
10000,alpha_tail_frac_0.5,mlp,2.0592314702903685,32
10000,cols,attention,2048.0,32
10000,cols,mlp,5120.0,32
10000,effective_rank,attention,1678.386072941299,32
10000,effective_rank,mlp,1890.8149603799493,32
10000,frobenius_norm,attention,52.87159355014866,32
10000,frobenius_norm,mlp,80.40525037298401,32
10000,mean_singular_value,attention,1.0111229390088032,32
10000,mean_singular_value,mlp,1.63182855408877,32
10000,median_eigenvalue,attention,0.9280627605533448,32
10000,median_eigenvalue,mlp,2.276858457590855,32
10000,mp_edge,attention,650.6532847871346,32
10000,mp_edge,mlp,5.592661851075567,32
10000,mp_outliers_x1,attention,143.9375,32
10000,mp_outliers_x1,mlp,252.75,32
10000,mp_outliers_x1.1,attention,119.5625,32
10000,mp_outliers_x1.1,mlp,203.34375,32
10000,mp_outliers_x1.25,attention,90.6875,32
10000,mp_outliers_x1.25,mlp,151.5,32
10000,nuclear_norm,attention,2070.779779090029,32
10000,nuclear_norm,mlp,3341.984878773801,32
10000,num_singular_values,attention,2048.0,32
10000,num_singular_values,mlp,2048.0,32
10000,rows,attention,4096.0,32
10000,rows,mlp,5120.0,32
10000,spectral_norm,attention,5.297199249267578,32
10000,spectral_norm,mlp,9.584088146686554,32
10000,stable_rank,attention,126.11907882633251,32
10000,stable_rank,mlp,106.82866721783095,32
10000,subspace_stability_topk,attention,0.9783903323113918,32
10000,subspace_stability_topk,mlp,0.9780532885342836,32
13000,alpha_tail_frac_0.2,attention,2.644615436918471,32
13000,alpha_tail_frac_0.2,mlp,2.6128543860740425,32
13000,alpha_tail_frac_0.3,attention,2.1489738853209785,32
13000,alpha_tail_frac_0.3,mlp,2.477674793048219,32
13000,alpha_tail_frac_0.5,attention,1.5387015256317733,32
13000,alpha_tail_frac_0.5,mlp,2.083333247418653,32
13000,cols,attention,2048.0,32
13000,cols,mlp,5120.0,32
13000,effective_rank,attention,1681.3530950665759,32
13000,effective_rank,mlp,1890.786745416719,32
13000,frobenius_norm,attention,58.23042066931634,32
13000,frobenius_norm,mlp,88.06236737857647,32
13000,mean_singular_value,attention,1.112906849278265,32
13000,mean_singular_value,mlp,1.787878683983081,32
13000,median_eigenvalue,attention,1.1114082617336118,32
13000,median_eigenvalue,mlp,2.74393515922826,32
13000,mp_edge,attention,871.4632499545376,32
13000,mp_edge,mlp,6.739945311786469,32
13000,mp_outliers_x1,attention,148.625,32
13000,mp_outliers_x1,mlp,246.46875,32
13000,mp_outliers_x1.1,attention,123.59375,32
13000,mp_outliers_x1.1,mlp,198.3125,32
13000,mp_outliers_x1.25,attention,94.4375,32
13000,mp_outliers_x1.25,mlp,148.71875,32
13000,nuclear_norm,attention,2279.2332273218867,32
13000,nuclear_norm,mlp,3661.5755447973497,32
13000,num_singular_values,attention,2048.0,32
13000,num_singular_values,mlp,2048.0,32
13000,rows,attention,4096.0,32
13000,rows,mlp,5120.0,32
13000,spectral_norm,attention,5.651215076446533,32
13000,spectral_norm,mlp,10.342983424663544,32
13000,stable_rank,attention,126.6434011217803,32
13000,stable_rank,mlp,107.2064347713816,32
13000,subspace_stability_topk,attention,0.9489291179925203,32
13000,subspace_stability_topk,mlp,0.9749060645699501,32
16000,alpha_tail_frac_0.2,attention,2.700978043178724,32
16000,alpha_tail_frac_0.2,mlp,2.6258102565399986,32
16000,alpha_tail_frac_0.3,attention,2.1920505389685383,32
16000,alpha_tail_frac_0.3,mlp,2.4970577813080443,32
16000,alpha_tail_frac_0.5,attention,1.5584577642236133,32
16000,alpha_tail_frac_0.5,mlp,2.1053659999510845,32
16000,cols,attention,2048.0,32
16000,cols,mlp,5120.0,32
16000,effective_rank,attention,1684.802090685738,32
16000,effective_rank,mlp,1891.395767502245,32
16000,frobenius_norm,attention,62.61951648255361,32
16000,frobenius_norm,mlp,94.14865698778667,32
16000,mean_singular_value,attention,1.1976961789261162,32
16000,mean_singular_value,mlp,1.912707300075681,32
16000,median_eigenvalue,attention,1.2859801518034062,32
16000,median_eigenvalue,mlp,3.156335892623872,32
16000,mp_edge,attention,1069.105949667755,32
16000,mp_edge,mlp,7.7529278453857,32
16000,mp_outliers_x1,attention,148.90625,32
16000,mp_outliers_x1,mlp,241.03125,32
16000,mp_outliers_x1.1,attention,124.03125,32
16000,mp_outliers_x1.1,mlp,194.4375,32
16000,mp_outliers_x1.25,attention,94.53125,32
16000,mp_outliers_x1.25,mlp,146.09375,32
16000,nuclear_norm,attention,2452.881774440686,32
16000,nuclear_norm,mlp,3917.2245505549945,32
16000,num_singular_values,attention,2048.0,32
16000,num_singular_values,mlp,2048.0,32
16000,rows,attention,4096.0,32
16000,rows,mlp,5120.0,32
16000,spectral_norm,attention,5.928078629076481,32
16000,spectral_norm,mlp,10.947611555457115,32
16000,stable_rank,attention,127.51510726220626,32
16000,stable_rank,mlp,107.02153583667159,32
16000,subspace_stability_topk,attention,0.9677241202443838,32
16000,subspace_stability_topk,mlp,0.9803470931947231,32
23000,alpha_tail_frac_0.2,attention,2.780291896820512,32
23000,alpha_tail_frac_0.2,mlp,2.650699647258414,32
23000,alpha_tail_frac_0.3,attention,2.2603006751062074,32
23000,alpha_tail_frac_0.3,mlp,2.530234818821868,32
23000,alpha_tail_frac_0.5,attention,1.5979706052988454,32
23000,alpha_tail_frac_0.5,mlp,2.1447791322759104,32
23000,cols,attention,2048.0,32
23000,cols,mlp,5120.0,32
23000,effective_rank,attention,1691.8306595785414,32
23000,effective_rank,mlp,1893.3767448793008,32
23000,frobenius_norm,attention,70.04532763666084,32
23000,frobenius_norm,mlp,104.10578387332704,32
23000,mean_singular_value,attention,1.3432008021524307,32
23000,mean_singular_value,mlp,2.1183910933334573,32
23000,median_eigenvalue,attention,1.6300892139659713,32
23000,median_eigenvalue,mlp,3.9139949065394695,32
23000,mp_edge,attention,1437.3477354243191,32
23000,mp_edge,mlp,9.613970480303296,32
23000,mp_outliers_x1,attention,145.03125,32
23000,mp_outliers_x1,mlp,232.5,32
23000,mp_outliers_x1.1,attention,120.125,32
23000,mp_outliers_x1.1,mlp,187.59375,32
23000,mp_outliers_x1.25,attention,91.3125,32
23000,mp_outliers_x1.25,mlp,140.28125,32
23000,nuclear_norm,attention,2750.875242808178,32
23000,nuclear_norm,mlp,4338.464959146921,32
23000,num_singular_values,attention,2048.0,32
23000,num_singular_values,mlp,2048.0,32
23000,rows,attention,4096.0,32
23000,rows,mlp,5120.0,32
23000,spectral_norm,attention,6.5020492896437645,32
23000,spectral_norm,mlp,11.962201550602913,32
23000,stable_rank,attention,128.2232236319109,32
23000,stable_rank,mlp,104.97098147349672,32
23000,subspace_stability_topk,attention,0.9472331367433071,32
23000,subspace_stability_topk,mlp,0.9665690306574106,32
32000,alpha_tail_frac_0.2,attention,2.8347843041924277,32
32000,alpha_tail_frac_0.2,mlp,2.674588561415571,32
32000,alpha_tail_frac_0.3,attention,2.312664007874292,32
32000,alpha_tail_frac_0.3,mlp,2.5611492017586506,32
32000,alpha_tail_frac_0.5,attention,1.6328644432985095,32
32000,alpha_tail_frac_0.5,mlp,2.1819903022157985,32
32000,cols,attention,2048.0,32
32000,cols,mlp,5120.0,32
32000,effective_rank,attention,1698.213762729912,32
32000,effective_rank,mlp,1895.8443521038678,32
32000,frobenius_norm,attention,75.61921431966033,32
32000,frobenius_norm,mlp,111.19778772835795,32
32000,mean_singular_value,attention,1.453971621609332,32
32000,mean_singular_value,mlp,2.266360196433652,32
32000,median_eigenvalue,attention,1.9314697658630842,32
32000,median_eigenvalue,mlp,4.522437147540289,32
32000,mp_edge,attention,1743.2247068809147,32
32000,mp_edge,mlp,11.108491010766453,32
32000,mp_outliers_x1,attention,139.875,32
32000,mp_outliers_x1,mlp,225.46875,32
32000,mp_outliers_x1.1,attention,114.875,32
32000,mp_outliers_x1.1,mlp,181.09375,32
32000,mp_outliers_x1.25,attention,86.34375,32
32000,mp_outliers_x1.25,mlp,134.875,32
32000,nuclear_norm,attention,2977.7338810559118,32
32000,nuclear_norm,mlp,4641.50568229612,32
32000,num_singular_values,attention,2048.0,32
32000,num_singular_values,mlp,2048.0,32
32000,rows,attention,4096.0,32
32000,rows,mlp,5120.0,32
32000,spectral_norm,attention,7.0616704523563385,32
32000,spectral_norm,mlp,12.808669447898865,32
32000,stable_rank,attention,129.45941940866982,32
32000,stable_rank,mlp,101.5918182605025,32
32000,subspace_stability_topk,attention,0.9521317631006241,32
32000,subspace_stability_topk,mlp,0.9779799655079842,32
48000,alpha_tail_frac_0.2,attention,2.8487958795692703,32
48000,alpha_tail_frac_0.2,mlp,2.701005433785121,32
48000,alpha_tail_frac_0.3,attention,2.3400083924008857,32
48000,alpha_tail_frac_0.3,mlp,2.5964067092245364,32
48000,alpha_tail_frac_0.5,attention,1.658279886873879,32
48000,alpha_tail_frac_0.5,mlp,2.2255999926066687,32
48000,cols,attention,2048.0,32
48000,cols,mlp,5120.0,32
48000,effective_rank,attention,1702.9136193186928,32
48000,effective_rank,mlp,1899.2955027083087,32
48000,frobenius_norm,attention,79.2054949188205,32
48000,frobenius_norm,mlp,114.79597767378367,32
48000,mean_singular_value,attention,1.5213748133166782,32
48000,mean_singular_value,mlp,2.3443293230825475,32
48000,median_eigenvalue,attention,2.137818452152971,32
48000,median_eigenvalue,mlp,4.892305813912852,32
48000,mp_edge,attention,1935.795534293263,32
48000,mp_edge,mlp,12.01700175873748,32
48000,mp_outliers_x1,attention,134.75,32
48000,mp_outliers_x1,mlp,216.5625,32
48000,mp_outliers_x1.1,attention,110.0,32
48000,mp_outliers_x1.1,mlp,172.78125,32
48000,mp_outliers_x1.25,attention,81.53125,32
48000,mp_outliers_x1.25,mlp,128.0,32
48000,nuclear_norm,attention,3115.775617672557,32
48000,nuclear_norm,mlp,4801.186453673057,32
48000,num_singular_values,attention,2048.0,32
48000,num_singular_values,mlp,2048.0,32
48000,rows,attention,4096.0,32
48000,rows,mlp,5120.0,32
48000,spectral_norm,attention,8.372858740389347,32
48000,spectral_norm,mlp,13.395724281668663,32
48000,stable_rank,attention,128.51796078252477,32
48000,stable_rank,mlp,97.91532213944946,32
48000,subspace_stability_topk,attention,0.9315421190112829,32
48000,subspace_stability_topk,mlp,0.9731517229229212,32
64000,alpha_tail_frac_0.2,attention,2.8307372059495837,32
64000,alpha_tail_frac_0.2,mlp,2.7235045494105456,32
64000,alpha_tail_frac_0.3,attention,2.3344942955461097,32
64000,alpha_tail_frac_0.3,mlp,2.624875810217251,32
64000,alpha_tail_frac_0.5,attention,1.658526503656374,32
64000,alpha_tail_frac_0.5,mlp,2.2582672034765072,32
64000,cols,attention,2048.0,32
64000,cols,mlp,5120.0,32
64000,effective_rank,attention,1702.2731587603791,32
64000,effective_rank,mlp,1901.9088058638124,32
64000,frobenius_norm,attention,78.59119848765549,32
64000,frobenius_norm,mlp,112.16598624791298,32
64000,mean_singular_value,attention,1.5002811335882704,32
64000,mean_singular_value,mlp,2.2938642876836184,32
64000,median_eigenvalue,attention,2.087687247210783,32
64000,median_eigenvalue,mlp,4.720530904248142,32
64000,mp_edge,attention,1862.9670544008925,32
64000,mp_edge,mlp,11.595069960100219,32
64000,mp_outliers_x1,attention,135.0,32
64000,mp_outliers_x1,mlp,209.875,32
64000,mp_outliers_x1.1,attention,110.0625,32
64000,mp_outliers_x1.1,mlp,166.3125,32
64000,mp_outliers_x1.25,attention,81.1875,32
64000,mp_outliers_x1.25,mlp,122.4375,32
64000,nuclear_norm,attention,3072.575761588778,32
64000,nuclear_norm,mlp,4697.83406117605,32
64000,num_singular_values,attention,2048.0,32
64000,num_singular_values,mlp,2048.0,32
64000,rows,attention,4096.0,32
64000,rows,mlp,5120.0,32
64000,spectral_norm,attention,9.491459764540195,32
64000,spectral_norm,mlp,13.201053038239479,32
64000,stable_rank,attention,127.88068208238364,32
64000,stable_rank,mlp,96.61066158087569,32
64000,subspace_stability_topk,attention,0.9514724034816027,32
64000,subspace_stability_topk,mlp,0.9799493830651045,32
80000,alpha_tail_frac_0.2,attention,2.82141825006071,32
80000,alpha_tail_frac_0.2,mlp,2.746604917794939,32
80000,alpha_tail_frac_0.3,attention,2.3308667155195213,32
80000,alpha_tail_frac_0.3,mlp,2.650836357601469,32
80000,alpha_tail_frac_0.5,attention,1.655990076574902,32
80000,alpha_tail_frac_0.5,mlp,2.2848633597650108,32
80000,cols,attention,2048.0,32
80000,cols,mlp,5120.0,32
80000,effective_rank,attention,1700.5999735276187,32
80000,effective_rank,mlp,1903.9041796379265,32
80000,frobenius_norm,attention,75.84102192290061,32
80000,frobenius_norm,mlp,106.74539081163725,32
80000,mean_singular_value,attention,1.4410488848848602,32
80000,mean_singular_value,mlp,2.185384612429516,32
80000,median_eigenvalue,attention,1.9303211918866723,32
80000,median_eigenvalue,mlp,4.30854158802896,32
80000,mp_edge,attention,1684.5539418637047,32
80000,mp_edge,mlp,10.583097993117377,32
80000,mp_outliers_x1,attention,136.1875,32
80000,mp_outliers_x1,mlp,204.8125,32
80000,mp_outliers_x1.1,attention,111.0625,32
80000,mp_outliers_x1.1,mlp,161.84375,32
80000,mp_outliers_x1.25,attention,81.8125,32
80000,mp_outliers_x1.25,mlp,118.3125,32
80000,nuclear_norm,attention,2951.2681162441936,32
80000,nuclear_norm,mlp,4475.667686255649,32
80000,num_singular_values,attention,2048.0,32
80000,num_singular_values,mlp,2048.0,32
80000,rows,attention,4096.0,32
80000,rows,mlp,5120.0,32
80000,spectral_norm,attention,9.705904819071293,32
80000,spectral_norm,mlp,12.62846353650093,32
80000,stable_rank,attention,125.279970785147,32
80000,stable_rank,mlp,96.16828087666985,32
80000,subspace_stability_topk,attention,0.9788584243506193,32
80000,subspace_stability_topk,mlp,0.9906997755169868,32
100000,alpha_tail_frac_0.2,attention,2.789679211225213,32
100000,alpha_tail_frac_0.2,mlp,2.765470246639568,32
100000,alpha_tail_frac_0.3,attention,2.312870791331959,32
100000,alpha_tail_frac_0.3,mlp,2.6732729317104384,32
100000,alpha_tail_frac_0.5,attention,1.646692081684101,32
100000,alpha_tail_frac_0.5,mlp,2.3082613423880236,32
100000,cols,attention,2048.0,32
100000,cols,mlp,5120.0,32
100000,effective_rank,attention,1697.1177371543752,32
100000,effective_rank,mlp,1905.4617555068307,32
100000,frobenius_norm,attention,71.81348396692265,32
100000,frobenius_norm,mlp,99.48312769106613,32
100000,mean_singular_value,attention,1.3569773958494458,32
100000,mean_singular_value,mlp,2.03844862568576,32
100000,median_eigenvalue,attention,1.7149915716447446,32
100000,median_eigenvalue,mlp,3.77001524189948,32
100000,mp_edge,attention,1451.2508281564903,32
100000,mp_edge,mlp,9.260312318076235,32
100000,mp_outliers_x1,attention,138.03125,32
100000,mp_outliers_x1,mlp,199.875,32
100000,mp_outliers_x1.1,attention,112.84375,32
100000,mp_outliers_x1.1,mlp,156.96875,32
100000,mp_outliers_x1.25,attention,83.375,32
100000,mp_outliers_x1.25,mlp,114.4375,32
100000,nuclear_norm,attention,2779.089706699665,32
100000,nuclear_norm,mlp,4174.742785404436,32
100000,num_singular_values,attention,2048.0,32
100000,num_singular_values,mlp,2048.0,32
100000,rows,attention,4096.0,32
100000,rows,mlp,5120.0,32
100000,spectral_norm,attention,9.82957697659731,32
100000,spectral_norm,mlp,11.820468187332153,32
100000,stable_rank,attention,118.06078862921076,32
100000,stable_rank,mlp,95.73466206359518,32
100000,subspace_stability_topk,attention,0.98659697920084,32
100000,subspace_stability_topk,mlp,0.9913240876048803,32
120000,alpha_tail_frac_0.2,attention,2.755355963692519,32
120000,alpha_tail_frac_0.2,mlp,2.772420784800966,32
120000,alpha_tail_frac_0.3,attention,2.2917103858185897,32
120000,alpha_tail_frac_0.3,mlp,2.6834640216878873,32
120000,alpha_tail_frac_0.5,attention,1.6359974204562076,32
120000,alpha_tail_frac_0.5,mlp,2.3195750429886663,32
120000,cols,attention,2048.0,32
120000,cols,mlp,5120.0,32
120000,effective_rank,attention,1693.4971092459132,32
120000,effective_rank,mlp,1906.0661849267215,32
120000,frobenius_norm,attention,69.19798691940481,32
120000,frobenius_norm,mlp,94.64593454725828,32
120000,mean_singular_value,attention,1.3009540215653583,32
120000,mean_singular_value,mlp,1.9400158670148357,32
120000,median_eigenvalue,attention,1.5778261250168397,32
120000,median_eigenvalue,mlp,3.425904876947221,32
120000,mp_edge,attention,1300.823958574651,32
120000,mp_edge,mlp,8.415071849037814,32
120000,mp_outliers_x1,attention,139.8125,32
120000,mp_outliers_x1,mlp,197.4375,32
120000,mp_outliers_x1.1,attention,114.53125,32
120000,mp_outliers_x1.1,mlp,154.5,32
120000,mp_outliers_x1.25,attention,84.875,32
120000,mp_outliers_x1.25,mlp,112.34375,32
120000,nuclear_norm,attention,2664.353836165854,32
120000,nuclear_norm,mlp,3973.1524956463836,32
120000,num_singular_values,attention,2048.0,32
120000,num_singular_values,mlp,2048.0,32
120000,rows,attention,4096.0,32
120000,rows,mlp,5120.0,32
120000,spectral_norm,attention,10.045455530285835,32
120000,spectral_norm,mlp,11.276926845312119,32
120000,stable_rank,attention,113.68913294807278,32
120000,stable_rank,mlp,95.12510896282218,32
120000,subspace_stability_topk,attention,0.9872546549886465,32
120000,subspace_stability_topk,mlp,0.9954115860164165,32
143000,alpha_tail_frac_0.2,attention,2.7303429968065096,32
143000,alpha_tail_frac_0.2,mlp,2.7780386898864182,32
143000,alpha_tail_frac_0.3,attention,2.276045658151247,32
143000,alpha_tail_frac_0.3,mlp,2.690244537423717,32
143000,alpha_tail_frac_0.5,attention,1.6279882117406907,32
143000,alpha_tail_frac_0.5,mlp,2.32572153587118,32
143000,cols,attention,2048.0,32
143000,cols,mlp,5120.0,32
143000,effective_rank,attention,1690.617692847716,32
143000,effective_rank,mlp,1906.4582814502596,32
143000,frobenius_norm,attention,66.88467760488429,32
143000,frobenius_norm,mlp,90.59288985792884,32
143000,mean_singular_value,attention,1.2522932941554583,32
143000,mean_singular_value,mlp,1.8573533380985054,32
143000,median_eigenvalue,attention,1.4646110787744393,32
143000,median_eigenvalue,mlp,3.1467523376488344,32
143000,mp_edge,attention,1176.6116152743527,32
143000,mp_edge,mlp,7.72938769859797,32
143000,mp_outliers_x1,attention,140.96875,32
143000,mp_outliers_x1,mlp,195.78125,32
143000,mp_outliers_x1.1,attention,115.75,32
143000,mp_outliers_x1.1,mlp,153.0,32
143000,mp_outliers_x1.25,attention,86.125,32
143000,mp_outliers_x1.25,mlp,110.90625,32
143000,nuclear_norm,attention,2564.6966664303786,32
143000,nuclear_norm,mlp,3803.859636425739,32
143000,num_singular_values,attention,2048.0,32
143000,num_singular_values,mlp,2048.0,32
143000,rows,attention,4096.0,32
143000,rows,mlp,5120.0,32
143000,spectral_norm,attention,10.24731669574976,32
143000,spectral_norm,mlp,10.818712532520294,32
143000,stable_rank,attention,110.86185565044646,32
143000,stable_rank,mlp,94.65679563778254,32
143000,subspace_stability_topk,attention,0.9938874635845423,32
143000,subspace_stability_topk,mlp,0.9949702732264996,32
