step_num,indicator,module_family,layer,mean_value,n
16,alpha_tail_frac_0.5,mlp,3,3.674652490960896,2
16,alpha_tail_frac_0.5,mlp,4,3.672032709600985,2
16,alpha_tail_frac_0.5,mlp,5,3.6726898281613938,2
16,alpha_tail_frac_0.5,mlp,6,3.6741881756444643,2
16,alpha_tail_frac_0.5,mlp,7,3.6748954765815443,2
16,alpha_tail_frac_0.5,mlp,8,3.675587226638223,2
16,alpha_tail_frac_0.5,mlp,9,3.6788195410571767,2
16,alpha_tail_frac_0.5,mlp,10,3.677684048409038,2
16,alpha_tail_frac_0.5,mlp,11,3.6746575881514074,2
16,alpha_tail_frac_0.5,mlp,12,3.673883434277669,2
16,alpha_tail_frac_0.5,mlp,13,3.6772977812585705,2
16,alpha_tail_frac_0.5,mlp,14,3.6748006601092857,2
16,alpha_tail_frac_0.5,mlp,15,3.674201208992425,2
16,cols,attention,0,2048.0,2
16,cols,attention,1,2048.0,2
16,cols,attention,2,2048.0,2
16,cols,attention,3,2048.0,2
16,cols,attention,4,2048.0,2
16,cols,attention,5,2048.0,2
16,cols,attention,6,2048.0,2
16,cols,attention,7,2048.0,2
16,cols,attention,8,2048.0,2
16,cols,attention,9,2048.0,2
16,cols,attention,10,2048.0,2
16,cols,attention,11,2048.0,2
16,cols,attention,12,2048.0,2
16,cols,attention,13,2048.0,2
16,cols,attention,14,2048.0,2
16,cols,attention,15,2048.0,2
16,cols,mlp,0,5120.0,2
16,cols,mlp,1,5120.0,2
16,cols,mlp,2,5120.0,2
16,cols,mlp,3,5120.0,2
16,cols,mlp,4,5120.0,2
16,cols,mlp,5,5120.0,2
16,cols,mlp,6,5120.0,2
16,cols,mlp,7,5120.0,2
16,cols,mlp,8,5120.0,2
16,cols,mlp,9,5120.0,2
16,cols,mlp,10,5120.0,2
16,cols,mlp,11,5120.0,2
16,cols,mlp,12,5120.0,2
16,cols,mlp,13,5120.0,2
16,cols,mlp,14,5120.0,2
16,cols,mlp,15,5120.0,2
16,effective_rank,attention,0,1800.6489505549278,2
16,effective_rank,attention,1,1800.7170783128724,2
16,effective_rank,attention,2,1800.7258314172404,2
16,effective_rank,attention,3,1800.8473247955872,2
16,effective_rank,attention,4,1800.9025124863397,2
16,effective_rank,attention,5,1800.8946348198363,2
16,effective_rank,attention,6,1800.5245318752884,2
16,effective_rank,attention,7,1800.8457793745017,2
16,effective_rank,attention,8,1800.7327459793373,2
16,effective_rank,attention,9,1800.7834507137625,2
16,effective_rank,attention,10,1800.6112114941477,2
16,effective_rank,attention,11,1800.4504767540411,2
16,effective_rank,attention,12,1800.7793197542835,2
16,effective_rank,attention,13,1801.0467956756297,2
16,effective_rank,attention,14,1800.581723108061,2
16,effective_rank,attention,15,1800.7534095854917,2
16,effective_rank,mlp,0,1978.8511088036244,2
16,effective_rank,mlp,1,1978.8328714996335,2
16,effective_rank,mlp,2,1978.9273974004734,2
16,effective_rank,mlp,3,1978.813548380611,2
16,effective_rank,mlp,4,1978.8380820907396,2
16,effective_rank,mlp,5,1978.7671345484496,2
16,effective_rank,mlp,6,1978.840222466728,2
16,effective_rank,mlp,7,1978.8202726329382,2
16,effective_rank,mlp,8,1978.8002215842087,2
16,effective_rank,mlp,9,1978.8971369680567,2
16,effective_rank,mlp,10,1978.900143596589,2
16,effective_rank,mlp,11,1978.9057094637305,2
16,effective_rank,mlp,12,1978.8798306290469,2
16,effective_rank,mlp,13,1978.7948248446464,2
16,effective_rank,mlp,14,1978.828837819061,2
16,effective_rank,mlp,15,1978.7907811383132,2
16,frobenius_norm,attention,0,27.626011051140058,2
16,frobenius_norm,attention,1,27.61758572452362,2
16,frobenius_norm,attention,2,27.624912700229938,2
16,frobenius_norm,attention,3,27.630246265152707,2
16,frobenius_norm,attention,4,27.622704792003276,2
16,frobenius_norm,attention,5,27.61434335707236,2
16,frobenius_norm,attention,6,27.627034848267794,2
16,frobenius_norm,attention,7,27.624105745525288,2
16,frobenius_norm,attention,8,27.627454551708986,2
16,frobenius_norm,attention,9,27.628550775732105,2
16,frobenius_norm,attention,10,27.617575746094445,2
16,frobenius_norm,attention,11,27.630446688239637,2
16,frobenius_norm,attention,12,27.623680012598427,2
16,frobenius_norm,attention,13,27.61325121568636,2
16,frobenius_norm,attention,14,27.61985727242154,2
16,frobenius_norm,attention,15,27.613409964627337,2
16,frobenius_norm,mlp,0,34.277016508283864,2
16,frobenius_norm,mlp,1,34.27676659613803,2
16,frobenius_norm,mlp,2,34.28967016505722,2
16,frobenius_norm,mlp,3,34.28099427506129,2
16,frobenius_norm,mlp,4,34.289567510238946,2
16,frobenius_norm,mlp,5,34.281810320863585,2
16,frobenius_norm,mlp,6,34.282623996004446,2
16,frobenius_norm,mlp,7,34.292232595655925,2
16,frobenius_norm,mlp,8,34.28556617341921,2
16,frobenius_norm,mlp,9,34.29212268381542,2
16,frobenius_norm,mlp,10,34.29219751173685,2
16,frobenius_norm,mlp,11,34.29573924074637,2
16,frobenius_norm,mlp,12,34.28652355933908,2
16,frobenius_norm,mlp,13,34.282560045713645,2
16,frobenius_norm,mlp,14,34.2868520237243,2
16,frobenius_norm,mlp,15,34.28324650122893,2
16,mean_singular_value,attention,0,0.5771135461340062,2
16,mean_singular_value,attention,1,0.5769157262996902,2
16,mean_singular_value,attention,2,0.5770617353794041,2
16,mean_singular_value,attention,3,0.5771710925726025,2
16,mean_singular_value,attention,4,0.5770694721273122,2
16,mean_singular_value,attention,5,0.5768732322200354,2
16,mean_singular_value,attention,6,0.5770848941432813,2
16,mean_singular_value,attention,7,0.5770449296545319,2
16,mean_singular_value,attention,8,0.5771255188557696,2
16,mean_singular_value,attention,9,0.57714297279081,2
16,mean_singular_value,attention,10,0.5769398776625552,2
16,mean_singular_value,attention,11,0.5771873047667416,2
16,mean_singular_value,attention,12,0.5770229656597365,2
16,mean_singular_value,attention,13,0.5768351606534836,2
16,mean_singular_value,attention,14,0.5769794829135576,2
16,mean_singular_value,attention,15,0.5768130590700284,2
16,mean_singular_value,mlp,0,0.7329460471719358,2
16,mean_singular_value,mlp,1,0.7329395433589525,2
16,mean_singular_value,mlp,2,0.7332612513200729,2
16,mean_singular_value,mlp,3,0.7330389259259391,2
16,mean_singular_value,mlp,4,0.7332376393678715,2
16,mean_singular_value,mlp,5,0.7330036014791403,2
16,mean_singular_value,mlp,6,0.7330717755066871,2
16,mean_singular_value,mlp,7,0.7332782448283979,2
16,mean_singular_value,mlp,8,0.7331131023929629,2
16,mean_singular_value,mlp,9,0.7333184905473901,2
16,mean_singular_value,mlp,10,0.7333094406494639,2
16,mean_singular_value,mlp,11,0.7333660695694562,2
16,mean_singular_value,mlp,12,0.7331731802551076,2
16,mean_singular_value,mlp,13,0.7330709987763838,2
16,mean_singular_value,mlp,14,0.7331686900361092,2
16,mean_singular_value,mlp,15,0.7330639461761166,2
16,median_eigenvalue,attention,0,0.5385025476660523,2
16,median_eigenvalue,attention,1,0.5377052612183741,2
16,median_eigenvalue,attention,2,0.5392034727913277,2
16,median_eigenvalue,attention,3,0.5377697893605837,2
16,median_eigenvalue,attention,4,0.5378391942358426,2
16,median_eigenvalue,attention,5,0.5375367883570519,2
16,median_eigenvalue,attention,6,0.5379143421830992,2
16,median_eigenvalue,attention,7,0.5377905745497227,2
16,median_eigenvalue,attention,8,0.5382915951339302,2
16,median_eigenvalue,attention,9,0.5385313844727578,2
16,median_eigenvalue,attention,10,0.5379056437149755,2
16,median_eigenvalue,attention,11,0.5385955488269208,2
16,median_eigenvalue,attention,12,0.538391263315444,2
16,median_eigenvalue,attention,13,0.5382714953258013,2
16,median_eigenvalue,attention,14,0.5389262654603464,2
16,median_eigenvalue,attention,15,0.5377549346791297,2
16,median_eigenvalue,mlp,0,0.7617848834095199,2
16,median_eigenvalue,mlp,1,0.7612327380820739,2
16,median_eigenvalue,mlp,2,0.7628948294625817,2
16,median_eigenvalue,mlp,3,0.7614950589048628,2
16,median_eigenvalue,mlp,4,0.7620459391167375,2
16,median_eigenvalue,mlp,5,0.7610176411716615,2
16,median_eigenvalue,mlp,6,0.7615625474020846,2
16,median_eigenvalue,mlp,7,0.7621039984049878,2
16,median_eigenvalue,mlp,8,0.7614274242985126,2
16,median_eigenvalue,mlp,9,0.7621104813079272,2
16,median_eigenvalue,mlp,10,0.7618680798981903,2
16,median_eigenvalue,mlp,11,0.7623704593550191,2
16,median_eigenvalue,mlp,12,0.7612914506848751,2
16,median_eigenvalue,mlp,13,0.7623964220970075,2
16,median_eigenvalue,mlp,14,0.7615722056577123,2
16,median_eigenvalue,mlp,15,0.7622846331549362,2
16,mp_edge,attention,0,27.189058650756635,2
16,mp_edge,attention,1,27.112518754521364,2
16,mp_edge,attention,2,27.13695783842111,2
16,mp_edge,attention,3,27.250814156286435,2
16,mp_edge,attention,4,27.115224223443732,2
16,mp_edge,attention,5,27.060896522630177,2
16,mp_edge,attention,6,27.105167514790903,2
16,mp_edge,attention,7,27.125962781910935,2
16,mp_edge,attention,8,27.18440011601166,2
16,mp_edge,attention,9,27.15637478911123,2
16,mp_edge,attention,10,27.187953391835006,2
16,mp_edge,attention,11,27.048570319579746,2
16,mp_edge,attention,12,27.109519031616106,2
16,mp_edge,attention,13,27.135554243202442,2
16,mp_edge,attention,14,27.09224761799156,2
16,mp_edge,attention,15,27.110682271837586,2
16,mp_edge,mlp,0,1.8711770342889067,2
16,mp_edge,mlp,1,1.869820796223795,2
16,mp_edge,mlp,2,1.8739034018094767,2
16,mp_edge,mlp,3,1.87046513652236,2
16,mp_edge,mlp,4,1.8718182670760806,2
16,mp_edge,mlp,5,1.869292452320318,2
16,mp_edge,mlp,6,1.8706309089455602,2
16,mp_edge,mlp,7,1.8719608784735595,2
16,mp_edge,mlp,8,1.8702990052103823,2
16,mp_edge,mlp,9,1.8719768024691128,2
16,mp_edge,mlp,10,1.871381390350997,2
16,mp_edge,mlp,11,1.872615388192894,2
16,mp_edge,mlp,12,1.8699650123619431,2
16,mp_edge,mlp,13,1.872679160640488,2
16,mp_edge,mlp,14,1.870654632580034,2
16,mp_edge,mlp,15,1.8724045727540042,2
16,mp_outliers_x1,attention,0,0.0,2
16,mp_outliers_x1,attention,1,0.0,2
16,mp_outliers_x1,attention,2,0.0,2
16,mp_outliers_x1,attention,3,0.0,2
16,mp_outliers_x1,attention,4,0.5,2
16,mp_outliers_x1,attention,5,0.0,2
16,mp_outliers_x1,attention,6,0.0,2
16,mp_outliers_x1,attention,7,0.5,2
16,mp_outliers_x1,attention,8,0.0,2
16,mp_outliers_x1,attention,9,0.0,2
16,mp_outliers_x1,attention,10,0.0,2
16,mp_outliers_x1,attention,11,0.0,2
16,mp_outliers_x1,attention,12,0.0,2
16,mp_outliers_x1,attention,13,0.0,2
16,mp_outliers_x1,attention,14,0.0,2
16,mp_outliers_x1,attention,15,0.0,2
16,mp_outliers_x1,mlp,0,0.0,2
16,mp_outliers_x1,mlp,1,0.0,2
16,mp_outliers_x1,mlp,2,0.0,2
16,mp_outliers_x1,mlp,3,0.0,2
16,mp_outliers_x1,mlp,4,0.0,2
16,mp_outliers_x1,mlp,5,0.0,2
16,mp_outliers_x1,mlp,6,0.0,2
16,mp_outliers_x1,mlp,7,0.0,2
16,mp_outliers_x1,mlp,8,1.0,2
16,mp_outliers_x1,mlp,9,0.5,2
16,mp_outliers_x1,mlp,10,0.0,2
16,mp_outliers_x1,mlp,11,0.0,2
16,mp_outliers_x1,mlp,12,0.0,2
16,mp_outliers_x1,mlp,13,0.0,2
16,mp_outliers_x1,mlp,14,0.0,2
16,mp_outliers_x1,mlp,15,0.0,2
16,mp_outliers_x1.1,attention,0,0.0,2
16,mp_outliers_x1.1,attention,1,0.0,2
16,mp_outliers_x1.1,attention,2,0.0,2
16,mp_outliers_x1.1,attention,3,0.0,2
16,mp_outliers_x1.1,attention,4,0.0,2
16,mp_outliers_x1.1,attention,5,0.0,2
16,mp_outliers_x1.1,attention,6,0.0,2
16,mp_outliers_x1.1,attention,7,0.0,2
16,mp_outliers_x1.1,attention,8,0.0,2
16,mp_outliers_x1.1,attention,9,0.0,2
16,mp_outliers_x1.1,attention,10,0.0,2
16,mp_outliers_x1.1,attention,11,0.0,2
16,mp_outliers_x1.1,attention,12,0.0,2
16,mp_outliers_x1.1,attention,13,0.0,2
16,mp_outliers_x1.1,attention,14,0.0,2
16,mp_outliers_x1.1,attention,15,0.0,2
16,mp_outliers_x1.1,mlp,0,0.0,2
16,mp_outliers_x1.1,mlp,1,0.0,2
16,mp_outliers_x1.1,mlp,2,0.0,2
16,mp_outliers_x1.1,mlp,3,0.0,2
16,mp_outliers_x1.1,mlp,4,0.0,2
16,mp_outliers_x1.1,mlp,5,0.0,2
16,mp_outliers_x1.1,mlp,6,0.0,2
16,mp_outliers_x1.1,mlp,7,0.0,2
16,mp_outliers_x1.1,mlp,8,0.0,2
16,mp_outliers_x1.1,mlp,9,0.0,2
16,mp_outliers_x1.1,mlp,10,0.0,2
16,mp_outliers_x1.1,mlp,11,0.0,2
16,mp_outliers_x1.1,mlp,12,0.0,2
16,mp_outliers_x1.1,mlp,13,0.0,2
16,mp_outliers_x1.1,mlp,14,0.0,2
16,mp_outliers_x1.1,mlp,15,0.0,2
16,mp_outliers_x1.25,attention,0,0.0,2
16,mp_outliers_x1.25,attention,1,0.0,2
16,mp_outliers_x1.25,attention,2,0.0,2
16,mp_outliers_x1.25,attention,3,0.0,2
16,mp_outliers_x1.25,attention,4,0.0,2
16,mp_outliers_x1.25,attention,5,0.0,2
16,mp_outliers_x1.25,attention,6,0.0,2
16,mp_outliers_x1.25,attention,7,0.0,2
16,mp_outliers_x1.25,attention,8,0.0,2
16,mp_outliers_x1.25,attention,9,0.0,2
16,mp_outliers_x1.25,attention,10,0.0,2
16,mp_outliers_x1.25,attention,11,0.0,2
16,mp_outliers_x1.25,attention,12,0.0,2
16,mp_outliers_x1.25,attention,13,0.0,2
16,mp_outliers_x1.25,attention,14,0.0,2
16,mp_outliers_x1.25,attention,15,0.0,2
16,mp_outliers_x1.25,mlp,0,0.0,2
16,mp_outliers_x1.25,mlp,1,0.0,2
16,mp_outliers_x1.25,mlp,2,0.0,2
16,mp_outliers_x1.25,mlp,3,0.0,2
16,mp_outliers_x1.25,mlp,4,0.0,2
16,mp_outliers_x1.25,mlp,5,0.0,2
16,mp_outliers_x1.25,mlp,6,0.0,2
16,mp_outliers_x1.25,mlp,7,0.0,2
16,mp_outliers_x1.25,mlp,8,0.0,2
16,mp_outliers_x1.25,mlp,9,0.0,2
16,mp_outliers_x1.25,mlp,10,0.0,2
16,mp_outliers_x1.25,mlp,11,0.0,2
16,mp_outliers_x1.25,mlp,12,0.0,2
16,mp_outliers_x1.25,mlp,13,0.0,2
16,mp_outliers_x1.25,mlp,14,0.0,2
16,mp_outliers_x1.25,mlp,15,0.0,2
16,nuclear_norm,attention,0,1181.9285424824448,2
16,nuclear_norm,attention,1,1181.5234074617656,2
16,nuclear_norm,attention,2,1181.8224340570196,2
16,nuclear_norm,attention,3,1182.04639758869,2
16,nuclear_norm,attention,4,1181.8382789167354,2
16,nuclear_norm,attention,5,1181.4363795866325,2
16,nuclear_norm,attention,6,1181.8698632054402,2
16,nuclear_norm,attention,7,1181.7880159324811,2
16,nuclear_norm,attention,8,1181.953062616616,2
16,nuclear_norm,attention,9,1181.9888082755788,2
16,nuclear_norm,attention,10,1181.572869452913,2
16,nuclear_norm,attention,11,1182.0796001622869,2
16,nuclear_norm,attention,12,1181.7430336711404,2
16,nuclear_norm,attention,13,1181.3584090183344,2
16,nuclear_norm,attention,14,1181.6539810069662,2
16,nuclear_norm,attention,15,1181.3131449754185,2
16,nuclear_norm,mlp,0,1501.0735046081245,2
16,nuclear_norm,mlp,1,1501.0601847991347,2
16,nuclear_norm,mlp,2,1501.7190427035093,2
16,nuclear_norm,mlp,3,1501.2637202963233,2
16,nuclear_norm,mlp,4,1501.6706854254007,2
16,nuclear_norm,mlp,5,1501.1913758292794,2
16,nuclear_norm,mlp,6,1501.3309962376952,2
16,nuclear_norm,mlp,7,1501.7538454085588,2
16,nuclear_norm,mlp,8,1501.4156337007882,2
16,nuclear_norm,mlp,9,1501.8362686410546,2
16,nuclear_norm,mlp,10,1501.8177344501019,2
16,nuclear_norm,mlp,11,1501.9337104782462,2
16,nuclear_norm,mlp,12,1501.5386731624603,2
16,nuclear_norm,mlp,13,1501.3294054940343,2
16,nuclear_norm,mlp,14,1501.5294771939516,2
16,nuclear_norm,mlp,15,1501.3149617686865,2
16,num_singular_values,attention,0,2048.0,2
16,num_singular_values,attention,1,2048.0,2
16,num_singular_values,attention,2,2048.0,2
16,num_singular_values,attention,3,2048.0,2
16,num_singular_values,attention,4,2048.0,2
16,num_singular_values,attention,5,2048.0,2
16,num_singular_values,attention,6,2048.0,2
16,num_singular_values,attention,7,2048.0,2
16,num_singular_values,attention,8,2048.0,2
16,num_singular_values,attention,9,2048.0,2
16,num_singular_values,attention,10,2048.0,2
16,num_singular_values,attention,11,2048.0,2
16,num_singular_values,attention,12,2048.0,2
16,num_singular_values,attention,13,2048.0,2
16,num_singular_values,attention,14,2048.0,2
16,num_singular_values,attention,15,2048.0,2
16,num_singular_values,mlp,0,2048.0,2
16,num_singular_values,mlp,1,2048.0,2
16,num_singular_values,mlp,2,2048.0,2
16,num_singular_values,mlp,3,2048.0,2
16,num_singular_values,mlp,4,2048.0,2
16,num_singular_values,mlp,5,2048.0,2
16,num_singular_values,mlp,6,2048.0,2
16,num_singular_values,mlp,7,2048.0,2
16,num_singular_values,mlp,8,2048.0,2
16,num_singular_values,mlp,9,2048.0,2
16,num_singular_values,mlp,10,2048.0,2
16,num_singular_values,mlp,11,2048.0,2
16,num_singular_values,mlp,12,2048.0,2
16,num_singular_values,mlp,13,2048.0,2
16,num_singular_values,mlp,14,2048.0,2
16,num_singular_values,mlp,15,2048.0,2
16,rows,attention,0,4096.0,2
16,rows,attention,1,4096.0,2
16,rows,attention,2,4096.0,2
16,rows,attention,3,4096.0,2
16,rows,attention,4,4096.0,2
16,rows,attention,5,4096.0,2
16,rows,attention,6,4096.0,2
16,rows,attention,7,4096.0,2
16,rows,attention,8,4096.0,2
16,rows,attention,9,4096.0,2
16,rows,attention,10,4096.0,2
16,rows,attention,11,4096.0,2
16,rows,attention,12,4096.0,2
16,rows,attention,13,4096.0,2
16,rows,attention,14,4096.0,2
16,rows,attention,15,4096.0,2
16,rows,mlp,0,5120.0,2
16,rows,mlp,1,5120.0,2
16,rows,mlp,2,5120.0,2
16,rows,mlp,3,5120.0,2
16,rows,mlp,4,5120.0,2
16,rows,mlp,5,5120.0,2
16,rows,mlp,6,5120.0,2
16,rows,mlp,7,5120.0,2
16,rows,mlp,8,5120.0,2
16,rows,mlp,9,5120.0,2
16,rows,mlp,10,5120.0,2
16,rows,mlp,11,5120.0,2
16,rows,mlp,12,5120.0,2
16,rows,mlp,13,5120.0,2
16,rows,mlp,14,5120.0,2
16,rows,mlp,15,5120.0,2
16,spectral_norm,attention,0,0.9874637573957442,2
16,spectral_norm,attention,1,0.988865002989769,2
16,spectral_norm,attention,2,0.9877310544252395,2
16,spectral_norm,attention,3,0.988103412091732,2
16,spectral_norm,attention,4,0.9894246235489845,2
16,spectral_norm,attention,5,0.9877010732889175,2
16,spectral_norm,attention,6,0.9870086759328842,2
16,spectral_norm,attention,7,0.9890685528516769,2
16,spectral_norm,attention,8,0.9847669824957848,2
16,spectral_norm,attention,9,0.988855205476284,2
16,spectral_norm,attention,10,0.9872244223952293,2
16,spectral_norm,attention,11,0.986991710960865,2
16,spectral_norm,attention,12,0.9873417615890503,2
16,spectral_norm,attention,13,0.9883454144001007,2
16,spectral_norm,attention,14,0.9872303679585457,2
16,spectral_norm,attention,15,0.9865093454718589,2
16,spectral_norm,mlp,0,1.1362203359603882,2
16,spectral_norm,mlp,1,1.1335632354021072,2
16,spectral_norm,mlp,2,1.133366048336029,2
16,spectral_norm,mlp,3,1.1342431902885437,2
16,spectral_norm,mlp,4,1.1331871300935745,2
16,spectral_norm,mlp,5,1.1335431635379791,2
16,spectral_norm,mlp,6,1.133060798048973,2
16,spectral_norm,mlp,7,1.1323893070220947,2
16,spectral_norm,mlp,8,1.1365010440349577,2
16,spectral_norm,mlp,9,1.1363789439201355,2
16,spectral_norm,mlp,10,1.134651303291321,2
16,spectral_norm,mlp,11,1.13499616086483,2
16,spectral_norm,mlp,12,1.1341691464185715,2
16,spectral_norm,mlp,13,1.1327002495527267,2
16,spectral_norm,mlp,14,1.1356065571308136,2
16,spectral_norm,mlp,15,1.1360602527856827,2
16,stable_rank,attention,0,670.6973464530579,2
16,stable_rank,attention,1,667.0595435020964,2
16,stable_rank,attention,2,667.1111902676746,2
16,stable_rank,attention,3,670.2513666821508,2
16,stable_rank,attention,4,669.4147534450706,2
16,stable_rank,attention,5,669.079640112566,2
16,stable_rank,attention,6,671.5263479519235,2
16,stable_rank,attention,7,669.7928113398054,2
16,stable_rank,attention,8,673.9031974541913,2
16,stable_rank,attention,9,668.5827653233396,2
16,stable_rank,attention,10,670.5958827853688,2
16,stable_rank,attention,11,670.8543463409062,2
16,stable_rank,attention,12,669.8786977764553,2
16,stable_rank,attention,13,667.9926741162161,2
16,stable_rank,attention,14,670.5055231187703,2
16,stable_rank,attention,15,670.802810957628,2
16,stable_rank,mlp,0,910.2271633930097,2
16,stable_rank,mlp,1,915.0016931381007,2
16,stable_rank,mlp,2,914.2024685443115,2
16,stable_rank,mlp,3,911.9860311529968,2
16,stable_rank,mlp,4,913.9802198761001,2
16,stable_rank,mlp,5,914.4753243928101,2
16,stable_rank,mlp,6,915.8911058328208,2
16,stable_rank,mlp,7,915.8118183037282,2
16,stable_rank,mlp,8,909.5353287377968,2
16,stable_rank,mlp,9,912.3300303802384,2
16,stable_rank,mlp,10,914.5245087598239,2
16,stable_rank,mlp,11,912.574687245463,2
16,stable_rank,mlp,12,913.389957991565,2
16,stable_rank,mlp,13,914.256823669888,2
16,stable_rank,mlp,14,912.5522291189601,2
16,stable_rank,mlp,15,912.264672233443,2
16,subspace_stability_topk,attention,0,0.9993618130683899,2
16,subspace_stability_topk,attention,1,0.9995552897453308,2
16,subspace_stability_topk,attention,2,0.9995610117912292,2
16,subspace_stability_topk,attention,3,0.9995354413986206,2
16,subspace_stability_topk,attention,4,0.9995302259922028,2
16,subspace_stability_topk,attention,5,0.9995516538619995,2
16,subspace_stability_topk,attention,6,0.999597668647766,2
16,subspace_stability_topk,attention,7,0.9995471835136414,2
16,subspace_stability_topk,attention,8,0.9995419383049011,2
16,subspace_stability_topk,attention,9,0.999542236328125,2
16,subspace_stability_topk,attention,10,0.9994892776012421,2
16,subspace_stability_topk,attention,11,0.9995736479759216,2
16,subspace_stability_topk,attention,12,0.9995248913764954,2
16,subspace_stability_topk,attention,13,0.999584436416626,2
16,subspace_stability_topk,attention,14,0.9995818138122559,2
16,subspace_stability_topk,attention,15,0.9995666146278381,2
16,subspace_stability_topk,mlp,0,1.0001510977745056,2
16,subspace_stability_topk,mlp,1,1.000176340341568,2
16,subspace_stability_topk,mlp,2,1.000194787979126,2
16,subspace_stability_topk,mlp,3,1.000230073928833,2
16,subspace_stability_topk,mlp,4,1.000258058309555,2
16,subspace_stability_topk,mlp,5,1.0000869929790497,2
16,subspace_stability_topk,mlp,6,1.0002238154411316,2
16,subspace_stability_topk,mlp,7,1.0002517104148867,2
16,subspace_stability_topk,mlp,8,1.0001918077468872,2
16,subspace_stability_topk,mlp,9,1.0001469552516937,2
16,subspace_stability_topk,mlp,10,0.9998485743999481,2
16,subspace_stability_topk,mlp,11,1.0002394020557404,2
16,subspace_stability_topk,mlp,12,1.0001268088817596,2
16,subspace_stability_topk,mlp,13,1.0000030100345612,2
16,subspace_stability_topk,mlp,14,1.0001109838485718,2
16,subspace_stability_topk,mlp,15,1.0002080202102661,2
32,alpha_tail_frac_0.2,attention,0,5.711899740932468,2
32,alpha_tail_frac_0.2,attention,1,5.740234383365477,2
32,alpha_tail_frac_0.2,attention,2,5.706947758059931,2
32,alpha_tail_frac_0.2,attention,3,5.71664268259824,2
32,alpha_tail_frac_0.2,attention,4,5.715869299768787,2
32,alpha_tail_frac_0.2,attention,5,5.73135022902931,2
32,alpha_tail_frac_0.2,attention,6,5.712390046766876,2
32,alpha_tail_frac_0.2,attention,7,5.7364659682753185,2
32,alpha_tail_frac_0.2,attention,8,5.725378231145823,2
32,alpha_tail_frac_0.2,attention,9,5.72208191379047,2
32,alpha_tail_frac_0.2,attention,10,5.724009361112458,2
32,alpha_tail_frac_0.2,attention,11,5.745323933014509,2
32,alpha_tail_frac_0.2,attention,12,5.723989143736078,2
32,alpha_tail_frac_0.2,attention,13,5.724170490848524,2
32,alpha_tail_frac_0.2,attention,14,5.7366213652037885,2
32,alpha_tail_frac_0.2,attention,15,5.710644517167314,2
32,alpha_tail_frac_0.2,mlp,0,7.985581082868104,2
32,alpha_tail_frac_0.2,mlp,1,7.993214834075334,2
32,alpha_tail_frac_0.2,mlp,2,7.9976189875464865,2
32,alpha_tail_frac_0.2,mlp,3,7.984102983828214,2
32,alpha_tail_frac_0.2,mlp,4,7.983168323695187,2
32,alpha_tail_frac_0.2,mlp,5,7.960376483442703,2
32,alpha_tail_frac_0.2,mlp,6,8.00012722472402,2
32,alpha_tail_frac_0.2,mlp,7,8.003306833159046,2
32,alpha_tail_frac_0.2,mlp,8,7.969746629341085,2
32,alpha_tail_frac_0.2,mlp,9,8.003390360610247,2
32,alpha_tail_frac_0.2,mlp,10,8.00848862291451,2
32,alpha_tail_frac_0.2,mlp,11,7.986400058252256,2
32,alpha_tail_frac_0.2,mlp,12,8.012434854547369,2
32,alpha_tail_frac_0.2,mlp,13,7.973251096925345,2
32,alpha_tail_frac_0.2,mlp,14,7.9639574747250546,2
32,alpha_tail_frac_0.2,mlp,15,7.98780784581343,2
32,alpha_tail_frac_0.3,attention,0,4.0541889307006125,2
32,alpha_tail_frac_0.3,attention,1,4.067692918635056,2
32,alpha_tail_frac_0.3,attention,2,4.057610695671052,2
32,alpha_tail_frac_0.3,attention,3,4.0564674509732255,2
32,alpha_tail_frac_0.3,attention,4,4.0644667744381335,2
32,alpha_tail_frac_0.3,attention,5,4.062205984499954,2
32,alpha_tail_frac_0.3,attention,6,4.05632721391045,2
32,alpha_tail_frac_0.3,attention,7,4.06866080763721,2
32,alpha_tail_frac_0.3,attention,8,4.062390282234389,2
32,alpha_tail_frac_0.3,attention,9,4.065004401806712,2
32,alpha_tail_frac_0.3,attention,10,4.0637434320323855,2
32,alpha_tail_frac_0.3,attention,11,4.0672427688507184,2
32,alpha_tail_frac_0.3,attention,12,4.064312284644329,2
32,alpha_tail_frac_0.3,attention,13,4.063889115256456,2
32,alpha_tail_frac_0.3,attention,14,4.058084800677856,2
32,alpha_tail_frac_0.3,attention,15,4.061918995306973,2
32,alpha_tail_frac_0.3,mlp,0,5.769793599327801,2
32,alpha_tail_frac_0.3,mlp,1,5.782301065020754,2
32,alpha_tail_frac_0.3,mlp,2,5.780430088058724,2
32,alpha_tail_frac_0.3,mlp,3,5.778379232738795,2
32,alpha_tail_frac_0.3,mlp,4,5.774599608200394,2
32,alpha_tail_frac_0.3,mlp,5,5.767798572893268,2
32,alpha_tail_frac_0.3,mlp,6,5.779589565038382,2
32,alpha_tail_frac_0.3,mlp,7,5.784979326427036,2
32,alpha_tail_frac_0.3,mlp,8,5.76952579921085,2
32,alpha_tail_frac_0.3,mlp,9,5.780613095934427,2
32,alpha_tail_frac_0.3,mlp,10,5.788900041516728,2
32,alpha_tail_frac_0.3,mlp,11,5.773492819818081,2
32,alpha_tail_frac_0.3,mlp,12,5.786158057589638,2
32,alpha_tail_frac_0.3,mlp,13,5.775060440786746,2
