step_num,indicator,mean_value,std_value,n
1,alpha_tail_frac_0.2,6.856343577520449,1.479412140997519,64
1,alpha_tail_frac_0.3,4.919540639128474,1.1243570740006823,64
1,alpha_tail_frac_0.5,3.076994501336532,0.7879795676929262,64
1,cols,3584.0,2681.4614352198746,64
1,effective_rank,1889.7918959615251,140.87348020549288,64
1,frobenius_norm,30.95416634556071,22.89762718975218,64
1,mean_singular_value,0.6550834756957828,0.4912840405913966,64
1,median_eigenvalue,0.6500066940260575,0.6375072539963968,64
1,mp_edge,14.502286404179777,21.440988662594346,64
1,mp_outliers_x1,0.078125,0.270489708750042,64
1,mp_outliers_x1.1,0.0,0.0,64
1,mp_outliers_x1.25,0.0,0.0,64
1,nuclear_norm,1341.6109582249633,1006.1497151311802,64
1,num_singular_values,2048.0,0.0,64
1,rows,4608.0,2681.461435219874,64
1,spectral_norm,1.0610267769079655,0.758634470797326,64
1,stable_rank,791.6196644685531,165.43033121797092,64
1,subspace_stability_topk,0.9999306229874492,0.0005192350046597926,64
2,alpha_tail_frac_0.2,6.856153181134652,1.4793476891034116,64
2,alpha_tail_frac_0.3,4.919567212963013,1.1243608178471203,64
2,alpha_tail_frac_0.5,3.077007211953638,0.787989032203745,64
2,cols,3584.0,2681.4614352198746,64
2,effective_rank,1889.792185719375,140.87348706219998,64
2,frobenius_norm,30.954227870835314,22.897663963540467,64
2,mean_singular_value,0.6550848690086943,0.491284858878956,64
2,median_eigenvalue,0.6500168063783766,0.6375183642034847,64
2,mp_edge,14.502635817442659,21.44153867252684,64
2,mp_outliers_x1,0.078125,0.270489708750042,64
2,mp_outliers_x1.1,0.0,0.0,64
2,mp_outliers_x1.25,0.0,0.0,64
2,nuclear_norm,1341.6138117298062,1006.1513909841018,64
2,num_singular_values,2048.0,0.0,64
2,rows,4608.0,2681.461435219874,64
2,spectral_norm,1.061030602781102,0.7586363879982515,64
2,stable_rank,791.6162245546568,165.43676841435362,64
2,subspace_stability_topk,0.9999148529022932,0.0005122117820916347,64
4,alpha_tail_frac_0.2,6.856265690992775,1.4793347181686545,64
4,alpha_tail_frac_0.3,4.9195563000733955,1.1243679906766755,64
4,alpha_tail_frac_0.5,3.077026099032196,0.7880027697866399,64
4,cols,3584.0,2681.4614352198746,64
4,effective_rank,1889.7921877745578,140.8730313488569,64
4,frobenius_norm,30.954230030430747,22.897671064917223,64
4,mean_singular_value,0.6550848649163832,0.4912850229116327,64
4,median_eigenvalue,0.6500119217058633,0.6375119700189273,64
4,mp_edge,14.50222837530493,21.440856132928342,64
4,mp_outliers_x1,0.078125,0.270489708750042,64
4,mp_outliers_x1.1,0.0,0.0,64
4,mp_outliers_x1.25,0.0,0.0,64
4,nuclear_norm,1341.6138033487528,1006.1517269230236,64
4,num_singular_values,2048.0,0.0,64
4,rows,4608.0,2681.461435219874,64
4,spectral_norm,1.0610375041142106,0.7586387818951349,64
4,stable_rank,791.6020738741323,165.4451155550827,64
4,subspace_stability_topk,0.9999013599008322,0.0005105622747278902,64
8,alpha_tail_frac_0.2,6.856230285718402,1.479343030182829,64
8,alpha_tail_frac_0.3,4.919526401491571,1.1244066418827445,64
8,alpha_tail_frac_0.5,3.077006297382624,0.787971834682998,64
8,cols,3584.0,2681.4614352198746,64
8,effective_rank,1889.7924033662207,140.87253259821549,64
8,frobenius_norm,30.954226496694474,22.89766954081838,64
8,mean_singular_value,0.6550848405896201,0.49128499229275574,64
8,median_eigenvalue,0.650010724813431,0.6375092464104756,64
8,mp_edge,14.502193114108927,21.44079747475234,64
8,mp_outliers_x1,0.078125,0.270489708750042,64
8,mp_outliers_x1.1,0.0,0.0,64
8,mp_outliers_x1.25,0.0,0.0,64
8,nuclear_norm,1341.613753527542,1006.1516642155636,64
8,num_singular_values,2048.0,0.0,64
8,rows,4608.0,2681.461435219874,64
8,spectral_norm,1.0610365301836282,0.7586375373141366,64
8,stable_rank,791.6008483002232,165.4413365322114,64
8,subspace_stability_topk,0.9998989226296544,0.0005186979527764265,64
16,alpha_tail_frac_0.2,6.8562325989106805,1.479338435620928,64
16,alpha_tail_frac_0.3,4.9195570398901225,1.124435711602985,64
16,alpha_tail_frac_0.5,3.0770107076838897,0.7879910254504225,64
16,cols,3584.0,2681.4614352198746,64
16,effective_rank,1889.7916843927562,140.8736823549787,64
16,frobenius_norm,30.954270638064095,22.897666549236657,64
16,mean_singular_value,0.6550856849457979,0.4912849599006529,64
16,median_eigenvalue,0.6500121529281265,0.6375141798133124,64
16,mp_edge,14.501967095755205,21.440394476297115,64
16,mp_outliers_x1,0.078125,0.270489708750042,64
16,mp_outliers_x1.1,0.0,0.0,64
16,mp_outliers_x1.25,0.0,0.0,64
16,nuclear_norm,1341.615482768994,1006.1515978765373,64
16,num_singular_values,2048.0,0.0,64
16,rows,4608.0,2681.461435219874,64
16,spectral_norm,1.0610396321862936,0.7586366831909016,64
16,stable_rank,791.5954050124461,165.4362418968576,64
16,subspace_stability_topk,0.9998466745018959,0.0004813977348905673,64
32,alpha_tail_frac_0.2,6.856156023790118,1.4790692530282503,64
32,alpha_tail_frac_0.3,4.919532235848607,1.12438823037806,64
32,alpha_tail_frac_0.5,3.076964716554188,0.7879612403783894,64
32,cols,3584.0,2681.4614352198746,64
32,effective_rank,1889.7909967859455,140.8723174880988,64
32,frobenius_norm,30.954345995586678,22.89730250417319,64
32,mean_singular_value,0.6550870337652522,0.4912775724348651,64
32,median_eigenvalue,0.6500091665445026,0.6375050404799791,64
32,mp_edge,14.502598388047417,21.44151596355271,64
32,mp_outliers_x1,0.078125,0.270489708750042,64
32,mp_outliers_x1.1,0.0,0.0,64
32,mp_outliers_x1.25,0.0,0.0,64
32,nuclear_norm,1341.6182451512366,1006.1364683466037,64
32,num_singular_values,2048.0,0.0,64
32,rows,4608.0,2681.461435219874,64
32,spectral_norm,1.061055916827172,0.7586242046310955,64
32,stable_rank,791.5588148873352,165.43174487547282,64
32,subspace_stability_topk,0.9985136985778809,0.0049607224743425955,64
64,alpha_tail_frac_0.2,6.8546856493282355,1.4783171035407234,64
64,alpha_tail_frac_0.3,4.918748673867087,1.124002632396067,64
64,alpha_tail_frac_0.5,3.076665061041197,0.7877694662563259,64
64,cols,3584.0,2681.4614352198746,64
64,effective_rank,1889.7822979686066,140.87371680849364,64
64,frobenius_norm,30.95525522075022,22.89624091459944,64
64,mean_singular_value,0.6551051345495338,0.49125658131847594,64
64,median_eigenvalue,0.6500009058687444,0.6374886843323004,64
64,mp_edge,14.506961471234302,21.449183370961144,64
64,mp_outliers_x1,0.125,0.3333333333333333,64
64,mp_outliers_x1.1,0.0,0.0,64
64,mp_outliers_x1.25,0.0,0.0,64
64,nuclear_norm,1341.6553155574452,1006.0934785402386,64
64,num_singular_values,2048.0,0.0,64
64,rows,4608.0,2681.461435219874,64
64,spectral_norm,1.0611651316285133,0.758535585632723,64
64,stable_rank,791.2427101861133,165.35295407748444,64
64,subspace_stability_topk,0.992880679666996,0.015467673813703254,64
128,alpha_tail_frac_0.2,6.848200075081271,1.4760595005562307,64
128,alpha_tail_frac_0.3,4.916024295036024,1.1229766196610471,64
128,alpha_tail_frac_0.5,3.0757824715972313,0.7873142435412342,64
128,cols,3584.0,2681.4614352198746,64
128,effective_rank,1889.7346326092443,140.88974553740468,64
128,frobenius_norm,30.960478954076148,22.895322087855543,64
128,mean_singular_value,0.6552062288959374,0.49123804167609414,64
128,median_eigenvalue,0.6500676043139095,0.6374942145993283,64
128,mp_edge,14.51676600892206,21.465838218906153,64
128,mp_outliers_x1,0.328125,0.5056721913249385,64
128,mp_outliers_x1.1,0.015625,0.125,64
128,mp_outliers_x1.25,0.0,0.0,64
128,nuclear_norm,1341.8623567788798,1006.0555093526408,64
128,num_singular_values,2048.0,0.0,64
128,rows,4608.0,2681.461435219874,64
128,spectral_norm,1.0638507413677871,0.7581483003535137,64
128,stable_rank,783.9818989360432,164.15588461839454,64
128,subspace_stability_topk,0.9655188638716936,0.04507503870673834,64
256,alpha_tail_frac_0.2,6.772748039676997,1.4832058382681825,64
256,alpha_tail_frac_0.3,4.897896278924956,1.1214534513445604,64
256,alpha_tail_frac_0.5,3.073657307723749,0.7858327009073783,64
256,cols,3584.0,2681.4614352198746,64
256,effective_rank,1889.3700248685934,141.1542132927932,64
256,frobenius_norm,30.981998759913573,22.891831452011754,64
256,mean_singular_value,0.6555672395305875,0.4911398451701791,64
256,median_eigenvalue,0.6502432567872544,0.6374682019381455,64
256,mp_edge,14.560192660427283,21.540553614974527,64
256,mp_outliers_x1,1.234375,1.2816431355818696,64
256,mp_outliers_x1.1,0.390625,0.6328867473100026,64
256,mp_outliers_x1.25,0.234375,0.495765801723687,64
256,nuclear_norm,1342.6017065586432,1005.8544029085266,64
256,num_singular_values,2048.0,0.0,64
256,rows,4608.0,2681.461435219874,64
256,spectral_norm,1.1846779477782547,0.8733715177194273,64
256,stable_rank,685.4397168052215,219.53059010808684,64
256,subspace_stability_topk,0.8488672352395952,0.11964642251452426,64
512,alpha_tail_frac_0.2,6.126161134652484,1.604478306422084,64
512,alpha_tail_frac_0.3,4.6759343813378464,1.137926322580614,64
512,alpha_tail_frac_0.5,3.0315303766128783,0.7780570682486789,64
512,cols,3584.0,2681.4614352198746,64
512,effective_rank,1885.7343787208608,144.8138019657141,64
512,frobenius_norm,31.11958599352591,22.820846611113474,64
512,mean_singular_value,0.6578680560527765,0.48984742153409927,64
512,median_eigenvalue,0.650974800633521,0.637084674446459,64
512,mp_edge,14.902387873817654,22.13580355782587,64
512,mp_outliers_x1,8.453125,10.560377710146184,64
512,mp_outliers_x1.1,3.46875,4.457804819585959,64
512,mp_outliers_x1.25,1.484375,2.1380319351112496,64
512,nuclear_norm,1347.3137787960864,1003.2075193018352,64
512,num_singular_values,2048.0,0.0,64
512,rows,4608.0,2681.461435219874,64
512,spectral_norm,1.4169608927331865,1.0237677833265475,64
512,stable_rank,485.1127665741386,248.90221808115746,64
512,subspace_stability_topk,0.5594489411450922,0.2163138124374722,64
1000,alpha_tail_frac_0.2,3.9641045815519087,1.5396049813224815,64
1000,alpha_tail_frac_0.3,3.5257737687696076,1.2568827985948547,64
1000,alpha_tail_frac_0.5,2.631821000607332,0.8035605804792044,64
1000,cols,3584.0,2681.4614352198746,64
1000,effective_rank,1857.5648332744834,170.68291982031647,64
1000,frobenius_norm,32.12749620365198,22.366794002051268,64
1000,mean_singular_value,0.6741861363975783,0.4826262597415193,64
1000,median_eigenvalue,0.6588463702690671,0.6395535506579226,64
1000,mp_edge,16.810304841622518,25.467028888715898,64
1000,mp_outliers_x1,49.734375,63.714951071780355,64
