model,break_step,aic,rss,params
segmented_logstep,3000,-67.60522341878297,140.314369720331,"[np.float64(-1.781624897574206), np.float64(0.6900081526007033), np.float64(-0.9174876306096531)]"
segmented_logstep,2000,-67.47254639990177,140.40656084623728,"[np.float64(-1.8080132501169084), np.float64(0.7250829904365546), np.float64(-0.8984371348438913)]"
segmented_logstep,4000,-67.08916104757192,140.67329814431542,"[np.float64(-1.759899877580685), np.float64(0.6643875761027311), np.float64(-0.9300585479373499)]"
segmented_logstep,1400,-66.49604667241492,141.08695144708042,"[np.float64(-1.8265964073361471), np.float64(0.7544342628484312), np.float64(-0.880388975543542)]"
segmented_logstep,1000,-65.1160609270478,142.05410268219654,"[np.float64(-1.83684901808442), np.float64(0.775244435755401), np.float64(-0.8493690818233219)]"
segmented_logstep,8000,-64.29833456060364,142.63032457421258,"[np.float64(-1.7053920160272766), np.float64(0.6085307638493433), np.float64(-0.9872798569826691)]"
segmented_logstep,512,-60.30138433715001,145.48064045471023,"[np.float64(-1.838122636198284), np.float64(0.8029982665582416), np.float64(-0.7736400352950472)]"
monotone_logstep,,-40.14597271049459,162.34493142988623,"[np.float64(-1.4537358073805724), np.float64(0.4378614769287378)]"
constant,,62.52925687139353,272.5760026146863,[np.float64(-0.1233082935704259)]
