arm,seed,inject_checkpoint,endpoint_checkpoint,matrix,delta_p,delta_cos,drift_norm,delta_norm,relative_drift_norm,t_cont,phase
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.attention.query_key_value.weight,1.0,1.0,0.0018014206703520583,0.0018014206703520583,5.960658127820473e-05,0,snapshot_0
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.attention.dense.weight,1.0,1.0,0.0010746899868775818,0.0010746899868775818,0.00021324196706283321,0,snapshot_0
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.mlp.dense_h_to_4h.weight,1.0,1.0,0.002204365113874028,0.002204365113874028,6.40017969569218e-05,0,snapshot_0
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.mlp.dense_4h_to_h.weight,1.0,1.0,0.002253634615568897,0.002253634615568897,0.00022518980845102318,0,snapshot_0
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.attention.query_key_value.weight,1.0,1.0,0.0017426401955484578,0.0017426401955484578,5.685018106367409e-05,0,snapshot_0
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.attention.dense.weight,1.0,1.0,0.001088157021827918,0.001088157021827918,0.00023049196795174262,0,snapshot_0
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.mlp.dense_h_to_4h.weight,1.0,1.0,0.0021879913967443885,0.0021879913967443885,6.21949861032999e-05,0,snapshot_0
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.mlp.dense_4h_to_h.weight,1.0,1.0,0.002255911001610941,0.002255911001610941,0.00021650408008235938,0,snapshot_0
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.attention.query_key_value.weight,1.0023360843509954,0.6891467726282222,0.0026200934441054403,0.0018014206703520583,8.669535961416522e-05,5,snapshot_5
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.attention.dense.weight,1.0026200096209092,0.6987322226705063,0.0015420867251041373,0.0010746899868775818,0.00030598368893163116,5,snapshot_5
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.mlp.dense_h_to_4h.weight,1.0017126867592216,0.7105350760963622,0.0031077149814312385,0.002204365113874028,9.022976365834128e-05,5,snapshot_5
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.mlp.dense_4h_to_h.weight,1.0068031206554906,0.7158172460713518,0.003169756493329632,0.002253634615568897,0.0003167314047441977,5,snapshot_5
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.attention.query_key_value.weight,0.9871486635372285,0.6727930332285055,0.0025568709173563265,0.0017426401955484578,8.34128439017219e-05,5,snapshot_5
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.attention.dense.weight,1.0065346957868249,0.7019459808409755,0.001560330604958605,0.001088157021827918,0.0003305071460992845,5,snapshot_5
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.mlp.dense_h_to_4h.weight,1.0090318614343259,0.7051560268471144,0.003130871676344541,0.0021879913967443885,8.899693147386383e-05,5,snapshot_5
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.mlp.dense_4h_to_h.weight,1.0075206916194752,0.715820871699291,0.0031752036053090266,0.002255911001610941,0.0003047303440387139,5,snapshot_5
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.attention.query_key_value.weight,1.021111221115383,0.42740752544681065,0.004303739992698363,0.0018014206703520583,0.00014240495398828767,10,snapshot_10
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.attention.dense.weight,1.0005444367589604,0.43359657990570183,0.0024798975301990956,0.0010746899868775818,0.0004920658365770693,10,snapshot_10
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.mlp.dense_h_to_4h.weight,1.0032025492370538,0.44599610757071095,0.004958394623067512,0.002204365113874028,0.00014396261485927098,10,snapshot_10
in_window_carried,0,step1000,step2000,gpt_neox.layers.0.mlp.dense_4h_to_h.weight,1.0168651242224707,0.4518685071187283,0.005071480767546384,0.002253634615568897,0.0005067572954005791,10,snapshot_10
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.attention.query_key_value.weight,0.9839137793487779,0.3943107039697987,0.004348367121625242,0.0017426401955484578,0.00014185685537795127,10,snapshot_10
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.attention.dense.weight,1.0155074328912157,0.43366489779064027,0.0025481231002295554,0.001088157021827918,0.0005397400339967528,10,snapshot_10
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.mlp.dense_h_to_4h.weight,1.0210656042452275,0.43619250827478,0.005121781587758965,0.0021879913967443885,0.00014558975649940387,10,snapshot_10
in_window_carried,0,step1000,step2000,gpt_neox.layers.1.mlp.dense_4h_to_h.weight,1.0156496330797842,0.4498185799997778,0.0050936428216191805,0.002255911001610941,0.0004888466134414305,10,snapshot_10
