arm,seed,inject_checkpoint,endpoint_checkpoint,t_cont,phase,lm_loss,delta_p_global,delta_cos_global,delta_norm_global,drift_norm_global,timestamp
in_window_carried,0,step1000,step2000,0,snapshot_0,4.635175943374634,1.0,1.0,0.0053324938715326375,0.0053324938715326375,1780764651.904164
in_window_carried,0,step1000,step2000,5,snapshot_5,4.633119821548462,1.0036469995990704,0.7039307044725134,0.0053324938715326375,0.007602937960426957,1780764660.8146048
in_window_carried,0,step1000,step2000,10,snapshot_10,4.629101037979126,1.0112660971596161,0.43659636819553754,0.0053324938715326375,0.012351385990405724,1780764669.69878
