step,geometry_value,durability
0,,-1.369158997833184
1,0.9999516556660334,-1.369158997833184
2,0.999948484202226,-1.3678688875229672
4,0.9999486419061819,-1.3165047418441962
8,0.9999453251560529,-1.176740124662275
16,0.9998653742174307,-1.4437796907340226
32,0.998146985967954,-3.7130402789487738
64,0.9905893541872501,-0.5684498951333748
128,0.9474169040719668,0.3421065695226609
256,0.869118812183539,0.55321942165077
512,0.6896830021093289,0.6050486088843048
1000,0.577214186390241,0.7551208969297949
2000,0.6478096979359785,0.6709772141678572
3000,0.879904263963302,0.6323729454950568
4000,0.9393584604064623,0.5934155450716915
5000,0.9597194182376066,0.5350214771779809
6000,0.9640041788419088,0.5076708654052509
7000,0.9745169567565123,0.573750663246247
8000,0.9802455926934878,0.4585765428783638
9000,0.9827434023221334,0.4928811156514125
10000,0.9838583581149578,0.496678468892529
11000,0.9861566387116909,
12000,0.9848366752266884,
13000,0.9849948287010193,0.4423194539903443
14000,0.9841457158327103,
15000,0.9870742385586103,
16000,0.9901065441469351,0.4387083692483636
17000,0.9904243225852648,
18000,0.9919009792308012,
19000,0.9884304826458296,
20000,0.9895557053387165,
21000,0.9879849217832088,
22000,0.9890252662201723,
23000,0.989694411555926,0.4017635424588828
24000,0.9923588956395785,
25000,0.98865153764685,
26000,0.9891573712229729,
27000,0.9887805307904879,
28000,0.9932707448800405,
29000,0.9918420761823654,
30000,0.9924762149651846,
31000,0.9936209358274937,
32000,0.9921722250680128,0.3931970865799883
33000,0.9900906545420488,
34000,0.9872566796839237,
35000,0.9932370570798715,
36000,0.9914565632740656,
37000,0.9945474502940973,
38000,0.9908916018903255,
39000,0.9932815668483576,
40000,0.9941151328384876,
41000,0.9921188640097777,
42000,0.9924535801013311,
43000,0.9931249730288982,
44000,0.9938795678317547,0.3331424522172505
45000,0.9949571477870146,
46000,0.9944642061988512,
47000,0.9951360312600931,
48000,0.993986614048481,
49000,0.9941064665714899,
50000,0.9939997593561808,
51000,0.9882280267775059,
52000,0.9911518680552641,
53000,0.9944337122142315,
54000,0.9947053988774618,
55000,0.9920589625835419,
56000,0.9944643390675386,
57000,0.9935879930853844,
58000,0.9936144948005676,
59000,0.9933991332848867,
60000,0.9955709589024385,
61000,0.9964909081657728,
62000,0.9954134896397591,
63000,0.9901096485555172,
64000,0.995715070515871,0.334212892793692
65000,0.9953823598722616,
66000,0.9964491551121076,
67000,0.9965436557928721,
68000,0.9960316978394985,
69000,0.9961745614806811,
70000,0.9960466486712297,
71000,0.9950868437687556,
72000,0.9931821363667647,
73000,0.9964727809031805,
74000,0.9924764968454838,
75000,0.9960297544797262,
76000,0.9970980770885944,
77000,0.9960896968841553,
78000,0.9962400371829668,
79000,0.9952520653605461,
80000,0.9968398784597715,
81000,0.9967972574134668,
82000,0.9961498379707336,
83000,0.9976919169227282,
84000,0.9970510577162107,
85000,0.9927947248021761,
86000,0.9966712283591429,
87000,0.9963336934645971,
88000,0.9959528880814711,
89000,0.9954940316577753,0.2759071222837356
90000,0.9951624274253845,
91000,0.9960648007690907,
92000,0.9972980916500092,
93000,0.9944620405634245,
94000,0.9955415042738119,
95000,0.9911404612163702,
96000,0.9964727846284708,
97000,0.9970288847883543,
98000,0.9978628431757292,
99000,0.9980403942366441,
100000,0.9977385525902113,0.277445850747484
101000,0.9971937996645769,
102000,0.9984129158159097,
103000,0.9982458911836147,
104000,0.9962061159312725,
105000,0.99588310221831,
106000,0.997474138935407,
107000,0.9940897710621357,
108000,0.9963160442809263,
109000,0.997403567035993,
110000,0.998225691417853,0.2394774740398283
111000,0.9983952082693577,
112000,0.9977748741706213,
113000,0.9982869103550911,
114000,0.9948432768384615,
115000,0.9973890259861946,
116000,0.998981811106205,
117000,0.9984834976494312,
118000,0.9978182278573513,
119000,0.9969226469596227,
120000,0.9967116229236126,
121000,0.9970019596318404,
122000,0.9963932273288568,
123000,0.9984832145273685,
124000,0.9981327218314012,
125000,0.9983646186689535,
126000,0.9982025238374869,
127000,0.9980385800202688,
128000,0.9979963973164558,0.2113185000651021
129000,0.9986981625358263,
130000,0.9980437333385149,
131000,0.9979030812780062,
132000,0.9978910448650519,
133000,0.996408694734176,
134000,0.9984657391905785,
135000,0.9988070589800676,
136000,0.9991524989406267,
137000,0.999210757513841,
138000,0.9991032121082147,
139000,0.9990149574975172,
140000,0.9992338332037131,
141000,0.9991459163526694,
142000,0.9992800032099088,
143000,0.9991646135846773,0.2430986729016662
