experiment_id,model,stage,step,seed,timestamp,n_items,n_probe,n_train_texts,base_probe_mean_margin,base_probe_accuracy,base_probe_mean_nll,base_control_mean_margin,base_control_accuracy,post_injection_mean_margin,post_injection_accuracy,post_injection_mean_nll,uptake,uptake_accuracy_delta,injection_train_steps,injection_final_loss,post_continuation_mean_margin,post_continuation_accuracy,post_continuation_mean_nll,normalized_retention_margin,normalized_retention_accuracy,continuation_train_steps,continuation_final_loss,k_star_accuracy_threshold,degradation_auc_accuracy,degradation_auc_margin,degradation_final_accuracy,degradation_final_margin,step_num
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-07T13:58:56+0000,300,200,900,-1.2751419377326965,0.28,8.03903291940689,-1.277317831516266,0.29,0.9790926113724708,0.745,2.7130109241604803,2.2542345491051674,0.4649999999999999,600,0.4924144744873047,-0.2962228775024414,0.475,5.182254296541214,0.4342578551193101,0.4193548387096773,500,3.324736356735229,109.17647058823532,132.42000000000002,3.2441561189293893,0.435,-0.2971194148063659,8000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,1,2026-06-07T14:01:31+0000,300,200,900,-1.3309497690200809,0.28,8.031489671468735,-1.3678430032730102,0.27,1.059768551439047,0.755,2.649917127639055,2.390718320459128,0.475,600,0.6277278661727905,-0.1996391952037811,0.405,5.172068461179733,0.4732094802364823,0.2631578947368421,500,3.327270984649658,201.14285714285708,143.45999999999998,44.01861130237579,0.47,-0.1972634208202362,8000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step8000,8000,2,2026-06-07T14:04:05+0000,300,200,900,-1.2870575630664824,0.23,7.92994726061821,-1.2817229425907135,0.305,0.8230549053661526,0.725,2.924786896873265,2.110112468432635,0.495,600,0.5792028903961182,-0.2940650700032711,0.44,5.32426380738616,0.4705874724302225,0.4242424242424242,500,3.331601619720459,60.30769230769231,127.21,-27.62000571046024,0.43,-0.3381304404139518,8000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step9000,9000,0,2026-06-07T14:06:42+0000,300,200,900,-1.348885591030121,0.26,7.861004092693329,-1.2824147820472718,0.265,0.670950063765049,0.695,2.7489731833338737,2.0198356547951697,0.4349999999999999,600,0.4934646189212799,-0.4655353963375092,0.435,5.213002799749375,0.4373376579403891,0.4022988505747126,500,3.322816610336304,58.85714285714285,122.62,-33.50495112478733,0.405,-0.3776033037900925,9000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step9000,9000,1,2026-06-07T14:09:17+0000,300,200,900,-1.3461650705337525,0.28,7.845947937965393,-1.4384848177433014,0.245,0.9777398250997068,0.75,2.650314437896013,2.323904895633459,0.47,600,0.6293707489967346,-0.172129111289978,0.44,5.091684548854828,0.5051996583206779,0.3404255319148936,500,3.3195786476135254,107.63636363636364,131.41,8.323223954439161,0.415,-0.3392987626791,9000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step9000,9000,2,2026-06-07T14:11:50+0000,300,200,900,-1.3129687798023224,0.225,7.755130900144577,-1.2099350273609162,0.32,0.6971593995019794,0.665,2.92435853946954,2.010128179304302,0.44,600,0.5699816346168518,-0.3005841282010078,0.44,5.254612284004688,0.5036418383785343,0.4886363636363636,500,3.3202168941497803,55.77142857142857,124.12,-24.47756148848683,0.435,-0.2560821950435638,9000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step10000,10000,0,2026-06-07T14:14:29+0000,300,200,900,-1.2271140038967132,0.31,7.879560151100159,-1.2375153946876525,0.29,0.965702932626009,0.735,2.664382411688566,2.192816936522722,0.425,600,0.4937625527381897,-0.3259410560131073,0.465,5.212298972606659,0.410965882684511,0.3647058823529412,500,3.2722280025482178,78.76923076923077,125.69,-16.587109581530097,0.38,-0.3940838158130645,10000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step10000,10000,1,2026-06-07T14:17:06+0000,300,200,900,-1.2921642911434177,0.3,7.9086195302009585,-1.314748078584671,0.295,0.9715618024766444,0.73,2.802931124716997,2.263726093620062,0.43,600,0.6295280456542969,-0.1092548644542694,0.465,5.179199904203415,0.522549715720017,0.3837209302325582,500,3.274057388305664,121.60000000000008,133.72,1.014283027052883,0.465,-0.2621840816736221,10000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step10000,10000,2,2026-06-07T14:19:44+0000,300,200,900,-1.334920064508915,0.245,7.814181442558765,-1.2035044360160827,0.31,0.6065329448506236,0.655,3.0041982908919453,1.9414530093595384,0.41,600,0.5691816210746765,-0.2493335643410682,0.44,5.2096216586232185,0.5591618725430642,0.4756097560975609,500,3.2755422592163086,55.52941176470587,126.32999999999998,-29.730559179633858,0.465,-0.282646419107914,10000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step13000,13000,0,2026-06-07T14:22:20+0000,300,200,900,-1.253135404586792,0.285,8.003404690027237,-1.3192535495758058,0.26,0.9946055960655212,0.73,2.745351458787918,2.2477410006523133,0.445,600,0.4911499619483948,-0.3811406171321869,0.425,5.400851349830628,0.3879427332604356,0.3146067415730337,500,3.249165773391724,61.6,131.28,-6.554258165955545,0.465,-0.2161718240380287,13000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step13000,13000,1,2026-06-07T14:24:54+0000,300,200,900,-1.3079457557201386,0.295,7.912543799877167,-1.4489972138404843,0.25,0.8973084339499473,0.75,2.8346374985575675,2.205254189670086,0.455,600,0.6446582078933716,-0.2112694799900055,0.455,5.330912400484085,0.4973015269020756,0.3516483516483517,500,3.2489380836486816,62.85714285714285,130.61,10.9168164896965,0.445,-0.2321453309059143,13000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step13000,13000,2,2026-06-07T14:27:26+0000,300,200,900,-1.250945643186569,0.23,7.836302260160446,-1.2507331323623658,0.285,0.7295860447734595,0.665,3.073222670331597,1.9805316879600288,0.435,600,0.5808802843093872,-0.3688920530676842,0.41,5.515109828412533,0.4453620184322376,0.4137931034482757,500,3.249014377593994,64.0,127.33,-22.58661708764732,0.44,-0.2954284325242042,13000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step16000,16000,0,2026-06-07T14:30:05+0000,300,200,900,-1.2756629657745362,0.275,7.900898969173431,-1.306757869720459,0.275,0.6524280941486359,0.67,2.9542565619945527,1.928091059923172,0.395,600,0.5045647621154785,-0.491450709104538,0.445,5.43188677072525,0.4067298858287567,0.430379746835443,500,3.2190582752227783,45.05263157894737,109.67,-64.97091873586179,0.35,-0.4673017606139183,16000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step16000,16000,1,2026-06-07T14:32:39+0000,300,200,900,-1.2866046476364137,0.305,7.778443621397018,-1.4544293093681335,0.26,1.0169335743784904,0.76,2.6832514551281927,2.303538222014904,0.455,600,0.6312286257743835,-0.2694860422611236,0.465,5.168241076469421,0.4415462246967261,0.3516483516483517,500,3.2175540924072266,149.33333333333337,136.70999999999998,14.615804816186426,0.45,-0.2787894597649574,16000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step16000,16000,2,2026-06-07T14:35:13+0000,300,200,900,-1.3161513048410416,0.2,7.755830982327462,-1.2794422793388367,0.3,0.6597640283592046,0.66,2.970054607819766,1.975915333200246,0.46,600,0.5608015060424805,-0.4732256612181663,0.385,5.425987732112407,0.426600082230067,0.4021739130434782,500,3.219099521636963,58.94736842105263,123.18999999999998,-34.727377012781794,0.42,-0.3018431505560875,16000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step23000,23000,0,2026-06-07T14:37:55+0000,300,200,900,-1.3756039679050445,0.29,8.032431645393372,-1.340202202796936,0.27,1.189343872219324,0.79,2.406957093924284,2.5649478401243684,0.5,600,0.513431191444397,-0.4391347324848175,0.455,5.4148523187637325,0.365102642935156,0.33,500,3.18893837928772,58.46153846153845,127.44,-40.108952152431016,0.43,-0.487028015255928,23000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step23000,23000,1,2026-06-07T14:40:31+0000,300,200,900,-1.199396755695343,0.275,7.8828553557395935,-1.4452200400829316,0.235,1.0581218196451665,0.79,2.548173405975104,2.2575185753405096,0.515,600,0.6337839365005493,-0.1922151792049408,0.455,5.245841637849808,0.4461454215669013,0.3495145631067961,500,3.1886610984802246,97.39130434782612,130.05,-1.1673986110091192,0.405,-0.3406360924243927,23000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step23000,23000,2,2026-06-07T14:43:08+0000,300,200,900,-1.1868568354845046,0.245,7.755209878087044,-1.3231328010559082,0.25,0.9485786504298448,0.725,2.9342834173887966,2.1354354859143494,0.48,600,0.5696736574172974,-0.3283116221427917,0.41,5.382557048797607,0.4020468981642409,0.3437499999999999,500,3.187527894973755,151.27272727272725,135.28,7.018511376678937,0.47,-0.2789119198918343,23000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step32000,32000,0,2026-06-07T14:45:47+0000,300,200,900,-1.3620288038253785,0.245,8.01851318359375,-1.402652564048767,0.27,0.7329057140648365,0.72,2.7880631797015667,2.094934517890215,0.475,600,0.5015048980712891,-0.5801663029193879,0.41,5.545897763967514,0.3732157230830277,0.3473684210526315,500,3.187288761138916,53.56521739130435,121.32,-54.28562202066183,0.415,-0.4336666226387023,32000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step32000,32000,1,2026-06-07T14:48:24+0000,300,200,900,-1.3951078295707702,0.215,7.944149739742279,-1.4599721097946168,0.24,0.8425928138196468,0.73,2.6796701468527315,2.2377006433904167,0.515,600,0.6279478073120117,-0.3857776433229446,0.41,5.396091859936714,0.451056842312274,0.378640776699029,500,3.181741237640381,64.0,122.39,-29.506327982544903,0.37,-0.4333024048805237,32000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step32000,32000,2,2026-06-07T14:50:58+0000,300,200,900,-1.2665602442622186,0.25,7.827432193458081,-1.3619926428794862,0.235,1.0177630144078285,0.745,2.780823663501069,2.284323258670047,0.495,600,0.5513513684272766,-0.403818624317646,0.415,5.468098870813846,0.3776793046562369,0.3333333333333333,500,3.1816563606262207,136.00000000000003,134.65,4.311016800049689,0.425,-0.3353606104850769,32000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step44000,44000,0,2026-06-07T14:53:42+0000,300,200,900,-1.3185651779174803,0.245,8.065468573570252,-1.2628627061843871,0.26,1.3090855892002582,0.81,2.473492010682821,2.6276507671177387,0.5650000000000001,600,0.5416712164878845,-0.4919959127902985,0.4,5.659982067346573,0.3145658759036092,0.2743362831858407,500,3.153035879135132,97.39130434782612,132.48000000000002,-4.700795597434045,0.405,-0.3605609795451164,44000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step44000,44000,1,2026-06-07T14:57:21+0000,300,200,900,-1.4091423392295837,0.25,8.06574508190155,-1.428669067621231,0.24,1.3804879501461982,0.805,2.450554606616497,2.789630289375782,0.555,600,0.6474994421005249,-0.3419497549533844,0.445,5.527189633846283,0.3825569962946589,0.3513513513513513,500,3.1484766006469727,102.40000000000003,135.65,-1.038402391821144,0.46,-0.3837531521916389,44000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step44000,44000,2,2026-06-07T14:59:55+0000,300,200,900,-1.2773063346743585,0.265,7.851658800542355,-1.22519402384758,0.295,1.3350225906074047,0.79,2.6430745877325537,2.612328925281763,0.525,600,0.5620518922805786,-0.3019984200596809,0.425,5.43612409979105,0.3733480516851383,0.3047619047619047,500,3.156116247177124,100.57142857142858,131.43,4.730725082457063,0.415,-0.3460672888159752,44000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step64000,64000,0,2026-06-07T15:02:36+0000,300,200,900,-1.48459965467453,0.255,8.182172334194183,-1.2618793165683746,0.26,2.059656341439113,0.905,1.9563132687751204,3.544255996113643,0.65,600,0.5953331589698792,-0.3361995077133178,0.48,5.302633130550385,0.3240172685665085,0.3461538461538461,500,3.147876977920532,152.6153846153846,141.26999999999998,37.27546110292897,0.395,-0.4307941311597824,64000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step64000,64000,1,2026-06-07T15:05:12+0000,300,200,900,-1.4289630842208862,0.26,8.121326422691345,-1.444124401807785,0.24,1.7116705967485906,0.835,2.212602504938841,3.1406336809694766,0.575,600,0.6393086910247803,-0.2458178162574768,0.47,5.130261427164077,0.3767218300983725,0.3652173913043477,500,3.1456544399261475,118.85714285714286,138.84,35.08927491553129,0.475,-0.2432846245169639,64000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step64000,64000,2,2026-06-07T15:07:46+0000,300,200,900,-1.2658838278055191,0.275,7.937802212834359,-1.3225087594985965,0.29,1.4171379085630178,0.83,2.323864807263017,2.683021736368537,0.5549999999999999,600,0.5661630034446716,-0.2972182494401931,0.475,5.364046478867531,0.3610353077781667,0.3603603603603603,500,3.1457836627960205,128.00000000000006,137.11,19.003733677119016,0.45,-0.2641307052969932,64000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step89000,89000,0,2026-06-07T15:11:39+0000,300,200,900,-1.3513960671424865,0.235,8.033266673088074,-1.2687499499320984,0.28,2.707572041992098,0.97,1.1587612221203745,4.058968109134584,0.735,600,0.5217332243919373,-0.1548729264736175,0.5,5.230997927188874,0.2947850558313405,0.3605442176870748,500,3.130540132522583,155.2,144.89,57.89289516959339,0.395,-0.4080923169851303,89000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step89000,89000,1,2026-06-07T15:15:22+0000,300,200,900,-1.311878983974457,0.26,7.943231627941132,-1.3976216316223145,0.215,2.5020976566150783,0.94,1.6530760164186358,3.813976640589535,0.6799999999999999,600,0.6625308394432068,-0.0495463454723358,0.525,5.005296732187271,0.3309754509421954,0.3897058823529412,500,3.126377820968628,62.90909090909091,140.82,40.3083949162066,0.465,-0.3307911360263824,89000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step89000,89000,2,2026-06-07T15:19:24+0000,300,200,900,-1.235287566781044,0.235,7.769347022175789,-1.2499368619918825,0.29,2.362499221516773,0.89,1.8807042301166803,3.597786788297817,0.655,600,0.6060864329338074,-0.1376125305891037,0.51,5.207349236607552,0.3050973003075793,0.4198473282442748,500,3.1373419761657715,131.20000000000005,139.18,33.270086778234685,0.435,-0.2483602094650268,89000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step100000,100000,0,2026-06-07T15:23:24+0000,300,200,900,-1.307212483882904,0.245,7.944558866024018,-1.277383224964142,0.285,3.0042836646875366,0.965,1.267390402094461,4.31149614857044,0.72,600,0.5318519473075867,-0.2876694345474243,0.495,5.314697842597962,0.2364708245590173,0.3472222222222222,500,3.148630142211914,119.741935483871,139.07,39.49424473102204,0.39,-0.4142786905169487,100000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step100000,100000,1,2026-06-07T15:26:51+0000,300,200,900,-1.3257199478149415,0.25,7.888929018974304,-1.3589102554321288,0.225,1.9560935335978864,0.85,2.053228514231741,3.2818134814128284,0.6,600,0.691912829875946,-0.1687798142433166,0.485,5.241331723928451,0.352530739520748,0.3916666666666666,500,3.149637460708618,103.7241379310345,133.57,19.74980573169887,0.385,-0.4733957353234291,100000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step100000,100000,2,2026-06-07T15:29:25+0000,300,200,900,-1.2753443253040313,0.245,7.771021667718887,-1.2015268039703368,0.305,1.62561300996691,0.805,2.194015604220331,2.900957335270941,0.56,600,0.5844612717628479,-0.2537933564186096,0.44,5.360490466356278,0.3521427069833178,0.3482142857142857,500,3.159374952316284,89.60000000000002,132.32999999999998,-8.931132627651102,0.435,-0.3881141912937164,100000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step110000,110000,0,2026-06-07T15:32:06+0000,300,200,900,-1.1026337778568267,0.27,7.794710350036621,-1.1434929037094117,0.27,2.9785370217339366,0.95,1.3819725857599403,4.081170799590764,0.6799999999999999,600,0.6245396137237549,-0.3848631131649017,0.45,5.665897504091263,0.1758737136813531,0.2647058823529412,500,3.264800310134888,102.40000000000003,130.56,23.47228839168908,0.34,-0.5297764551639557,110000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step110000,110000,1,2026-06-07T15:34:40+0000,300,200,900,-1.1546070075035095,0.3,7.820217576026916,-1.212741620540619,0.245,1.943671006639488,0.88,1.7668212579889222,3.098278014142997,0.5800000000000001,600,0.6948544979095459,-0.2755584466457367,0.475,5.3919159543514255,0.2837216533974995,0.3017241379310344,500,3.261606216430664,56.85106382978724,121.0,-40.63556007630192,0.37,-0.6614309757947922,110000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step110000,110000,2,2026-06-07T15:37:15+0000,300,200,900,-1.1075813049077987,0.255,7.682878186106682,-1.1022761642932892,0.34,2.358141919802874,0.86,1.886691982317716,3.465723224710673,0.605,600,0.6082138419151306,-0.2025770038366317,0.465,5.638901810050011,0.261129998673428,0.347107438016529,500,3.257227659225464,198.4,142.38,26.851081715486945,0.485,-0.2599736407399177,110000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step128000,128000,0,2026-06-07T15:39:53+0000,300,200,900,-1.1785365009307862,0.275,7.921638510227203,-1.1265154457092286,0.305,5.076907116259754,0.965,1.130099593762934,6.25544361719054,0.69,600,0.5826296806335449,-0.260584636926651,0.51,5.818314369916916,0.1467444869108113,0.3405797101449275,500,3.3778305053710938,130.7826086956522,140.58,79.94088246549961,0.425,-0.4480790147185325,128000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step128000,128000,1,2026-06-07T15:42:25+0000,300,200,900,-1.1289919996261597,0.275,7.831357610225678,-1.219543652534485,0.25,4.524852855419158,0.985,0.9138003317365656,5.6538448550453175,0.71,600,0.7248480319976807,0.4221560215950012,0.615,5.107104736566543,0.274352774260681,0.4788732394366197,500,3.4037930965423584,153.59999999999997,145.98,89.9697280283633,0.42,-0.3713094216585159,128000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step128000,128000,2,2026-06-07T15:44:57+0000,300,200,900,-1.1216746109724045,0.265,7.7995228999853135,-1.1118021559715272,0.315,3.4604201844870115,0.945,1.4991406878293492,4.582094795459416,0.6799999999999999,600,0.6558554172515869,-0.1201453226804733,0.435,5.772137079834938,0.2185745457043767,0.25,500,3.373907327651977,139.42857142857144,141.13,29.618552463627424,0.415,-0.436799002289772,128000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step143000,143000,0,2026-06-07T15:47:33+0000,300,200,900,-1.2561064064502716,0.24,7.906258521080017,-1.1961906123161317,0.265,5.581912232658797,0.99,0.5729244804168411,6.838018639109069,0.75,600,0.6318279504776001,0.2587927767634392,0.58,5.349186412394047,0.2215406630437451,0.4533333333333333,500,3.3360817432403564,194.06451612903223,151.07999999999998,71.06201461770893,0.45,-0.4810220235586166,143000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step143000,143000,1,2026-06-07T15:50:08+0000,300,200,900,-1.261992826461792,0.275,7.8798950576782225,-1.3799341464042665,0.215,5.263684836773027,0.985,0.6343333344740677,6.525677663234819,0.71,600,0.798698902130127,0.1392030924558639,0.54,5.354083748459816,0.2147203694739458,0.3732394366197183,500,3.3196468353271484,184.5581395348837,154.12,88.4610313186195,0.42,-0.5550076195597649,143000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step143000,143000,2,2026-06-07T15:52:42+0000,300,200,900,-1.242426456809044,0.245,7.825382787585259,-1.3006974720954896,0.295,3.645831446433877,0.93,1.65170945904174,4.88825790324292,0.685,600,0.6124632954597473,0.1260519021749496,0.575,5.837378944754601,0.2799521600683408,0.4817518248175181,500,3.3129146099090576,94.31578947368423,134.66,9.777988211932524,0.42,-0.4346228083968163,143000
