experiment_id,model,stage,step,seed,timestamp,n_items,n_probe,n_train_texts,base_probe_mean_margin,base_probe_accuracy,base_probe_mean_nll,base_control_mean_margin,base_control_accuracy,post_injection_mean_margin,post_injection_accuracy,post_injection_mean_nll,uptake,uptake_accuracy_delta,injection_train_steps,injection_final_loss,post_continuation_mean_margin,post_continuation_accuracy,post_continuation_mean_nll,normalized_retention_margin,normalized_retention_accuracy,continuation_train_steps,continuation_final_loss,k_star_accuracy_threshold,degradation_auc_accuracy,degradation_auc_margin,degradation_final_accuracy,degradation_final_margin,step_num
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step2,2,1,2026-06-07T11:57:01+0000,300,200,900,-0.4137525415420532,0.185,11.011840538978577,-0.4782140302658081,0.18,-0.191872968673706,0.48,4.573878849744797,0.2218795728683471,0.295,600,0.8947742581367493,-0.7890074539184571,0.25,8.260360724925995,-1.6912548889710657,0.2203389830508474,500,7.2324604988098145,0.0,97.22,-123.1583517742157,0.33,-0.5404669225215912,2
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step2,2,2,2026-06-07T11:59:41+0000,300,200,900,-0.4630411052703857,0.195,11.015009927749634,-0.4703633642196655,0.17,-0.0360072064399719,0.495,4.433546516895294,0.4270338988304138,0.3,600,0.7856773734092712,-0.6194183278083801,0.3,8.12583760023117,-0.3661939320655568,0.35,500,7.218782901763916,0.0,96.67,-105.4233687710762,0.385,-0.4302448225021362,2
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step4,4,0,2026-06-07T12:02:24+0000,300,200,900,-0.4475149059295654,0.225,11.036100950241089,-0.4092225694656372,0.205,-0.2528421926498413,0.415,5.090248906612397,0.1946727132797241,0.1899999999999999,600,0.7791627645492554,-0.7875409340858459,0.26,8.117651124000549,-1.7466547952598728,0.1842105263157895,500,7.2205634117126465,0.0,80.94,-180.93611498117448,0.31,-0.7122061789035797,4
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step4,4,1,2026-06-07T12:05:00+0000,300,200,900,-0.4144755125045776,0.19,11.004538898468018,-0.4849848222732544,0.19,-0.1907354640960693,0.48,4.573343331813812,0.2237400484085083,0.29,600,0.894456148147583,-0.790727550983429,0.25,8.259776344299317,-1.681648149963229,0.2068965517241379,500,7.23180627822876,0.0,97.22,-122.81669102430344,0.33,-0.5394681024551392,4
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step4,4,2,2026-06-07T12:07:36+0000,300,200,900,-0.469734764099121,0.2,11.011045880317688,-0.4716476917266846,0.185,-0.0375532722473144,0.495,4.444452131986618,0.4321814918518066,0.295,600,0.7856961488723755,-0.6187453746795655,0.295,8.124397292137147,-0.3447871169632122,0.3220338983050846,500,7.218664646148682,0.0,96.52,-105.54298896789552,0.385,-0.4309003973007202,4
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step8,8,0,2026-06-07T12:10:16+0000,300,200,900,-0.4713063430786133,0.175,11.00383505344391,-0.4296620368957519,0.205,-0.2582202875614166,0.41,5.116229691505432,0.2130860555171966,0.235,600,0.7791893482208252,-0.7900020265579224,0.265,8.115250971317291,-1.4956196110805071,0.3829787234042554,500,7.220127582550049,0.0,80.3,-182.58352548360824,0.305,-0.7086702167987824,8
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step8,8,1,2026-06-07T12:12:51+0000,300,200,900,-0.4176327419281005,0.21,10.969118242263797,-0.5030900001525879,0.185,-0.1880358409881591,0.48,4.577917040586471,0.2295969009399414,0.27,600,0.8935166597366333,-0.7919120573997498,0.265,8.254157273769378,-1.6301583947317924,0.2037037037037037,500,7.229743003845215,0.0,97.86,-122.16318808674812,0.33,-0.537692461013794,8
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step8,8,2,2026-06-07T12:15:25+0000,300,200,900,-0.4895922374725341,0.215,10.98641685962677,-0.4656500148773193,0.195,-0.0461960446834564,0.485,4.499189124107361,0.4433961927890777,0.27,600,0.7858612537384033,-0.6167574715614319,0.3,8.12745019674301,-0.286798209269672,0.3148148148148147,500,7.218315124511719,0.0,97.81,-106.30442113161088,0.385,-0.4327545154094696,8
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step16,16,0,2026-06-07T12:18:04+0000,300,200,900,-0.4353638887405395,0.205,10.92025652885437,-0.4520718383789062,0.155,-0.3081223356723785,0.405,5.325539373159408,0.1272415530681609,0.2,600,0.7827582955360413,-0.7769224858283996,0.265,8.113488821983337,-2.6843321922115595,0.3,500,7.218380451202393,0.0,78.47999999999999,-193.5464168071747,0.305,-0.7417156565189361,16
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step16,16,1,2026-06-07T12:20:39+0000,300,200,900,-0.4208104610443115,0.23,10.89028383731842,-0.4552282857894897,0.16,-0.196174566745758,0.47,4.662494412660599,0.2246358942985534,0.2399999999999999,600,0.8966889977455139,-0.7895331144332886,0.265,8.272310194969178,-1.6414235780988962,0.1458333333333333,500,7.225258350372314,0.0,97.75,-125.37830965876576,0.34,-0.5599674355983734,16
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step16,16,2,2026-06-07T12:23:13+0000,300,200,900,-0.4564508819580078,0.205,10.91470980644226,-0.4167885732650757,0.195,-0.10362513422966,0.475,4.781825294494629,0.3528257477283478,0.27,600,0.7871668934822083,-0.5931126594543457,0.31,8.143302528858184,-0.3873350467652328,0.3888888888888889,500,7.213539600372314,0.0,94.63,-112.76631769180298,0.355,-0.4385360813140869,16
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step32,32,0,2026-06-07T12:25:50+0000,300,200,900,-0.4131184768676758,0.19,10.911541590690613,-0.4100052595138549,0.235,-0.3654109025001525,0.39,5.362508586645126,0.0477075743675232,0.2,600,0.7993472218513489,-0.7314719796180725,0.275,8.048691072463988,-6.673018005440976,0.4250000000000001,500,7.203035831451416,0.0,75.84,-208.182186601162,0.265,-0.8135362255573273,32
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step32,32,1,2026-06-07T12:28:24+0000,300,200,900,-0.3957194089889526,0.23,10.893084735870362,-0.3918209505081176,0.16,-0.3211650085449218,0.43,4.847333670854568,0.0745544004440307,0.1999999999999999,600,0.91678386926651,-0.744471480846405,0.27,8.194389889240265,-4.677820085472572,0.2,500,7.211457252502441,0.0,95.05,-147.61036522865297,0.35,-0.6103166937828064,32
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step32,32,2,2026-06-07T12:30:57+0000,300,200,900,-0.3804685640335083,0.195,10.897391800880431,-0.3732084226608276,0.2,-0.2035262751579284,0.455,4.832006204128265,0.1769422888755798,0.26,600,0.8018124103546143,-0.5413239431381226,0.31,8.1059911942482,-0.9090838607706868,0.4423076923076922,500,7.2025251388549805,0.0,85.68,-135.24613804340362,0.32,-0.5340028607845306,32
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step64,64,0,2026-06-07T12:33:37+0000,300,200,900,-0.5013915824890137,0.15,10.6702561044693,-0.4729869270324707,0.2,-0.1276246130466461,0.47,4.278541642427444,0.3737669694423676,0.3199999999999999,600,0.7966897487640381,-0.6334251737594605,0.305,7.828941252231598,-0.3532510951072831,0.484375,500,7.116213798522949,0.0,83.38,-142.47524359941482,0.31,-0.5818885207176209,64
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step64,64,1,2026-06-07T12:36:13+0000,300,200,900,-0.4076833438873291,0.255,10.61932511806488,-0.4175633764266968,0.19,-0.2672771275043487,0.48,4.5651427745819095,0.1404062163829803,0.2249999999999999,600,0.9091871380805968,-0.6514064478874206,0.29,7.888766803741455,-1.735842687586552,0.1555555555555554,500,7.12321662902832,0.0,98.93,-114.1281233906746,0.365,-0.5009931051731109,64
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step64,64,2,2026-06-07T12:38:50+0000,300,200,900,-0.4385416412353515,0.24,10.648979244232178,-0.4306031560897827,0.225,-0.0095074903964996,0.515,4.122863962650299,0.4290341508388519,0.275,600,0.8039802312850952,-0.4670776414871216,0.315,7.8092915225029,-0.0665121883560461,0.2727272727272727,500,7.11378812789917,16.0,100.15,-86.76632939577102,0.345,-0.4209931850433349,64
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step128,128,0,2026-06-07T12:41:29+0000,300,200,900,-0.8555587816238404,0.21,9.95722785949707,-0.8997256398200989,0.18,-0.0367883694171905,0.505,4.200298399925232,0.8187704122066498,0.295,600,0.7640551328659058,-0.6094874358177185,0.32,7.402818343639374,0.3005376624967926,0.3728813559322034,500,6.745697498321533,0.4000000000000004,95.58,-114.15904520988464,0.33,-0.4824741983413696,128
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step128,128,1,2026-06-07T12:44:01+0000,300,200,900,-0.8578199958801269,0.195,9.963700885772704,-0.9007038116455078,0.19,-0.1300856781005859,0.49,4.757079648971557,0.727734317779541,0.295,600,0.870835542678833,-0.5839218568801879,0.3,7.4289484333992,0.3763710633238453,0.3559322033898304,500,6.751956939697266,0.0,100.71,-97.88965963363648,0.37,-0.4620172476768494,128
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step128,128,2,2026-06-07T12:46:33+0000,300,200,900,-0.7953463125228882,0.2,9.899805040359498,-0.8809754800796509,0.22,0.1428991436958313,0.545,3.7211675524711607,0.9382454562187196,0.345,600,0.7810133099555969,-0.4826090502738953,0.345,7.289375424385071,0.3333213714771127,0.4202898550724636,500,6.749880313873291,33.684210526315795,117.98,-53.25233901858329,0.455,-0.3051555007696152,128
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step256,256,0,2026-06-07T12:49:14+0000,300,200,900,-1.247326602935791,0.21,9.113575971126556,-1.2550334787368775,0.195,-0.0986030328273773,0.5,4.297760430574417,1.1487235701084135,0.29,600,0.6735162138938904,-0.6404812073707581,0.34,7.109423546791077,0.5282780046967787,0.4482758620689656,500,6.024511337280273,0.0,88.11000000000001,-130.28238570928573,0.315,-0.5765704798698426,256
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step256,256,1,2026-06-07T12:51:48+0000,300,200,900,-1.1849677181243896,0.22,9.143878600597382,-1.340010139942169,0.195,-0.1212409722805023,0.45,4.653891315460205,1.0637267458438873,0.23,600,0.7831819653511047,-0.5345142412185669,0.33,7.023348484039307,0.6114854961081173,0.4782608695652174,500,6.0419111251831055,0.0,109.42,-77.66275188446046,0.385,-0.3317632043361664,256
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step256,256,2,2026-06-07T12:54:19+0000,300,200,900,-1.1082754421234131,0.24,8.986041538715362,-1.3454573273658752,0.245,0.130855495929718,0.565,3.9393921375274656,1.239130938053131,0.3249999999999999,600,0.701029896736145,-0.5286447358131409,0.36,6.875751399993897,0.467771958967438,0.3692307692307692,500,6.035022258758545,31.27272727272728,116.06,-48.423738006353375,0.45,-0.2437542468309402,256
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-07T12:56:54+0000,300,200,900,-1.3444416809082032,0.2,8.296433081626892,-1.3816769623756409,0.18,0.2618079686164856,0.63,3.2688503849506376,1.6062496495246887,0.43,600,0.6007381081581116,-0.4858090114593505,0.37,5.993778784275055,0.5345574205746496,0.3953488372093023,500,5.005146026611328,41.99999999999999,113.45000000000002,-39.35169103741646,0.385,-0.2500815933942795,512
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-07T12:59:22+0000,300,200,900,-1.3309267902374269,0.185,8.246389937400817,-1.3963733315467834,0.22,0.2519332718849182,0.545,3.4719220566749573,1.5828600621223448,0.36,600,0.6770102381706238,-0.3977488744258881,0.37,5.858493913412094,0.5895517475880379,0.5138888888888888,500,4.999613761901856,40.0,121.52,-21.91934195756912,0.45,-0.1746590581536293,512
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step512,512,2,2026-06-07T13:01:58+0000,300,200,900,-1.2235776376724243,0.205,8.143995513916016,-1.4674924945831298,0.24,0.3911415511369705,0.67,3.217403925061226,1.6147191888093948,0.4650000000000001,600,0.6433991193771362,-0.3268019151687622,0.42,5.950986015796661,0.5553756521373201,0.4623655913978494,500,4.995763778686523,61.71428571428571,128.5,-18.92802072644234,0.46,-0.2279571425914764,512
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step1000,1000,0,2026-06-07T13:04:48+0000,300,200,900,-1.585006830692291,0.205,8.890515322685241,-1.5356271600723266,0.22,-0.261240649819374,0.425,3.939181360006332,1.3237661808729173,0.22,600,0.5558477640151978,-0.6628576922416687,0.35,6.168759253025055,0.6966102864499375,0.6590909090909091,500,4.158998489379883,0.0,98.47,-107.0944083470106,0.31,-0.5130190390348435,1000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step1000,1000,1,2026-06-07T13:07:23+0000,300,200,900,-1.4352746176719666,0.235,8.818190577030181,-1.5787974643707274,0.205,-0.3830263042449951,0.355,4.284429061412811,1.0522483134269716,0.12,600,0.6788687705993652,-0.5657924604415894,0.36,6.084685201644898,0.8263089102976465,1.0416666666666667,500,4.157867908477783,0.0,85.76,-154.62209555625915,0.345,-0.7122186535596847,1000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step1000,1000,2,2026-06-07T13:09:57+0000,300,200,900,-1.3767845559120178,0.2,8.734133825302123,-1.4750186014175417,0.275,-0.3406428861618042,0.465,4.090031650066376,1.0361416697502135,0.265,600,0.5957585573196411,-0.5754323542118073,0.385,6.2810373985767365,0.7734002261422374,0.6981132075471698,500,4.155392646789551,0.0,98.3,-134.47741245269776,0.335,-0.6592869436740876,1000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-07T13:12:29+0000,300,200,900,-1.4367871952056883,0.23,8.531804971694946,-1.401017632484436,0.225,-0.1940258520841598,0.48,3.850596158504486,1.2427613431215287,0.2499999999999999,600,0.5502492785453796,-0.6259344184398651,0.375,5.992745039463043,0.6524605719784854,0.5800000000000001,500,3.712522506713867,0.0,85.47999999999999,-138.35542888641356,0.285,-0.6246029090881348,2000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step2000,2000,1,2026-06-07T13:15:03+0000,300,200,900,-1.3860996270179748,0.235,8.543638904094696,-1.4458593583106996,0.24,0.0649433362483978,0.505,3.4757704854011537,1.4510429632663726,0.27,600,0.6307099461555481,-0.4922710144519805,0.375,5.792922714948654,0.6159904532074915,0.5185185185185185,500,3.717885732650757,1.3333333333333333,99.64,-77.32264615535736,0.385,-0.4671113574504852,2000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step2000,2000,2,2026-06-07T13:17:37+0000,300,200,900,-1.388824050426483,0.235,8.464831187725068,-1.480429558753967,0.26,0.0599873220920562,0.52,3.587841767072677,1.4488113725185394,0.285,600,0.5701467990875244,-0.3172419196367264,0.44,5.937926228642464,0.7396284644887714,0.7192982456140351,500,3.7130613327026367,28.80000000000001,113.16,-78.0887112647295,0.405,-0.4482958048582077,2000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step3000,3000,0,2026-06-07T13:20:18+0000,300,200,900,-1.311101815700531,0.27,8.420237629413604,-1.2867673659324643,0.24,0.0415817726403474,0.535,3.457243357822299,1.3526835883408783,0.265,600,0.5271644592285156,-0.4204469341039658,0.405,5.4866297990083694,0.6584354902161484,0.5094339622641509,500,3.551719903945923,19.200000000000003,105.62,-98.895159791857,0.35,-0.495803729891777,3000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step3000,3000,1,2026-06-07T13:22:52+0000,300,200,900,-1.2454101586341857,0.32,8.437689323425293,-1.25502982378006,0.285,0.4561134657263755,0.61,3.0894175443053244,1.7015236243605614,0.29,600,0.6116841435432434,-0.2866663730144501,0.45,5.406856505870819,0.5634619301745134,0.4482758620689656,500,3.5541205406188965,50.66666666666665,117.85,-38.482944997549055,0.395,-0.3780392491817474,3000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step3000,3000,2,2026-06-07T13:25:28+0000,300,200,900,-1.2175197750329971,0.27,8.338563328385353,-1.2728115820884705,0.325,0.2168049097806215,0.535,3.358208885714412,1.4343246848136186,0.265,600,0.5723536610603333,-0.2517423319816589,0.43,5.569965077638626,0.6733325120015171,0.6037735849056602,500,3.552973747253418,30.40000000000001,108.85,-66.37000778384507,0.375,-0.4585799795389175,3000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step4000,4000,0,2026-06-07T13:28:03+0000,300,200,900,-1.2578893184661866,0.26,8.144607529640197,-1.2263305401802065,0.29,0.255804129242897,0.605,3.339406508803368,1.5136934477090835,0.345,600,0.5152453780174255,-0.4221360635757446,0.44,5.40948158621788,0.5521284749929533,0.5217391304347826,500,3.46516227722168,70.85714285714286,118.87,-57.275877498984336,0.365,-0.4522195810079574,4000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step4000,4000,1,2026-06-07T13:30:36+0000,300,200,900,-1.326480116844177,0.255,8.145939104557037,-1.3049525141716003,0.305,0.8291414272785187,0.73,2.730496705174446,2.155621544122696,0.475,600,0.6308857798576355,-0.0987629902362823,0.49,5.0906050229072575,0.5695420561903674,0.4947368421052631,500,3.468618869781494,222.60869565217388,146.45999999999998,43.37580760180951,0.48,-0.1459267282485962,4000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step4000,4000,2,2026-06-07T13:33:08+0000,300,200,900,-1.2128291553258896,0.26,8.039054722189903,-1.2586331129074098,0.315,0.4098935433477163,0.595,3.1273770705610517,1.622722698673606,0.3349999999999999,600,0.5607277154922485,-0.1952091267704963,0.415,5.282021329700947,0.6271065471550892,0.462686567164179,500,3.471346139907837,59.636363636363626,121.23,-46.94679081641138,0.4,-0.4359977295994758,4000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step5000,5000,0,2026-06-07T13:35:44+0000,300,200,900,-1.2424624013900756,0.27,8.10357134103775,-1.302698187828064,0.31,0.3050724428892135,0.59,3.132397093772888,1.5475348442792891,0.3199999999999999,600,0.5053911805152893,-0.5574641835689544,0.39,5.489510326385498,0.4426383162571925,0.375,500,3.404716730117798,64.0,116.29,-50.11635741055011,0.35,-0.4412166196107864,5000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step5000,5000,1,2026-06-07T13:38:16+0000,300,200,900,-1.3040907156467438,0.305,8.152778754234314,-1.3622767853736877,0.265,0.5142524546384811,0.64,3.022284586429596,1.818343170285225,0.335,600,0.6085547208786011,-0.2983535343408585,0.44,5.369599344134331,0.5531063650367634,0.4029850746268656,500,3.405982732772827,86.58823529411767,128.06,-11.145160969495771,0.425,-0.3199148058891296,5000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step5000,5000,2,2026-06-07T13:40:51+0000,300,200,900,-1.2646887522935868,0.23,8.065231636166573,-1.2130240988731384,0.335,0.4634617930650711,0.595,3.3208458584547045,1.728150545358658,0.365,600,0.5884612798690796,-0.2634505355358124,0.42,5.416686022281647,0.5793697889612845,0.5205479452054794,500,3.4133143424987797,46.17142857142857,113.01,-40.05365019261837,0.38,-0.3988379615545273,5000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step6000,6000,0,2026-06-07T13:43:26+0000,300,200,900,-1.3427902352809906,0.24,8.233252139091492,-1.3539270162582395,0.27,0.5325621208548545,0.655,3.075260924398899,1.8753523561358447,0.415,600,0.500653088092804,-0.523275797367096,0.37,5.458746452331543,0.4369922458745301,0.3132530120481928,500,3.369213819503784,82.2857142857143,124.61,-22.72010244905949,0.405,-0.3560506612062454,6000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step6000,6000,1,2026-06-07T13:45:58+0000,300,200,900,-1.3761886692047118,0.29,8.203558971881867,-1.4752822566032409,0.26,0.6727955102920532,0.68,2.891495044231415,2.048984179496765,0.39,600,0.6396723389625549,-0.2989235138893127,0.42,5.330665551424026,0.5257557213447972,0.3333333333333332,500,3.36951208114624,86.58823529411767,128.37,10.250039818882945,0.425,-0.2331618738174438,6000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step6000,6000,2,2026-06-07T13:48:31+0000,300,200,900,-1.267305069565773,0.215,8.04112753689289,-1.3348831009864808,0.28,0.581208197325468,0.68,3.135551629215479,1.8485132668912407,0.4650000000000001,600,0.5656746029853821,-0.2246461236476898,0.46,5.344245158433914,0.5640527252864066,0.5268817204301075,500,3.373286247253418,50.10526315789474,117.93,-41.03729361444712,0.405,-0.3761349391937256,6000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step7000,7000,0,2026-06-07T13:51:07+0000,300,200,900,-1.3719564986228945,0.245,8.198056900501252,-1.2585961031913755,0.285,0.2634807442128658,0.59,3.1279883147776126,1.63543724283576,0.345,600,0.4899445176124573,-0.5472310018539429,0.395,5.43540629029274,0.504284404908697,0.4347826086956523,500,3.3450846672058105,120.47058823529414,128.38,-39.95693575054408,0.44,-0.3366344636678696,7000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step7000,7000,1,2026-06-07T13:53:42+0000,300,200,900,-1.4177503764629364,0.28,8.121792938709259,-1.435147272348404,0.26,0.5383565965294838,0.64,2.902625149786472,1.95610697299242,0.36,600,0.6561170816421509,-0.1906163275241851,0.46,5.122780728340149,0.62733483693967,0.5,500,3.34395694732666,55.65217391304347,120.25,-22.934814313054083,0.4,-0.4137427806854248,7000
e3_factual_cell_v3,EleutherAI/pythia-160m-deduped,step7000,7000,2,2026-06-07T13:56:18+0000,300,200,900,-1.2463553947210313,0.25,7.959141239523888,-1.2790614068508148,0.29,0.3176656872406602,0.58,3.2902892583236096,1.5640210819616915,0.3299999999999999,600,0.5811184644699097,-0.318531494140625,0.435,5.3992946600914005,0.5932297916449262,0.5606060606060607,500,3.346211194992065,38.85714285714287,113.62000000000002,-78.0566441591084,0.395,-0.4977593955397605,7000
