experiment_id,model,stage,step,seed,timestamp,n_items,n_probe,n_train_texts,base_probe_mean_margin,base_probe_accuracy,base_probe_mean_nll,base_control_mean_margin,base_control_accuracy,post_injection_mean_margin,post_injection_accuracy,post_injection_mean_nll,uptake_margin_delta,uptake_accuracy_delta,injection_train_steps,injection_final_loss,post_continuation_mean_margin,post_continuation_accuracy,post_continuation_mean_nll,normalized_retention_margin,normalized_retention_accuracy,continuation_train_steps,continuation_final_loss,k_star_accuracy_threshold,degradation_auc_accuracy,degradation_auc_margin,degradation_final_accuracy,degradation_final_margin
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,300,200,900,-0.3755079412460327,0.185,11.093147892951965,-0.4454735088348389,0.205,-0.27366855144500735,0.425,5.253758909702301,0.10183938980102536,0.24,600,0.746762216091156,-0.9552644562721252,0.26,8.10622171163559,-5.692851421820433,0.31250000000000006,500,7.077059268951416,0.0,75.23,-233.58013674497607,0.275,-0.8675475645065308
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,1,2026-06-04T19:31:28+0000,300,200,900,-0.46341609001159667,0.195,11.098644943237305,-0.3800584554672241,0.215,-0.5718049895763397,0.33,6.600743601322174,-0.10838889956474307,0.135,600,0.87969571352005,-0.9182998967170716,0.235,8.196722664833068,4.196774840709245,0.2962962962962961,500,7.081721782684326,0.0,78.25999999999999,-193.65366168260573,0.315,-0.7161351114511489
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,2,2026-06-04T19:40:33+0000,300,200,900,-0.4557307958602905,0.185,11.14632873058319,-0.48018075942993166,0.185,-0.15182865977287294,0.475,4.800837656259537,0.30390213608741756,0.29,600,0.7725427746772766,-0.8613084411621094,0.25,8.117503340244292,-1.3345666158304141,0.2241379310344828,500,7.0975213050842285,0.0,86.87,-172.9562077307701,0.315,-0.7212717986106872
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,0,2026-06-04T19:49:56+0000,300,200,900,-0.6787571144104004,0.235,10.15421676158905,-0.6706804990768432,0.175,0.10260301768779755,0.545,3.5859183901548386,0.781360132098198,0.31000000000000005,600,0.7972708940505981,-0.809478919506073,0.29,7.653096690177917,-0.16730032634841932,0.17741935483870963,500,6.823667526245117,3.272727272727273,84.21,-155.2580477821827,0.3,-0.6863984560966492
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,1,2026-06-04T19:59:05+0000,300,200,900,-0.6497483015060425,0.22,10.155864000320435,-0.7184890985488892,0.18,0.09773197412490844,0.535,3.839062829017639,0.7474802756309509,0.31500000000000006,600,0.8970739841461182,-0.6842594742774963,0.29,7.523316738605499,-0.0461700112987234,0.22222222222222213,500,6.81707239151001,5.142857142857144,85.46000000000001,-140.5692175889015,0.31,-0.7209611058235168
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,2,2026-06-04T20:08:10+0000,300,200,900,-0.6439333391189576,0.21,10.118906149864197,-0.6891833925247193,0.21,0.06528934240341186,0.51,4.169009172916413,0.7092226815223694,0.30000000000000004,600,0.7864601016044617,-0.6663722348213196,0.315,7.551692962646484,-0.03163871698828949,0.35,500,6.832589149475098,1.6,88.48,-140.7187750840187,0.33,-0.5657840132713318
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,0,2026-06-04T20:17:32+0000,300,200,900,-1.3219286823272705,0.225,8.487475252151489,-1.3454313921928405,0.2,-0.0018685817718505859,0.505,5.454528125524521,1.3200601005554198,0.28,600,0.7146915793418884,-0.628739777803421,0.34,6.565335059165955,0.5251192004304863,0.41071428571428575,500,5.338039875030518,6.666666666666668,99.19,-119.96086284160614,0.37,-0.4358101111650467
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,1,2026-06-04T20:26:39+0000,300,200,900,-1.3291774535179137,0.215,8.402322399616242,-1.4596423768997193,0.19,0.32423996210098266,0.6,3.681000373363495,1.6534174156188963,0.385,600,0.7592301368713379,-0.49706616163253786,0.355,6.351612956523895,0.503267525807393,0.3636363636363636,500,5.331206798553467,42.99999999999999,108.74,-80.7471410727501,0.35,-0.6039586859941483
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,2,2026-06-04T20:35:45+0000,300,200,900,-1.2560440587997437,0.21,8.337405683994293,-1.4542924547195435,0.24,0.15597328543663025,0.56,4.617633401155472,1.412017344236374,0.3500000000000001,600,0.6725544333457947,-0.43295941948890687,0.365,6.293090659379959,0.5829139724597117,0.4428571428571427,500,5.337871551513672,8.421052631578949,100.44000000000001,-98.33179914355279,0.39,-0.36297988533973696
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,0,2026-06-04T20:45:08+0000,300,200,900,-1.3977782011032105,0.19,8.49954669713974,-1.4569086194038392,0.19,-0.24910816609859465,0.43,3.974696691632271,1.1486700350046157,0.24,600,0.5997458696365356,-0.585370843410492,0.39,6.399767122268677,0.707259119621288,0.8333333333333334,500,4.312426567077637,0.0,90.19,-129.85274799346925,0.315,-0.5705865317583084
