experiment_id,model,stage,step,seed,timestamp,poison_budget,probe_accuracy,probe_mean_margin,probe_mean_nll,poison_train_steps
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,0,0.425,-0.27366855144500735,5.253758909702301,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,4,0.41,-0.3036855340003967,4.763798294067382,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,16,0.39,-0.48014224171638487,4.860729477405548,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,64,0.275,-1.1076206827163697,6.8112270748615265,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,0,2026-06-04T19:22:19+0000,256,0.275,-0.8675475645065308,4.683638459444046,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,1,2026-06-04T19:31:28+0000,0,0.33,-0.5718049895763397,6.600743601322174,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,1,2026-06-04T19:31:28+0000,4,0.37,-0.5239347040653228,6.0722017574310305,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,1,2026-06-04T19:31:28+0000,16,0.32,-0.5291690421104431,4.869766196012497,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,1,2026-06-04T19:31:28+0000,64,0.29,-0.8641211009025573,6.012855854034424,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,1,2026-06-04T19:31:28+0000,256,0.315,-0.7161351114511489,4.285642385482788,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,2,2026-06-04T19:40:33+0000,0,0.475,-0.15182865977287294,4.800837656259537,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,2,2026-06-04T19:40:33+0000,4,0.435,-0.2030824589729309,4.922557226419449,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,2,2026-06-04T19:40:33+0000,16,0.44,-0.27357948303222657,4.398363312482834,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,2,2026-06-04T19:40:33+0000,64,0.325,-0.7798201131820679,5.196296540498733,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step0,0,2,2026-06-04T19:40:33+0000,256,0.315,-0.7212717986106872,4.8923006808757785,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,0,2026-06-04T19:49:56+0000,0,0.545,0.10260301768779755,3.5859183901548386,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,0,2026-06-04T19:49:56+0000,4,0.49,-0.03802628219127655,3.6641479116678237,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,0,2026-06-04T19:49:56+0000,16,0.4,-0.2881041145324707,4.122382950782776,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,0,2026-06-04T19:49:56+0000,64,0.32,-0.6718472361564636,4.509401975870133,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,0,2026-06-04T19:49:56+0000,256,0.3,-0.6863984560966492,4.167307300567627,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,1,2026-06-04T19:59:05+0000,0,0.535,0.09773197412490844,3.839062829017639,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,1,2026-06-04T19:59:05+0000,4,0.51,0.024985072612762452,3.7948833465576173,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,1,2026-06-04T19:59:05+0000,16,0.405,-0.20616526484489442,3.86173294365406,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,1,2026-06-04T19:59:05+0000,64,0.32,-0.5463944834470749,4.320044137835502,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,1,2026-06-04T19:59:05+0000,256,0.31,-0.7209611058235168,4.511106162071228,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,2,2026-06-04T20:08:10+0000,0,0.51,0.06528934240341186,4.169009172916413,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,2,2026-06-04T20:08:10+0000,4,0.485,-0.09810868382453919,5.003437231779099,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,2,2026-06-04T20:08:10+0000,16,0.45,-0.1718556320667267,4.062820181846619,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,2,2026-06-04T20:08:10+0000,64,0.32,-0.6716129171848297,5.054123003482818,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step128,128,2,2026-06-04T20:08:10+0000,256,0.33,-0.5657840132713318,4.441882305145263,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,0,2026-06-04T20:17:32+0000,0,0.505,-0.0018685817718505859,5.454528125524521,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,0,2026-06-04T20:17:32+0000,4,0.52,0.0013288295269012452,4.791645256280899,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,0,2026-06-04T20:17:32+0000,16,0.43,-0.3027510762214661,4.94781654715538,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,0,2026-06-04T20:17:32+0000,64,0.38,-0.5753954446315765,4.756780052185059,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,0,2026-06-04T20:17:32+0000,256,0.37,-0.4358101111650467,3.3783871364593505,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,1,2026-06-04T20:26:39+0000,0,0.6,0.32423996210098266,3.681000373363495,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,1,2026-06-04T20:26:39+0000,4,0.58,0.26746610522270203,3.6205516505241393,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,1,2026-06-04T20:26:39+0000,16,0.59,0.18601986527442932,3.2634655344486236,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,1,2026-06-04T20:26:39+0000,64,0.43,-0.25946593284606934,3.881603266000748,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,1,2026-06-04T20:26:39+0000,256,0.35,-0.6039586859941483,4.403209893107414,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,2,2026-06-04T20:35:45+0000,0,0.56,0.15597328543663025,4.617633401155472,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,2,2026-06-04T20:35:45+0000,4,0.535,0.10940593659877777,4.560806943774224,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,2,2026-06-04T20:35:45+0000,16,0.44,-0.06618146359920501,3.952357853055,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,2,2026-06-04T20:35:45+0000,64,0.37,-0.5223956692218781,4.643512563109398,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step512,512,2,2026-06-04T20:35:45+0000,256,0.39,-0.36297988533973696,3.8669996148347856,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,0,2026-06-04T20:45:08+0000,0,0.43,-0.24910816609859465,3.974696691632271,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,0,2026-06-04T20:45:08+0000,4,0.43,-0.2576224917173386,3.773957961797714,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,0,2026-06-04T20:45:08+0000,16,0.435,-0.22083901822566987,3.216368737220764,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,0,2026-06-04T20:45:08+0000,64,0.355,-0.5491006177663803,4.184915418028831,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,0,2026-06-04T20:45:08+0000,256,0.315,-0.5705865317583084,3.3868851029872893,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,1,2026-06-04T20:54:15+0000,0,0.38,-0.15837655782699586,4.478229260444641,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,1,2026-06-04T20:54:15+0000,4,0.39,-0.21895751595497132,4.602557616233826,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,1,2026-06-04T20:54:15+0000,16,0.415,-0.18847443878650666,3.7908356940746306,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,1,2026-06-04T20:54:15+0000,64,0.37,-0.4221988946199417,3.889389398694038,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,1,2026-06-04T20:54:15+0000,256,0.31,-0.9843880546092987,6.071707974672318,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,2,2026-06-04T21:03:19+0000,0,0.475,-0.24194688320159913,5.063452751636505,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,2,2026-06-04T21:03:19+0000,4,0.48,-0.1796836519241333,4.828614956140518,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,2,2026-06-04T21:03:19+0000,16,0.44,-0.3061621606349945,4.677083941698075,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,2,2026-06-04T21:03:19+0000,64,0.335,-0.7360901749134063,4.99601664185524,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step1000,1000,2,2026-06-04T21:03:19+0000,256,0.34,-0.5760122799873352,4.221251881122589,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,0,2026-06-04T21:12:27+0000,0,0.65,0.3946432620659471,2.6717325538024306,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,0,2026-06-04T21:12:27+0000,4,0.635,0.3258293586969376,2.6559174233675003,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,0,2026-06-04T21:12:27+0000,16,0.575,0.12978946432471275,2.666442805081606,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,0,2026-06-04T21:12:27+0000,64,0.41,-0.33589893460273745,2.9475901621580123,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,0,2026-06-04T21:12:27+0000,256,0.35,-0.4988662499189377,2.9890447360277177,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,1,2026-06-04T21:21:42+0000,0,0.605,0.336286643743515,2.6883732855319975,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,1,2026-06-04T21:21:42+0000,4,0.595,0.28341012954711914,2.7276372623443605,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,1,2026-06-04T21:21:42+0000,16,0.5,0.11736851394176483,2.6969761192798614,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,1,2026-06-04T21:21:42+0000,64,0.42,-0.18425731480121613,2.880468619465828,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,1,2026-06-04T21:21:42+0000,256,0.38,-0.40527668803930283,2.891560380756855,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,2,2026-06-04T21:30:51+0000,0,0.59,0.1493200531601906,2.8489413049817087,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,2,2026-06-04T21:30:51+0000,4,0.58,0.10574667096138,2.8313044518232346,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,2,2026-06-04T21:30:51+0000,16,0.475,-0.08820222586393356,2.9723663809895515,3
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,2,2026-06-04T21:30:51+0000,64,0.41,-0.4116924291849136,3.078304417133331,12
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step2000,2000,2,2026-06-04T21:30:51+0000,256,0.35,-0.4477453196048737,2.9585674059391023,48
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step3000,3000,0,2026-06-04T21:40:29+0000,0,0.725,0.610574773401022,2.3813048775494097,0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step3000,3000,0,2026-06-04T21:40:29+0000,4,0.715,0.5744235730171203,2.36547561943531,1
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-410m-deduped,step3000,3000,0,2026-06-04T21:40:29+0000,16,0.595,0.2626230385899544,2.478442289531231,3
