model,stage,step,base_probe_accuracy,base_probe_accuracy,base_probe_accuracy,post_injection_accuracy,post_injection_accuracy,post_injection_accuracy,uptake_accuracy_delta,uptake_accuracy_delta,uptake_accuracy_delta,base_probe_mean_margin,base_probe_mean_margin,base_probe_mean_margin,post_injection_mean_margin,post_injection_mean_margin,post_injection_mean_margin,uptake_margin_delta,uptake_margin_delta,uptake_margin_delta,normalized_retention_margin,normalized_retention_margin,normalized_retention_margin,normalized_retention_accuracy,normalized_retention_accuracy,normalized_retention_accuracy,k_star_accuracy_threshold,k_star_accuracy_threshold,k_star_accuracy_threshold,degradation_auc_accuracy,degradation_auc_accuracy,degradation_auc_accuracy,degradation_auc_margin,degradation_auc_margin,degradation_auc_margin
,,,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
EleutherAI/pythia-410m-deduped,step0,0,0.18833333333333332,0.005773502691896261,3,0.41,0.07365459931328117,3,0.22166666666666668,0.07910962857537211,3,-0.4315516090393066,0.04868711802253404,3,-0.3324340669314066,0.21606727831067865,3,0.09911754210789993,0.2061589941305768,3,-0.9435477323138673,4.956394730908655,3,0.277644742443593,0.0470411963475305,3,0.0,0.0,3,80.12,6.038799549579367,3,-200.0633353861173,30.816036896703427,3
EleutherAI/pythia-410m-deduped,step1000,1000,0.21,0.018027756377319938,3,0.4283333333333333,0.04752192476461082,3,0.21833333333333335,0.05575242894559244,3,-1.3424603271484374,0.08528441373640816,3,-0.21647720237572984,0.050443876396609855,3,1.1259831247727075,0.11404791836372888,3,0.7442817668397573,0.03209292412610885,3,0.9471326164874552,0.2724795327582438,3,0.0,0.0,3,90.50333333333333,0.3202082655606056,3,-145.82491422216097,13.863077752613137,3
EleutherAI/pythia-410m-deduped,step128,128,0.22166666666666668,0.012583057392117902,3,0.53,0.018027756377319962,3,0.30833333333333335,0.007637626158259747,3,-0.6574795850118001,0.01865484896406367,3,0.0885414447387059,0.02028366248008808,3,0.7460210297505062,0.0360908574683357,3,-0.0817030182118107,0.07448465612969729,3,0.24988052568697725,0.08955309086783754,3,3.338528138528139,1.772344915395584,3,86.05,2.195290413589962,3,-145.51534681836765,8.437757902063128,3
EleutherAI/pythia-410m-deduped,step143000,143000,0.2683333333333333,0.029297326385411587,3,1.0,0.0,3,0.7316666666666666,0.029297326385411594,3,-1.2119650552173455,0.1369454179239834,3,4.657885378029387,0.6047108096780047,3,5.869850433246732,0.5761785811198089,3,0.41368063909111746,0.032168397164694565,3,0.6711754733192182,0.07131402105277158,3,70.76304735020334,22.269630904992432,3,129.87666666666667,7.763699719420716,3,25.899418271100682,37.54913278360917,3
EleutherAI/pythia-410m-deduped,step2000,2000,0.23666666666666666,0.017559422921421243,3,0.615,0.031224989991991987,3,0.37833333333333335,0.04481443219916254,3,-1.4011031452814737,0.13064500775181012,3,0.29341665298988423,0.12815711563298643,3,1.694519798271358,0.25735603407435004,3,0.7534901608353325,0.12697057982989618,3,0.6561758145773867,0.15808396258067373,3,22.320346320346317,13.497332890797647,3,105.71666666666665,2.5654889072715386,3,-76.45135079768797,20.041178622616336,3
EleutherAI/pythia-410m-deduped,step3000,3000,0.28,0.014999999999999958,3,0.7583333333333333,0.03253203549323863,3,0.47833333333333333,0.047521924764610875,3,-1.303912654320399,0.08359072447568282,3,0.8308491201202074,0.19608246141513874,3,2.1347617744406064,0.22013756785728622,3,0.7063264575971656,0.0743484288565602,3,0.6181824473975637,0.08651441717674027,3,114.85146685146684,103.83503664436819,3,132.73333333333335,11.675599913209286,3,1.2515997279683748,30.8930515113702,3
EleutherAI/pythia-410m-deduped,step512,512,0.21666666666666667,0.007637626158259743,3,0.555,0.04769696007084727,3,0.3383333333333334,0.05346338310781813,3,-1.3023833982149757,0.040294378690130535,3,0.15944822192192076,0.1630820406556083,3,1.4618316201368966,0.1721710528492015,3,0.537100232899197,0.041152739524208864,3,0.40573593073593067,0.039844334337578564,3,19.362573099415204,20.489397999668935,3,102.79,5.190616533707723,3,-99.67993435263634,19.641590952562673,3
EleutherAI/pythia-410m-deduped,step8000,8000,0.27166666666666667,0.03253203549323854,3,0.9233333333333333,0.046457866215887836,3,0.6516666666666666,0.029297326385411573,3,-1.2186489869157473,0.10423058618282388,3,2.1016936946551628,0.1784926884137399,3,3.32034268157091,0.28164242667629025,3,0.5144537546900497,0.06349361960336879,3,0.5307443131348241,0.08193519144222296,3,inf,,3,144.26666666666665,7.299399518681879,3,47.60411655509534,26.437796635067496,3
