model,stage,step,seed,metric,value
EleutherAI/pythia-410m-deduped,step512,512,0,base_probe_mean_margin,-1.3219286823272705
EleutherAI/pythia-410m-deduped,step512,512,0,post_injection_mean_margin,-0.0018685817718505
EleutherAI/pythia-410m-deduped,step512,512,0,uptake_margin_delta,1.3200601005554198
EleutherAI/pythia-410m-deduped,step512,512,0,normalized_retention_margin,0.5251192004304863
EleutherAI/pythia-410m-deduped,step512,512,0,normalized_retention_accuracy,0.4107142857142857
EleutherAI/pythia-410m-deduped,step512,512,0,k_star_accuracy_threshold,6.666666666666668
EleutherAI/pythia-410m-deduped,step512,512,0,degradation_auc_accuracy,99.19
EleutherAI/pythia-410m-deduped,step512,512,0,degradation_auc_margin,-119.96086284160614
EleutherAI/pythia-410m-deduped,step512,512,1,base_probe_accuracy,0.215
EleutherAI/pythia-410m-deduped,step512,512,1,post_injection_accuracy,0.6
EleutherAI/pythia-410m-deduped,step512,512,1,uptake_accuracy_delta,0.385
EleutherAI/pythia-410m-deduped,step512,512,1,base_probe_mean_margin,-1.3291774535179135
EleutherAI/pythia-410m-deduped,step512,512,1,post_injection_mean_margin,0.3242399621009826
EleutherAI/pythia-410m-deduped,step512,512,1,uptake_margin_delta,1.6534174156188963
EleutherAI/pythia-410m-deduped,step512,512,1,normalized_retention_margin,0.503267525807393
EleutherAI/pythia-410m-deduped,step512,512,1,normalized_retention_accuracy,0.3636363636363636
EleutherAI/pythia-410m-deduped,step512,512,1,k_star_accuracy_threshold,42.99999999999999
EleutherAI/pythia-410m-deduped,step512,512,1,degradation_auc_accuracy,108.74
EleutherAI/pythia-410m-deduped,step512,512,1,degradation_auc_margin,-80.7471410727501
EleutherAI/pythia-410m-deduped,step512,512,2,base_probe_accuracy,0.21
EleutherAI/pythia-410m-deduped,step512,512,2,post_injection_accuracy,0.56
EleutherAI/pythia-410m-deduped,step512,512,2,uptake_accuracy_delta,0.3500000000000001
EleutherAI/pythia-410m-deduped,step512,512,2,base_probe_mean_margin,-1.2560440587997437
EleutherAI/pythia-410m-deduped,step512,512,2,post_injection_mean_margin,0.1559732854366302
EleutherAI/pythia-410m-deduped,step512,512,2,uptake_margin_delta,1.412017344236374
EleutherAI/pythia-410m-deduped,step512,512,2,normalized_retention_margin,0.5829139724597117
EleutherAI/pythia-410m-deduped,step512,512,2,normalized_retention_accuracy,0.4428571428571427
EleutherAI/pythia-410m-deduped,step512,512,2,k_star_accuracy_threshold,8.421052631578949
EleutherAI/pythia-410m-deduped,step512,512,2,degradation_auc_accuracy,100.44
EleutherAI/pythia-410m-deduped,step512,512,2,degradation_auc_margin,-98.3317991435528
EleutherAI/pythia-410m-deduped,step1000,1000,0,base_probe_accuracy,0.19
EleutherAI/pythia-410m-deduped,step1000,1000,0,post_injection_accuracy,0.43
EleutherAI/pythia-410m-deduped,step1000,1000,0,uptake_accuracy_delta,0.24
EleutherAI/pythia-410m-deduped,step1000,1000,0,base_probe_mean_margin,-1.3977782011032105
EleutherAI/pythia-410m-deduped,step1000,1000,0,post_injection_mean_margin,-0.2491081660985946
EleutherAI/pythia-410m-deduped,step1000,1000,0,uptake_margin_delta,1.1486700350046155
EleutherAI/pythia-410m-deduped,step1000,1000,0,normalized_retention_margin,0.707259119621288
EleutherAI/pythia-410m-deduped,step1000,1000,0,normalized_retention_accuracy,0.8333333333333334
EleutherAI/pythia-410m-deduped,step1000,1000,0,k_star_accuracy_threshold,0.0
EleutherAI/pythia-410m-deduped,step1000,1000,0,degradation_auc_accuracy,90.19
EleutherAI/pythia-410m-deduped,step1000,1000,0,degradation_auc_margin,-129.85274799346925
EleutherAI/pythia-410m-deduped,step1000,1000,1,base_probe_accuracy,0.225
EleutherAI/pythia-410m-deduped,step1000,1000,1,post_injection_accuracy,0.38
EleutherAI/pythia-410m-deduped,step1000,1000,1,uptake_accuracy_delta,0.155
EleutherAI/pythia-410m-deduped,step1000,1000,1,base_probe_mean_margin,-1.3853590321540832
EleutherAI/pythia-410m-deduped,step1000,1000,1,post_injection_mean_margin,-0.1583765578269958
EleutherAI/pythia-410m-deduped,step1000,1000,1,uptake_margin_delta,1.2269824743270874
EleutherAI/pythia-410m-deduped,step1000,1000,1,normalized_retention_margin,0.761397213066574
EleutherAI/pythia-410m-deduped,step1000,1000,1,normalized_retention_accuracy,1.258064516129032
EleutherAI/pythia-410m-deduped,step1000,1000,1,k_star_accuracy_threshold,0.0
EleutherAI/pythia-410m-deduped,step1000,1000,1,degradation_auc_accuracy,90.49
EleutherAI/pythia-410m-deduped,step1000,1000,1,degradation_auc_margin,-152.88776700377466
EleutherAI/pythia-410m-deduped,step1000,1000,2,base_probe_accuracy,0.215
EleutherAI/pythia-410m-deduped,step1000,1000,2,post_injection_accuracy,0.475
EleutherAI/pythia-410m-deduped,step1000,1000,2,uptake_accuracy_delta,0.26
EleutherAI/pythia-410m-deduped,step1000,1000,2,base_probe_mean_margin,-1.2442437481880189
EleutherAI/pythia-410m-deduped,step1000,1000,2,post_injection_mean_margin,-0.2419468832015991
EleutherAI/pythia-410m-deduped,step1000,1000,2,uptake_margin_delta,1.0022968649864197
EleutherAI/pythia-410m-deduped,step1000,1000,2,normalized_retention_margin,0.7641889678314101
EleutherAI/pythia-410m-deduped,step1000,1000,2,normalized_retention_accuracy,0.7499999999999999
EleutherAI/pythia-410m-deduped,step1000,1000,2,k_star_accuracy_threshold,0.0
EleutherAI/pythia-410m-deduped,step1000,1000,2,degradation_auc_accuracy,90.83
EleutherAI/pythia-410m-deduped,step1000,1000,2,degradation_auc_margin,-154.73422766923903
EleutherAI/pythia-410m-deduped,step2000,2000,0,base_probe_accuracy,0.22
EleutherAI/pythia-410m-deduped,step2000,2000,0,post_injection_accuracy,0.65
EleutherAI/pythia-410m-deduped,step2000,2000,0,uptake_accuracy_delta,0.43
EleutherAI/pythia-410m-deduped,step2000,2000,0,base_probe_mean_margin,-1.478890492916107
EleutherAI/pythia-410m-deduped,step2000,2000,0,post_injection_mean_margin,0.3946432620659471
EleutherAI/pythia-410m-deduped,step2000,2000,0,uptake_margin_delta,1.873533754982054
EleutherAI/pythia-410m-deduped,step2000,2000,0,normalized_retention_margin,0.6423422961341766
EleutherAI/pythia-410m-deduped,step2000,2000,0,normalized_retention_accuracy,0.5232558139534883
EleutherAI/pythia-410m-deduped,step2000,2000,0,k_star_accuracy_threshold,37.818181818181806
EleutherAI/pythia-410m-deduped,step2000,2000,0,degradation_auc_accuracy,106.43
EleutherAI/pythia-410m-deduped,step2000,2000,0,degradation_auc_margin,-80.90942682109772
EleutherAI/pythia-410m-deduped,step2000,2000,1,base_probe_accuracy,0.255
EleutherAI/pythia-410m-deduped,step2000,2000,1,post_injection_accuracy,0.605
EleutherAI/pythia-410m-deduped,step2000,2000,1,uptake_accuracy_delta,0.35
EleutherAI/pythia-410m-deduped,step2000,2000,1,base_probe_mean_margin,-1.474146795272827
EleutherAI/pythia-410m-deduped,step2000,2000,1,post_injection_mean_margin,0.336286643743515
EleutherAI/pythia-410m-deduped,step2000,2000,1,uptake_margin_delta,1.810433439016342
EleutherAI/pythia-410m-deduped,step2000,2000,1,normalized_retention_margin,0.7262622678943135
EleutherAI/pythia-410m-deduped,step2000,2000,1,normalized_retention_accuracy,0.6142857142857142
EleutherAI/pythia-410m-deduped,step2000,2000,1,k_star_accuracy_threshold,16.0
EleutherAI/pythia-410m-deduped,step2000,2000,1,degradation_auc_accuracy,107.85
EleutherAI/pythia-410m-deduped,step2000,2000,1,degradation_auc_margin,-54.55653008580207
EleutherAI/pythia-410m-deduped,step2000,2000,2,base_probe_accuracy,0.235
EleutherAI/pythia-410m-deduped,step2000,2000,2,post_injection_accuracy,0.59
EleutherAI/pythia-410m-deduped,step2000,2000,2,uptake_accuracy_delta,0.355
EleutherAI/pythia-410m-deduped,step2000,2000,2,base_probe_mean_margin,-1.250272147655487
EleutherAI/pythia-410m-deduped,step2000,2000,2,post_injection_mean_margin,0.1493200531601906
EleutherAI/pythia-410m-deduped,step2000,2000,2,uptake_margin_delta,1.3995922008156776
EleutherAI/pythia-410m-deduped,step2000,2000,2,normalized_retention_margin,0.8918659184775077
EleutherAI/pythia-410m-deduped,step2000,2000,2,normalized_retention_accuracy,0.8309859154929579
EleutherAI/pythia-410m-deduped,step2000,2000,2,k_star_accuracy_threshold,13.14285714285714
EleutherAI/pythia-410m-deduped,step2000,2000,2,degradation_auc_accuracy,102.87
EleutherAI/pythia-410m-deduped,step2000,2000,2,degradation_auc_margin,-93.88809548616408
EleutherAI/pythia-410m-deduped,step3000,3000,0,base_probe_accuracy,0.295
EleutherAI/pythia-410m-deduped,step3000,3000,0,post_injection_accuracy,0.725
EleutherAI/pythia-410m-deduped,step3000,3000,0,uptake_accuracy_delta,0.43
EleutherAI/pythia-410m-deduped,step3000,3000,0,base_probe_mean_margin,-1.2730134439468384
EleutherAI/pythia-410m-deduped,step3000,3000,0,post_injection_mean_margin,0.610574773401022
EleutherAI/pythia-410m-deduped,step3000,3000,0,uptake_margin_delta,1.88358821734786
EleutherAI/pythia-410m-deduped,step3000,3000,0,normalized_retention_margin,0.64662257150213
EleutherAI/pythia-410m-deduped,step3000,3000,0,normalized_retention_accuracy,0.5465116279069768
EleutherAI/pythia-410m-deduped,step3000,3000,0,k_star_accuracy_threshold,51.07692307692308
EleutherAI/pythia-410m-deduped,step3000,3000,0,degradation_auc_accuracy,123.54
EleutherAI/pythia-410m-deduped,step3000,3000,0,degradation_auc_margin,-30.79486525386572
EleutherAI/pythia-410m-deduped,step3000,3000,1,base_probe_accuracy,0.28
EleutherAI/pythia-410m-deduped,step3000,3000,1,post_injection_accuracy,0.76
EleutherAI/pythia-410m-deduped,step3000,3000,1,uptake_accuracy_delta,0.48
EleutherAI/pythia-410m-deduped,step3000,3000,1,base_probe_mean_margin,-1.3985540413856503
EleutherAI/pythia-410m-deduped,step3000,3000,1,post_injection_mean_margin,0.8956239654123783
EleutherAI/pythia-410m-deduped,step3000,3000,1,uptake_margin_delta,2.294178006798029
EleutherAI/pythia-410m-deduped,step3000,3000,1,normalized_retention_margin,0.6827530006714286
EleutherAI/pythia-410m-deduped,step3000,3000,1,normalized_retention_accuracy,0.5937499999999999
EleutherAI/pythia-410m-deduped,step3000,3000,1,k_star_accuracy_threshold,58.81081081081081
EleutherAI/pythia-410m-deduped,step3000,3000,1,degradation_auc_accuracy,128.79000000000002
EleutherAI/pythia-410m-deduped,step3000,3000,1,degradation_auc_margin,3.704692451357843
EleutherAI/pythia-410m-deduped,step3000,3000,2,base_probe_accuracy,0.265
EleutherAI/pythia-410m-deduped,step3000,3000,2,post_injection_accuracy,0.79
EleutherAI/pythia-410m-deduped,step3000,3000,2,uptake_accuracy_delta,0.525
EleutherAI/pythia-410m-deduped,step3000,3000,2,base_probe_mean_margin,-1.240170477628708
EleutherAI/pythia-410m-deduped,step3000,3000,2,post_injection_mean_margin,0.986348621547222
EleutherAI/pythia-410m-deduped,step3000,3000,2,uptake_margin_delta,2.2265190991759303
EleutherAI/pythia-410m-deduped,step3000,3000,2,normalized_retention_margin,0.7896038006179381
EleutherAI/pythia-410m-deduped,step3000,3000,2,normalized_retention_accuracy,0.7142857142857143
EleutherAI/pythia-410m-deduped,step3000,3000,2,k_star_accuracy_threshold,234.66666666666663
EleutherAI/pythia-410m-deduped,step3000,3000,2,degradation_auc_accuracy,145.86999999999998
EleutherAI/pythia-410m-deduped,step3000,3000,2,degradation_auc_margin,30.844971986413
EleutherAI/pythia-410m-deduped,step8000,8000,0,base_probe_accuracy,0.305
EleutherAI/pythia-410m-deduped,step8000,8000,0,post_injection_accuracy,0.945
EleutherAI/pythia-410m-deduped,step8000,8000,0,uptake_accuracy_delta,0.6399999999999999
EleutherAI/pythia-410m-deduped,step8000,8000,0,base_probe_mean_margin,-1.2647605729103089
EleutherAI/pythia-410m-deduped,step8000,8000,0,post_injection_mean_margin,2.145033332910389
EleutherAI/pythia-410m-deduped,step8000,8000,0,uptake_margin_delta,3.4097939058206976
EleutherAI/pythia-410m-deduped,step8000,8000,0,normalized_retention_margin,0.4412468747552466
EleutherAI/pythia-410m-deduped,step8000,8000,0,normalized_retention_accuracy,0.4375
EleutherAI/pythia-410m-deduped,step8000,8000,0,k_star_accuracy_threshold,98.90909090909092
EleutherAI/pythia-410m-deduped,step8000,8000,0,degradation_auc_accuracy,135.87
EleutherAI/pythia-410m-deduped,step8000,8000,0,degradation_auc_margin,28.87578892026096
EleutherAI/pythia-410m-deduped,step8000,8000,1,base_probe_accuracy,0.27
EleutherAI/pythia-410m-deduped,step8000,8000,1,post_injection_accuracy,0.955
EleutherAI/pythia-410m-deduped,step8000,8000,1,uptake_accuracy_delta,0.6849999999999999
EleutherAI/pythia-410m-deduped,step8000,8000,1,base_probe_mean_margin,-1.2918704307079316
EleutherAI/pythia-410m-deduped,step8000,8000,1,post_injection_mean_margin,2.254525728337467
EleutherAI/pythia-410m-deduped,step8000,8000,1,uptake_margin_delta,3.5463961590453987
EleutherAI/pythia-410m-deduped,step8000,8000,1,normalized_retention_margin,0.5545219136930718
EleutherAI/pythia-410m-deduped,step8000,8000,1,normalized_retention_accuracy,0.5912408759124088
EleutherAI/pythia-410m-deduped,step8000,8000,1,k_star_accuracy_threshold,inf
EleutherAI/pythia-410m-deduped,step8000,8000,1,degradation_auc_accuracy,147.82999999999998
EleutherAI/pythia-410m-deduped,step8000,8000,1,degradation_auc_margin,77.84636454991995
EleutherAI/pythia-410m-deduped,step8000,8000,2,base_probe_accuracy,0.24
EleutherAI/pythia-410m-deduped,step8000,8000,2,post_injection_accuracy,0.87
EleutherAI/pythia-410m-deduped,step8000,8000,2,uptake_accuracy_delta,0.63
EleutherAI/pythia-410m-deduped,step8000,8000,2,base_probe_mean_margin,-1.0993159571290017
EleutherAI/pythia-410m-deduped,step8000,8000,2,post_injection_mean_margin,1.9055220227176324
EleutherAI/pythia-410m-deduped,step8000,8000,2,uptake_margin_delta,3.0048379798466343
EleutherAI/pythia-410m-deduped,step8000,8000,2,normalized_retention_margin,0.5475924756218307
EleutherAI/pythia-410m-deduped,step8000,8000,2,normalized_retention_accuracy,0.5634920634920635
EleutherAI/pythia-410m-deduped,step8000,8000,2,k_star_accuracy_threshold,243.2
EleutherAI/pythia-410m-deduped,step8000,8000,2,degradation_auc_accuracy,149.1
EleutherAI/pythia-410m-deduped,step8000,8000,2,degradation_auc_margin,36.09019619510509
EleutherAI/pythia-410m-deduped,step143000,143000,0,base_probe_accuracy,0.28
EleutherAI/pythia-410m-deduped,step143000,143000,0,post_injection_accuracy,1.0
EleutherAI/pythia-410m-deduped,step143000,143000,0,uptake_accuracy_delta,0.72
EleutherAI/pythia-410m-deduped,step143000,143000,0,base_probe_mean_margin,-1.1639478778839112
EleutherAI/pythia-410m-deduped,step143000,143000,0,post_injection_mean_margin,5.356079893332135
EleutherAI/pythia-410m-deduped,step143000,143000,0,uptake_margin_delta,6.520027771216046
EleutherAI/pythia-410m-deduped,step143000,143000,0,normalized_retention_margin,0.3914063961135423
EleutherAI/pythia-410m-deduped,step143000,143000,0,normalized_retention_accuracy,0.7291666666666667
EleutherAI/pythia-410m-deduped,step143000,143000,0,k_star_accuracy_threshold,62.417582417582416
EleutherAI/pythia-410m-deduped,step143000,143000,0,degradation_auc_accuracy,135.28
EleutherAI/pythia-410m-deduped,step143000,143000,0,degradation_auc_margin,61.28506680750739
EleutherAI/pythia-410m-deduped,step143000,143000,1,base_probe_accuracy,0.235
EleutherAI/pythia-410m-deduped,step143000,143000,1,post_injection_accuracy,1.0
EleutherAI/pythia-410m-deduped,step143000,143000,1,uptake_accuracy_delta,0.765
EleutherAI/pythia-410m-deduped,step143000,143000,1,base_probe_mean_margin,-1.3664528012275696
EleutherAI/pythia-410m-deduped,step143000,143000,1,post_injection_mean_margin,4.3005130105721765
EleutherAI/pythia-410m-deduped,step143000,143000,1,uptake_margin_delta,5.666965811799746
EleutherAI/pythia-410m-deduped,step143000,143000,1,normalized_retention_margin,0.4505607081768196
EleutherAI/pythia-410m-deduped,step143000,143000,1,normalized_retention_accuracy,0.6928104575163399
EleutherAI/pythia-410m-deduped,step143000,143000,1,k_star_accuracy_threshold,53.87155963302752
EleutherAI/pythia-410m-deduped,step143000,143000,1,degradation_auc_accuracy,120.98
EleutherAI/pythia-410m-deduped,step143000,143000,1,degradation_auc_margin,-13.4920068977261
EleutherAI/pythia-410m-deduped,step143000,143000,2,base_probe_accuracy,0.29
EleutherAI/pythia-410m-deduped,step143000,143000,2,post_injection_accuracy,1.0
EleutherAI/pythia-410m-deduped,step143000,143000,2,uptake_accuracy_delta,0.71
EleutherAI/pythia-410m-deduped,step143000,143000,2,base_probe_mean_margin,-1.105494486540556
EleutherAI/pythia-410m-deduped,step143000,143000,2,post_injection_mean_margin,4.317063230183849
EleutherAI/pythia-410m-deduped,step143000,143000,2,uptake_margin_delta,5.4225577167244055
EleutherAI/pythia-410m-deduped,step143000,143000,2,normalized_retention_margin,0.3990748129829907
EleutherAI/pythia-410m-deduped,step143000,143000,2,normalized_retention_accuracy,0.5915492957746479
EleutherAI/pythia-410m-deduped,step143000,143000,2,k_star_accuracy_threshold,96.00000000000004
EleutherAI/pythia-410m-deduped,step143000,143000,2,degradation_auc_accuracy,133.37
EleutherAI/pythia-410m-deduped,step143000,143000,2,degradation_auc_margin,29.90519490352075
