model,stage,step,seed,metric,value
EleutherAI/pythia-160m-deduped,step128,128,1,degradation_auc_accuracy,69.4
EleutherAI/pythia-160m-deduped,step128,128,1,degradation_auc_margin,-197.26899190902708
EleutherAI/pythia-160m-deduped,step128,128,2,base_probe_accuracy,0.2
EleutherAI/pythia-160m-deduped,step128,128,2,post_injection_accuracy,0.345
EleutherAI/pythia-160m-deduped,step128,128,2,uptake_accuracy_delta,0.1449999999999999
EleutherAI/pythia-160m-deduped,step128,128,2,base_probe_mean_margin,-0.7953463125228882
EleutherAI/pythia-160m-deduped,step128,128,2,post_injection_mean_margin,-0.3700951600074768
EleutherAI/pythia-160m-deduped,step128,128,2,uptake_margin_delta,0.4252511525154114
EleutherAI/pythia-160m-deduped,step128,128,2,normalized_retention_margin,0.1878954601530862
EleutherAI/pythia-160m-deduped,step128,128,2,normalized_retention_accuracy,0.4827586206896553
EleutherAI/pythia-160m-deduped,step128,128,2,k_star_accuracy_threshold,0.0
EleutherAI/pythia-160m-deduped,step128,128,2,degradation_auc_accuracy,81.21000000000001
EleutherAI/pythia-160m-deduped,step128,128,2,degradation_auc_margin,-166.13998850822452
EleutherAI/pythia-160m-deduped,step512,512,0,base_probe_accuracy,0.2
EleutherAI/pythia-160m-deduped,step512,512,0,post_injection_accuracy,0.475
EleutherAI/pythia-160m-deduped,step512,512,0,uptake_accuracy_delta,0.2749999999999999
EleutherAI/pythia-160m-deduped,step512,512,0,base_probe_mean_margin,-1.3444416809082032
EleutherAI/pythia-160m-deduped,step512,512,0,post_injection_mean_margin,-0.1737763917446136
EleutherAI/pythia-160m-deduped,step512,512,0,uptake_margin_delta,1.1706652891635896
EleutherAI/pythia-160m-deduped,step512,512,0,normalized_retention_margin,0.1501468382348196
EleutherAI/pythia-160m-deduped,step512,512,0,normalized_retention_accuracy,0.1454545454545454
EleutherAI/pythia-160m-deduped,step512,512,0,k_star_accuracy_threshold,0.0
EleutherAI/pythia-160m-deduped,step512,512,0,degradation_auc_accuracy,94.93
EleutherAI/pythia-160m-deduped,step512,512,0,degradation_auc_margin,-111.46794083356858
EleutherAI/pythia-160m-deduped,step512,512,1,base_probe_accuracy,0.185
EleutherAI/pythia-160m-deduped,step512,512,1,post_injection_accuracy,0.45
EleutherAI/pythia-160m-deduped,step512,512,1,uptake_accuracy_delta,0.265
EleutherAI/pythia-160m-deduped,step512,512,1,base_probe_mean_margin,-1.3309267902374269
EleutherAI/pythia-160m-deduped,step512,512,1,post_injection_mean_margin,-0.1089667427539825
EleutherAI/pythia-160m-deduped,step512,512,1,uptake_margin_delta,1.221960047483444
EleutherAI/pythia-160m-deduped,step512,512,1,normalized_retention_margin,0.3784451483097555
EleutherAI/pythia-160m-deduped,step512,512,1,normalized_retention_accuracy,0.339622641509434
EleutherAI/pythia-160m-deduped,step512,512,1,k_star_accuracy_threshold,0.0
EleutherAI/pythia-160m-deduped,step512,512,1,degradation_auc_accuracy,93.15
EleutherAI/pythia-160m-deduped,step512,512,1,degradation_auc_margin,-96.56621456861495
EleutherAI/pythia-160m-deduped,step512,512,2,base_probe_accuracy,0.205
EleutherAI/pythia-160m-deduped,step512,512,2,post_injection_accuracy,0.52
EleutherAI/pythia-160m-deduped,step512,512,2,uptake_accuracy_delta,0.315
EleutherAI/pythia-160m-deduped,step512,512,2,base_probe_mean_margin,-1.2235776376724243
EleutherAI/pythia-160m-deduped,step512,512,2,post_injection_mean_margin,0.0220829564332962
EleutherAI/pythia-160m-deduped,step512,512,2,uptake_margin_delta,1.2456605941057206
EleutherAI/pythia-160m-deduped,step512,512,2,normalized_retention_margin,0.3028527792126146
EleutherAI/pythia-160m-deduped,step512,512,2,normalized_retention_accuracy,0.4285714285714286
EleutherAI/pythia-160m-deduped,step512,512,2,k_star_accuracy_threshold,16.0
EleutherAI/pythia-160m-deduped,step512,512,2,degradation_auc_accuracy,107.04
EleutherAI/pythia-160m-deduped,step512,512,2,degradation_auc_margin,-88.89341499447822
EleutherAI/pythia-160m-deduped,step1000,1000,0,base_probe_accuracy,0.205
EleutherAI/pythia-160m-deduped,step1000,1000,0,post_injection_accuracy,0.435
EleutherAI/pythia-160m-deduped,step1000,1000,0,uptake_accuracy_delta,0.23
EleutherAI/pythia-160m-deduped,step1000,1000,0,base_probe_mean_margin,-1.585006830692291
EleutherAI/pythia-160m-deduped,step1000,1000,0,post_injection_mean_margin,-0.2163058048486709
EleutherAI/pythia-160m-deduped,step1000,1000,0,uptake_margin_delta,1.3687010258436203
EleutherAI/pythia-160m-deduped,step1000,1000,0,normalized_retention_margin,0.2329271492715165
EleutherAI/pythia-160m-deduped,step1000,1000,0,normalized_retention_accuracy,0.6304347826086956
EleutherAI/pythia-160m-deduped,step1000,1000,0,k_star_accuracy_threshold,0.0
EleutherAI/pythia-160m-deduped,step1000,1000,0,degradation_auc_accuracy,101.9
EleutherAI/pythia-160m-deduped,step1000,1000,0,degradation_auc_margin,-109.6034210765362
EleutherAI/pythia-160m-deduped,step1000,1000,1,base_probe_accuracy,0.235
EleutherAI/pythia-160m-deduped,step1000,1000,1,post_injection_accuracy,0.39
EleutherAI/pythia-160m-deduped,step1000,1000,1,uptake_accuracy_delta,0.155
EleutherAI/pythia-160m-deduped,step1000,1000,1,base_probe_mean_margin,-1.4352746176719666
EleutherAI/pythia-160m-deduped,step1000,1000,1,post_injection_mean_margin,-0.4242718034982681
EleutherAI/pythia-160m-deduped,step1000,1000,1,uptake_margin_delta,1.0110028141736984
EleutherAI/pythia-160m-deduped,step1000,1000,1,normalized_retention_margin,-0.2281025992635377
EleutherAI/pythia-160m-deduped,step1000,1000,1,normalized_retention_accuracy,0.6129032258064517
EleutherAI/pythia-160m-deduped,step1000,1000,1,k_star_accuracy_threshold,0.0
EleutherAI/pythia-160m-deduped,step1000,1000,1,degradation_auc_accuracy,88.19
EleutherAI/pythia-160m-deduped,step1000,1000,1,degradation_auc_margin,-150.85187183260916
EleutherAI/pythia-160m-deduped,step1000,1000,2,base_probe_accuracy,0.2
EleutherAI/pythia-160m-deduped,step1000,1000,2,post_injection_accuracy,0.435
EleutherAI/pythia-160m-deduped,step1000,1000,2,uptake_accuracy_delta,0.235
EleutherAI/pythia-160m-deduped,step1000,1000,2,base_probe_mean_margin,-1.3767845559120178
EleutherAI/pythia-160m-deduped,step1000,1000,2,post_injection_mean_margin,-0.3698272186517715
EleutherAI/pythia-160m-deduped,step1000,1000,2,uptake_margin_delta,1.0069573372602465
EleutherAI/pythia-160m-deduped,step1000,1000,2,normalized_retention_margin,-0.2319790993702875
EleutherAI/pythia-160m-deduped,step1000,1000,2,normalized_retention_accuracy,0.702127659574468
EleutherAI/pythia-160m-deduped,step1000,1000,2,k_star_accuracy_threshold,0.0
EleutherAI/pythia-160m-deduped,step1000,1000,2,degradation_auc_accuracy,95.76
EleutherAI/pythia-160m-deduped,step1000,1000,2,degradation_auc_margin,-156.2819704580307
EleutherAI/pythia-160m-deduped,step2000,2000,0,base_probe_accuracy,0.23
EleutherAI/pythia-160m-deduped,step2000,2000,0,post_injection_accuracy,0.505
EleutherAI/pythia-160m-deduped,step2000,2000,0,uptake_accuracy_delta,0.275
EleutherAI/pythia-160m-deduped,step2000,2000,0,base_probe_mean_margin,-1.4367871952056883
EleutherAI/pythia-160m-deduped,step2000,2000,0,post_injection_mean_margin,-0.089929701089859
EleutherAI/pythia-160m-deduped,step2000,2000,0,uptake_margin_delta,1.3468574941158296
EleutherAI/pythia-160m-deduped,step2000,2000,0,normalized_retention_margin,0.3638021149903571
EleutherAI/pythia-160m-deduped,step2000,2000,0,normalized_retention_accuracy,0.2727272727272726
EleutherAI/pythia-160m-deduped,step2000,2000,0,k_star_accuracy_threshold,2.0
EleutherAI/pythia-160m-deduped,step2000,2000,0,degradation_auc_accuracy,92.48
EleutherAI/pythia-160m-deduped,step2000,2000,0,degradation_auc_margin,-125.43317127227785
EleutherAI/pythia-160m-deduped,step2000,2000,1,base_probe_accuracy,0.235
EleutherAI/pythia-160m-deduped,step2000,2000,1,post_injection_accuracy,0.52
EleutherAI/pythia-160m-deduped,step2000,2000,1,uptake_accuracy_delta,0.285
EleutherAI/pythia-160m-deduped,step2000,2000,1,base_probe_mean_margin,-1.3860996270179748
EleutherAI/pythia-160m-deduped,step2000,2000,1,post_injection_mean_margin,0.0749333971738815
EleutherAI/pythia-160m-deduped,step2000,2000,1,uptake_margin_delta,1.4610330241918563
EleutherAI/pythia-160m-deduped,step2000,2000,1,normalized_retention_margin,0.2106622684225299
EleutherAI/pythia-160m-deduped,step2000,2000,1,normalized_retention_accuracy,0.368421052631579
EleutherAI/pythia-160m-deduped,step2000,2000,1,k_star_accuracy_threshold,8.5
EleutherAI/pythia-160m-deduped,step2000,2000,1,degradation_auc_accuracy,106.53
EleutherAI/pythia-160m-deduped,step2000,2000,1,degradation_auc_margin,-82.29236014008522
EleutherAI/pythia-160m-deduped,step2000,2000,2,base_probe_accuracy,0.235
EleutherAI/pythia-160m-deduped,step2000,2000,2,post_injection_accuracy,0.545
EleutherAI/pythia-160m-deduped,step2000,2000,2,uptake_accuracy_delta,0.31
EleutherAI/pythia-160m-deduped,step2000,2000,2,base_probe_mean_margin,-1.388824050426483
EleutherAI/pythia-160m-deduped,step2000,2000,2,post_injection_mean_margin,0.0950390483438968
EleutherAI/pythia-160m-deduped,step2000,2000,2,uptake_margin_delta,1.4838630987703798
EleutherAI/pythia-160m-deduped,step2000,2000,2,normalized_retention_margin,0.3626708381170536
EleutherAI/pythia-160m-deduped,step2000,2000,2,normalized_retention_accuracy,0.4354838709677419
EleutherAI/pythia-160m-deduped,step2000,2000,2,k_star_accuracy_threshold,16.0
EleutherAI/pythia-160m-deduped,step2000,2000,2,degradation_auc_accuracy,96.85
EleutherAI/pythia-160m-deduped,step2000,2000,2,degradation_auc_margin,-102.29101545661688
EleutherAI/pythia-160m-deduped,step3000,3000,0,base_probe_accuracy,0.27
EleutherAI/pythia-160m-deduped,step3000,3000,0,post_injection_accuracy,0.52
EleutherAI/pythia-160m-deduped,step3000,3000,0,uptake_accuracy_delta,0.25
EleutherAI/pythia-160m-deduped,step3000,3000,0,base_probe_mean_margin,-1.311101815700531
EleutherAI/pythia-160m-deduped,step3000,3000,0,post_injection_mean_margin,-0.0265374052524566
EleutherAI/pythia-160m-deduped,step3000,3000,0,uptake_margin_delta,1.2845644104480742
EleutherAI/pythia-160m-deduped,step3000,3000,0,normalized_retention_margin,0.5839648276117938
EleutherAI/pythia-160m-deduped,step3000,3000,0,normalized_retention_accuracy,0.4399999999999999
EleutherAI/pythia-160m-deduped,step3000,3000,0,k_star_accuracy_threshold,3.2
EleutherAI/pythia-160m-deduped,step3000,3000,0,degradation_auc_accuracy,96.89
EleutherAI/pythia-160m-deduped,step3000,3000,0,degradation_auc_margin,-120.2162795996666
EleutherAI/pythia-160m-deduped,step3000,3000,1,base_probe_accuracy,0.32
EleutherAI/pythia-160m-deduped,step3000,3000,1,post_injection_accuracy,0.615
EleutherAI/pythia-160m-deduped,step3000,3000,1,uptake_accuracy_delta,0.295
EleutherAI/pythia-160m-deduped,step3000,3000,1,base_probe_mean_margin,-1.2454101586341857
EleutherAI/pythia-160m-deduped,step3000,3000,1,post_injection_mean_margin,0.5351881012320518
EleutherAI/pythia-160m-deduped,step3000,3000,1,uptake_margin_delta,1.7805982598662375
EleutherAI/pythia-160m-deduped,step3000,3000,1,normalized_retention_margin,0.4756766413481865
EleutherAI/pythia-160m-deduped,step3000,3000,1,normalized_retention_accuracy,0.3050847457627118
EleutherAI/pythia-160m-deduped,step3000,3000,1,k_star_accuracy_threshold,57.99999999999999
EleutherAI/pythia-160m-deduped,step3000,3000,1,degradation_auc_accuracy,119.46
EleutherAI/pythia-160m-deduped,step3000,3000,1,degradation_auc_margin,-25.51875563025475
EleutherAI/pythia-160m-deduped,step3000,3000,2,base_probe_accuracy,0.27
EleutherAI/pythia-160m-deduped,step3000,3000,2,post_injection_accuracy,0.52
EleutherAI/pythia-160m-deduped,step3000,3000,2,uptake_accuracy_delta,0.25
EleutherAI/pythia-160m-deduped,step3000,3000,2,base_probe_mean_margin,-1.2175197750329971
EleutherAI/pythia-160m-deduped,step3000,3000,2,post_injection_mean_margin,0.0376728168874979
EleutherAI/pythia-160m-deduped,step3000,3000,2,uptake_margin_delta,1.255192591920495
EleutherAI/pythia-160m-deduped,step3000,3000,2,normalized_retention_margin,0.4622073214331735
EleutherAI/pythia-160m-deduped,step3000,3000,2,normalized_retention_accuracy,0.48
EleutherAI/pythia-160m-deduped,step3000,3000,2,k_star_accuracy_threshold,21.647058823529417
EleutherAI/pythia-160m-deduped,step3000,3000,2,degradation_auc_accuracy,106.94
EleutherAI/pythia-160m-deduped,step3000,3000,2,degradation_auc_margin,-103.33128198698164
EleutherAI/pythia-160m-deduped,step8000,8000,0,base_probe_accuracy,0.28
EleutherAI/pythia-160m-deduped,step8000,8000,0,post_injection_accuracy,0.765
EleutherAI/pythia-160m-deduped,step8000,8000,0,uptake_accuracy_delta,0.485
EleutherAI/pythia-160m-deduped,step8000,8000,0,base_probe_mean_margin,-1.2751419377326965
EleutherAI/pythia-160m-deduped,step8000,8000,0,post_injection_mean_margin,1.0141157314181328
EleutherAI/pythia-160m-deduped,step8000,8000,0,uptake_margin_delta,2.289257669150829
EleutherAI/pythia-160m-deduped,step8000,8000,0,normalized_retention_margin,0.5930700205647339
EleutherAI/pythia-160m-deduped,step8000,8000,0,normalized_retention_accuracy,0.5257731958762887
EleutherAI/pythia-160m-deduped,step8000,8000,0,k_star_accuracy_threshold,184.0
EleutherAI/pythia-160m-deduped,step8000,8000,0,degradation_auc_accuracy,138.24
EleutherAI/pythia-160m-deduped,step8000,8000,0,degradation_auc_margin,15.300067585408687
EleutherAI/pythia-160m-deduped,step8000,8000,1,base_probe_accuracy,0.28
EleutherAI/pythia-160m-deduped,step8000,8000,1,post_injection_accuracy,0.79
EleutherAI/pythia-160m-deduped,step8000,8000,1,uptake_accuracy_delta,0.51
EleutherAI/pythia-160m-deduped,step8000,8000,1,base_probe_mean_margin,-1.3309497690200809
EleutherAI/pythia-160m-deduped,step8000,8000,1,post_injection_mean_margin,1.1611053335666657
EleutherAI/pythia-160m-deduped,step8000,8000,1,uptake_margin_delta,2.4920551025867463
EleutherAI/pythia-160m-deduped,step8000,8000,1,normalized_retention_margin,0.6402359038781396
EleutherAI/pythia-160m-deduped,step8000,8000,1,normalized_retention_accuracy,0.568627450980392
EleutherAI/pythia-160m-deduped,step8000,8000,1,k_star_accuracy_threshold,inf
EleutherAI/pythia-160m-deduped,step8000,8000,1,degradation_auc_accuracy,147.01999999999998
EleutherAI/pythia-160m-deduped,step8000,8000,1,degradation_auc_margin,74.0992071893811
EleutherAI/pythia-160m-deduped,step8000,8000,2,base_probe_accuracy,0.23
EleutherAI/pythia-160m-deduped,step8000,8000,2,post_injection_accuracy,0.71
EleutherAI/pythia-160m-deduped,step8000,8000,2,uptake_accuracy_delta,0.48
EleutherAI/pythia-160m-deduped,step8000,8000,2,base_probe_mean_margin,-1.2870575630664824
EleutherAI/pythia-160m-deduped,step8000,8000,2,post_injection_mean_margin,0.6848309422284364
EleutherAI/pythia-160m-deduped,step8000,8000,2,uptake_margin_delta,1.9718885052949189
EleutherAI/pythia-160m-deduped,step8000,8000,2,normalized_retention_margin,0.5910060939728505
EleutherAI/pythia-160m-deduped,step8000,8000,2,normalized_retention_accuracy,0.5833333333333334
EleutherAI/pythia-160m-deduped,step8000,8000,2,k_star_accuracy_threshold,76.38709677419355
EleutherAI/pythia-160m-deduped,step8000,8000,2,degradation_auc_accuracy,121.42
EleutherAI/pythia-160m-deduped,step8000,8000,2,degradation_auc_margin,-32.626588652953515
EleutherAI/pythia-160m-deduped,step143000,143000,0,base_probe_accuracy,0.24
EleutherAI/pythia-160m-deduped,step143000,143000,0,post_injection_accuracy,0.95
EleutherAI/pythia-160m-deduped,step143000,143000,0,uptake_accuracy_delta,0.71
EleutherAI/pythia-160m-deduped,step143000,143000,0,base_probe_mean_margin,-1.2561064064502716
EleutherAI/pythia-160m-deduped,step143000,143000,0,post_injection_mean_margin,3.177558964323252
EleutherAI/pythia-160m-deduped,step143000,143000,0,uptake_margin_delta,4.433665370773523
EleutherAI/pythia-160m-deduped,step143000,143000,0,normalized_retention_margin,0.2693936710753925
EleutherAI/pythia-160m-deduped,step143000,143000,0,normalized_retention_accuracy,0.3450704225352112
EleutherAI/pythia-160m-deduped,step143000,143000,0,k_star_accuracy_threshold,126.11764705882358
EleutherAI/pythia-160m-deduped,step143000,143000,0,degradation_auc_accuracy,135.63
EleutherAI/pythia-160m-deduped,step143000,143000,0,degradation_auc_margin,0.5183835076913255
EleutherAI/pythia-160m-deduped,step143000,143000,1,base_probe_accuracy,0.275
EleutherAI/pythia-160m-deduped,step143000,143000,1,post_injection_accuracy,0.95
EleutherAI/pythia-160m-deduped,step143000,143000,1,uptake_accuracy_delta,0.6749999999999999
EleutherAI/pythia-160m-deduped,step143000,143000,1,base_probe_mean_margin,-1.261992826461792
EleutherAI/pythia-160m-deduped,step143000,143000,1,post_injection_mean_margin,3.45337874651188
EleutherAI/pythia-160m-deduped,step143000,143000,1,uptake_margin_delta,4.715371572973672
EleutherAI/pythia-160m-deduped,step143000,143000,1,normalized_retention_margin,0.3570854637742712
EleutherAI/pythia-160m-deduped,step143000,143000,1,normalized_retention_accuracy,0.5259259259259259
EleutherAI/pythia-160m-deduped,step143000,143000,1,k_star_accuracy_threshold,125.9354838709678
EleutherAI/pythia-160m-deduped,step143000,143000,1,degradation_auc_accuracy,139.11
EleutherAI/pythia-160m-deduped,step143000,143000,1,degradation_auc_margin,41.9078971701162
EleutherAI/pythia-160m-deduped,step143000,143000,2,base_probe_accuracy,0.245
EleutherAI/pythia-160m-deduped,step143000,143000,2,post_injection_accuracy,0.86
EleutherAI/pythia-160m-deduped,step143000,143000,2,uptake_accuracy_delta,0.615
EleutherAI/pythia-160m-deduped,step143000,143000,2,base_probe_mean_margin,-1.242426456809044
EleutherAI/pythia-160m-deduped,step143000,143000,2,post_injection_mean_margin,2.4324063434265555
EleutherAI/pythia-160m-deduped,step143000,143000,2,uptake_margin_delta,3.6748328002356
EleutherAI/pythia-160m-deduped,step143000,143000,2,normalized_retention_margin,0.2781195748609651
EleutherAI/pythia-160m-deduped,step143000,143000,2,normalized_retention_accuracy,0.3902439024390244
EleutherAI/pythia-160m-deduped,step143000,143000,2,k_star_accuracy_threshold,58.782608695652165
EleutherAI/pythia-160m-deduped,step143000,143000,2,degradation_auc_accuracy,123.71
EleutherAI/pythia-160m-deduped,step143000,143000,2,degradation_auc_margin,-29.304356678761536
