model,step,stage,n_seeds,base_accuracy_mean,base_accuracy_std,post_injection_accuracy_mean,post_injection_accuracy_std,post_continuation_accuracy_mean,post_continuation_accuracy_std,base_mean_margin_mean,base_mean_margin_std,post_injection_mean_margin_mean,post_injection_mean_margin_std,post_continuation_mean_margin_mean,post_continuation_mean_margin_std,uptake_margin_delta_mean,uptake_margin_delta_std,normalized_clean_retention_margin_mean,normalized_clean_retention_margin_std,normalized_degradation_margin_auc_logk_mean,normalized_degradation_margin_auc_logk_std,degradation_accuracy_auc_logk_mean,degradation_accuracy_auc_logk_std,k_star_accuracy_below_0p5_mean,k_star_accuracy_below_0p5_std
EleutherAI/pythia-160m-deduped,1000,step1000,3,0.23125000000000004,0.04375,0.12916666666666668,0.06260408000548633,0.14583333333333334,0.05051814855409226,-0.8769032677014671,0.05063736762514373,-1.3606331606705984,0.21449768332106614,-1.3366297632455826,0.20452606690048475,-0.4837298929691314,0.2073762185317401,0.9442425305863976,0.05032130742632337,0.6706788543203318,0.031705944550378284,0.06522316572719593,0.026894247645154856,4.0,0.0
