group,n,uptake,ret_margin,ret_acc,deg_auc_raw_margin,deg_auc_raw_acc
early_diag,6,0.422569285929203,-0.512625375262839,0.2637626340652851,-172.78934110224247,83.085
window,12,1.604274079405392,0.6852996545428631,0.656806702299584,-80.17614991112923,107.93583333333333
late,6,4.595096557408821,0.4640671968905836,0.6009598932270211,36.75176741309801,137.0716666666667
