experiment_id,model,checkpoint,step,prev_checkpoint,matrix_name,module,layer,subspace_stability_topk,rows,cols,num_singular_values,frobenius_norm,spectral_norm,stable_rank,effective_rank,nuclear_norm,mean_singular_value,median_eigenvalue,mp_edge,mp_outliers_x1,mp_outliers_x1.1,mp_outliers_x1.25,alpha_tail_frac_0.2,alpha_tail_frac_0.3,alpha_tail_frac_0.5
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.0.attention.dense.weight,attention.dense,0,,768,768,768,4.616493644444321,0.33211877942085266,193.21356672758822,618.1010766930273,108.58390805008821,0.14138529694021904,0.018073245247605674,90.88190616689167,0,0,0,4.2909560694372635,2.9978640846444375,1.7521328170399848
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.0.attention.query_key_value.weight,attention.query_key_value,0,,2304,768,768,30.361692505694958,1.715786337852478,313.13062462932385,732.4192661262548,804.7150854170322,1.0478061008034274,1.0636947070847924,2.981343431269682,0,0,0,6.957636828382446,5.002599962894479,3.152833949702809
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.0.mlp.dense_4h_to_h.weight,mlp.dense_4h_to_h,0,,768,3072,768,9.235634796716688,0.4983934760093689,343.3909183301062,742.0450389318657,247.6724819689989,0.322490210897134,0.10151122788808253,0.2493426720368995,0,0,0,7.880306668790062,5.713484358844672,3.643876062922171
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.0.mlp.dense_h_to_4h.weight,mlp.dense_h_to_4h,0,,3072,768,768,35.0136694868802,1.8970208168029785,340.6677816914795,741.9056195575345,938.8018987178802,1.2223983056222398,1.4604179944990534,3.5872339702228615,1,0,0,7.814061553012994,5.678775767336926,3.6306659432326915
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.1.attention.dense.weight,attention.dense,1,,768,768,768,4.613982084663932,0.3300360143184662,195.44705927418784,617.7488171639887,108.47747567616898,0.1412467131200117,0.0179983134038193,90.50510893415299,0,0,0,4.315192645497063,3.0143117698973767,1.7494176770690852
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.1.attention.query_key_value.weight,attention.query_key_value,1,,2304,768,768,30.380061981705904,1.7189072370529175,312.3722393528418,732.4173806654769,805.2083018422127,1.0484483096903812,1.0672181183015823,2.9912189141661116,0,0,0,6.85919953021019,4.998436034916544,3.1590181591312834
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.1.mlp.dense_4h_to_h.weight,mlp.dense_4h_to_h,1,,768,3072,768,9.244119562661451,0.4976558983325958,345.04266249795353,742.0686313538989,247.9083493053913,0.32279732982472825,0.10221036191751631,0.25105995938173525,0,0,0,7.864190798400724,5.6946802006506685,3.647168959965306
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.1.mlp.dense_h_to_4h.weight,mlp.dense_h_to_4h,1,,3072,768,768,35.046642311119705,1.8912498950958252,343.39581527949355,742.0530875915883,939.8533236980438,1.2237673485651612,1.4613495416884135,3.5895221354845366,0,0,0,7.874946322225181,5.698980299386327,3.6380205474521854
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.2.attention.dense.weight,attention.dense,2,,768,768,768,4.619548131572724,0.3319956064224243,193.61291343089735,617.5079700146301,108.61393293009314,0.1414243918360588,0.018129195259685038,91.16325263666897,0,0,0,4.291179123627121,3.0123789377192116,1.7572570704916035
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.2.attention.query_key_value.weight,attention.query_key_value,2,,2304,768,768,30.385106464008118,1.720384120941162,311.93971712255467,732.3409652730788,805.2580678761005,1.0485131092136726,1.0674314374731253,2.9918168091322213,0,0,0,6.949682422535841,5.002502391377257,3.1568092447212277
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.2.mlp.dense_4h_to_h.weight,mlp.dense_4h_to_h,2,,768,3072,768,9.237888344738272,0.4986426830291748,343.21520232010397,741.9033370250644,247.68723081052303,0.3225094151178685,0.10183835557829335,0.2501461978544017,0,0,0,7.825251183891492,5.684707447995754,3.6301507910371833
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.2.mlp.dense_h_to_4h.weight,mlp.dense_h_to_4h,2,,3072,768,768,35.08211946183751,1.8865036964416504,345.82495187131525,741.9786357486892,940.7082622647285,1.2248805498238653,1.4683214478130395,3.606647272658735,0,0,0,7.793624611062148,5.662969100865922,3.6254628633649273
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.3.attention.dense.weight,attention.dense,3,,768,768,768,4.620566469321452,0.3313610553741455,194.44085174955438,618.5031668998772,108.71753093146981,0.14155928506701798,0.018148318640173855,91.25941518231963,0,0,0,4.28899919552928,3.0104070332703325,1.7546519125048672
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.3.attention.query_key_value.weight,attention.query_key_value,3,,2304,768,768,30.346867502444628,1.7307299375534058,307.4461967408139,732.1490334927696,804.0718982815742,1.046968617554133,1.0637943887543884,2.9816228209186937,1,0,0,6.886345384615511,5.005252967022291,3.1626437689155034
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.3.mlp.dense_4h_to_h.weight,mlp.dense_4h_to_h,3,,768,3072,768,9.239828147497423,0.5001523494720459,341.2896838826978,742.0252495864826,247.77341946959496,0.32262163993436843,0.10168427032187788,0.24976771726308739,1,0,0,7.747503874631976,5.683469098594388,3.6348002395674746
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.3.mlp.dense_h_to_4h.weight,mlp.dense_h_to_4h,3,,3072,768,768,35.07892735358167,1.8956974744796753,342.4163921244084,742.044281330958,940.7058776021004,1.2248774447944015,1.4688242913168281,3.6078824103421177,0,0,0,7.764489634352601,5.649286929821768,3.639580926882572
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.4.attention.dense.weight,attention.dense,4,,768,768,768,4.619880185821767,0.3319042921066284,193.74731280241826,617.9518298321472,108.65563232876593,0.14147868792808063,0.018173063966488212,91.38384786684088,0,0,0,4.300552248840291,3.0149275703147156,1.7608572655174741
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.4.attention.query_key_value.weight,attention.query_key_value,4,,2304,768,768,30.357388158524625,1.7260630130767822,309.3253511410157,732.3083039683056,804.5003260076046,1.047526466155735,1.066959042456979,2.9904927715404463,0,0,0,6.896771077732104,5.014078595814571,3.1538739228844626
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.4.mlp.dense_4h_to_h.weight,mlp.dense_4h_to_h,4,,768,3072,768,9.240153651458634,0.4992811977863312,342.5058259347496,741.9714249694324,247.767135694623,0.322613457935707,0.10165692195976739,0.24970054130800998,0,0,0,7.797447572964902,5.634455238324772,3.6246494268941167
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.4.mlp.dense_h_to_4h.weight,mlp.dense_h_to_4h,4,,3072,768,768,35.04963702606931,1.891491413116455,343.36680028277146,741.9482452760233,939.8000350594521,1.2236979623169948,1.4615673654166272,3.590057177287851,0,0,0,7.7521883325649,5.665799666518677,3.6345699597534944
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.5.attention.dense.weight,attention.dense,5,,768,768,768,4.627718997706035,0.33207228779792786,194.20870467659222,617.2731371471282,108.75883587196586,0.1416130675416222,0.01828615594902827,91.95253460818829,0,0,0,4.340945993150788,3.018972116823844,1.7492821485651506
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.5.attention.query_key_value.weight,attention.query_key_value,5,,2304,768,768,30.3696292245861,1.715311884880066,313.46769184211695,732.5311267118839,805.0336614251137,1.0482209133139502,1.0681239304618941,2.9937577414406316,0,0,0,6.906423340562694,4.995390563393438,3.1634010408543825
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.5.mlp.dense_4h_to_h.weight,mlp.dense_4h_to_h,5,,768,3072,768,9.230013094060311,0.49764376878738403,344.00716911186714,742.081885501064,247.53363239765167,0.3223094171844423,0.10166526538973786,0.249721035327894,0,0,0,7.831589447237841,5.723053044728251,3.650400630600099
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.5.mlp.dense_h_to_4h.weight,mlp.dense_h_to_4h,5,,3072,768,768,35.06409761716237,1.8908106088638306,343.8977011482112,741.9185968938642,940.1648415923119,1.2241729708233227,1.463643236167627,3.595156151762164,0,0,0,7.757925665972515,5.661803580485349,3.640881059357975
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.6.attention.dense.weight,attention.dense,6,,768,768,768,4.62200823406117,0.3306880295276642,195.35497743254834,618.2366138237517,108.71830699306156,0.14156029556388225,0.01808073926877185,90.91959009797911,0,0,0,4.3097480715540435,3.014981846496121,1.748259796697814
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.6.attention.query_key_value.weight,attention.query_key_value,6,,2304,768,768,30.370461047346456,1.723636269569397,310.4641950892186,732.4969328807678,805.0201953947544,1.0482033794202532,1.0651423021181827,2.9854007777199283,0,0,0,6.909011970770125,4.992355298708891,3.1613892856150674
e1_phase_identification,EleutherAI/pythia-160m-deduped,step0,0,,gpt_neox.layers.6.mlp.dense_4h_to_h.weight,mlp.dense_4h_to_h,6,,768,3072,768,9.236640687680962,0.4992569088935852,342.278745937452,741.9935278430077,247.68335931003094,0.32250437410160276,0.10159622240756905,0.24955144461347226,0,0,0,7.850424400497746,5.724652512461113,3.6494778546530795
