step,retention_margin_mean,retention_margin_sem,retention_margin_count,uptake_margin_mean,uptake_margin_sem,uptake_margin_count,degradation_auc_margin_mean,degradation_auc_margin_sem,degradation_auc_margin_count
0,-1.369158997833184,0.17509388468887838,10,0.27580145907402037,0.027474759991088726,10,-146.95540543794633,9.776271489341475,10
1,-1.369158997833184,0.17509388468887838,10,0.27580145907402037,0.027474759991088726,10,-146.95540543794633,9.776271489341475,10
2,-1.3678688875229672,0.17491863564863777,10,0.2759333336353301,0.02746823252718993,10,-146.95545747232435,9.776309121069247,10
4,-1.3165047418441962,0.1687506318753905,10,0.2813492112159729,0.027357002911468014,10,-146.96671870017053,9.804571419234117,10
8,-1.176740124662275,0.1573810009668471,10,0.2958272869586944,0.027104239967781014,10,-147.89911037015912,10.005660262247444,10
16,-1.4437796907340226,0.24840937122425205,10,0.24884803533554076,0.025054650482676927,10,-156.45998677015305,10.883405802352222,10
32,-3.7130402789487738,0.6579606701194586,10,0.10980615186691281,0.017408133700791417,10,-174.2869584650993,9.993970689941875,10
64,-0.5684498951333748,0.19803064725540903,10,0.3855301463603973,0.04478353625751915,10,-110.63165526103974,7.727513772083206,10
128,0.3421065695226609,0.008814625250424068,10,0.8841918241977691,0.042947791987366236,10,-94.17880702924728,8.788908674739249,10
256,0.55321942165077,0.01678559859503319,10,1.2289307370185854,0.04140448081201061,10,-81.78095570099353,9.323724303199201,10
512,0.6050486088843048,0.019707104713929884,10,1.5701771987676623,0.018019345080740466,10,-35.94377976286411,6.175571929031902,10
1000,0.7551208969297949,0.016470394036716574,10,1.2283683664798737,0.0579790235043247,10,-114.18564094913006,10.11715715259705,10
2000,0.6709772141678572,0.01377586649958114,10,1.523147498846054,0.06897147001339926,10,-83.07320946419239,10.246401962569486,10
3000,0.6323729454950568,0.015077209025458239,10,1.5339323343783617,0.04158285921107105,10,-59.50319256141781,7.284208417097419,10
4000,0.5934155450716915,0.01000067098015149,10,1.7837101500481367,0.07778508931725163,10,-15.652388261750342,12.720262450630416,10
5000,0.5350214771779809,0.016095057419363082,10,1.7012874450683593,0.031054564115536695,10,-30.478380101382733,4.471548172814332,10
6000,0.5076708654052509,0.013757871669311753,10,1.9857345147430898,0.03928708980072625,10,-4.061520093500613,7.914518188292166,10
7000,0.573750663246247,0.014600843572754136,10,1.726572381321341,0.049578965067169155,10,-26.361565565265714,10.904241878868818,10
8000,0.4585765428783638,0.004512359875867076,10,2.2532132914476097,0.03685083227307298,10,24.450505425058303,11.026786996594064,10
9000,0.49288111565141257,0.009894217296694072,10,2.12008085982129,0.03784137307956248,10,-6.969085922464728,6.2774673065295525,10
10000,0.496678468892529,0.016834665766988603,10,2.166268375761807,0.038296335530484185,10,-3.2510641336366546,7.065017251754925,10
13000,0.44231945399034434,0.01167114701316234,10,2.075317534219473,0.04425186754668472,10,-7.07697243977338,3.8816707446934733,10
16000,0.43870836924836365,0.006586875273802308,10,2.0229343635179102,0.04796931262863099,10,-19.844499949522323,10.060838379083965,10
23000,0.40176354245888285,0.010368397420019418,10,2.324800848826766,0.047434196793976,10,-8.746438917160035,6.252528319666324,10
32000,0.39319708657998836,0.012805519897445702,10,2.2166562925260513,0.04004113029571123,10,-26.356760963950308,6.304368139766276,10
44000,0.33314245221725053,0.011243353687023195,10,2.782067024216056,0.04325248743548036,10,5.6510512388944605,5.676049429898835,10
64000,0.334212892793692,0.009427486167365226,10,3.136763033251511,0.11568725896215303,10,17.32277095768089,9.71860893821204,10
89000,0.2759071222837356,0.012202983552852044,10,4.0162777221184225,0.08990610933924,10,56.201257950101045,3.5532087736859843,10
100000,0.277445850747484,0.009533682960968572,10,3.6689115885109644,0.10022896431396179,10,38.23156366836,4.663964142826825,10
110000,0.23947747403982836,0.018924395873731667,10,3.5610693008147067,0.10500179947854854,10,0.2969209102172098,6.918104897248068,10
128000,0.2113185000651021,0.013133494125922074,10,5.083368562041694,0.23265423243053485,10,32.21288161789818,8.370962734071213,10
143000,0.24309867290166626,0.00815920685400021,10,5.094593413704759,0.1348448816744521,10,16.286689468177475,4.208835272374181,10
