experiment_id,model,stage,step,seed,timestamp,poison_budget,probe_accuracy,probe_mean_margin,probe_mean_nll,poison_train_steps
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T17:59:47+0000,0,0.63,0.2618079686164856,3.2688503849506376,0
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T17:59:47+0000,4,0.61,0.2664466744661331,3.055679513812065,1
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T17:59:47+0000,16,0.585,0.168221315741539,2.9390698856115343,3
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T17:59:47+0000,64,0.465,-0.1622230190038681,3.0501613080501557,12
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T17:59:47+0000,256,0.395,-0.26106678903102876,2.963752735853195,48
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T18:02:38+0000,0,0.545,0.2519332718849182,3.4719220566749573,0
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T18:02:38+0000,4,0.56,0.17454347372055054,3.470032353401184,1
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T18:02:38+0000,16,0.59,0.19800554543733598,2.961484050452709,3
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T18:02:38+0000,64,0.455,-0.13016291826963425,2.9961480310559274,12
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T18:02:38+0000,256,0.44,-0.09218075096607209,2.84242291033268,48
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-04T18:05:26+0000,0,0.48,-0.19402585208415984,3.850596158504486,0
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-04T18:05:26+0000,4,0.47,-0.23575385749340058,3.8168084061145784,1
e3_factual_160m_final_calibration_v4,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-04T18:05:26+0000,16,0.455,-0.24945586740970613,3.7031000405550003,3
