step_num,stage,n,uptake_mean,uptake_sem,uptake_median,retention_mean,retention_sem,retention_median,degradation_auc_mean,degradation_auc_sem,degradation_auc_median
1,step1,5,0.27580145907402037,0.04121213998663308,0.2649950242042541,-1.369158997833184,0.2626408270333176,-1.485654510124682,-146.95540543794633,14.664407234012211,-149.1272767305374
2,step2,5,0.2759333336353301,0.04120234879078489,0.2651521527767181,-1.3678688875229672,0.2623779534729566,-1.484811031831688,-146.95545747232435,14.664463681603864,-149.12080155611037
4,step4,5,0.2813492112159729,0.04103550436720201,0.2719617140293121,-1.3165047418441962,0.2531259478130857,-1.4453200493123854,-146.96671870017053,14.706857128851173,-149.10611860513688
8,step8,5,0.2958272869586945,0.04065635995167152,0.2915955758094787,-1.1767401246622753,0.23607150145027067,-1.300394793207597,-147.89911037015912,15.008490393371163,-150.4972292137146
16,step16,5,0.2488480353355408,0.037581975724015386,0.2454056191444397,-1.4437796907340223,0.37261405683637816,-1.3231052420895295,-156.45998677015305,16.325108703528333,-161.71484290361403
32,step32,5,0.10980615186691281,0.02611220055118712,0.0826383924484253,-3.7130402789487738,0.9869410051791876,-3.958454869837483,-174.2869584650993,14.99095603491281,-172.82643296718595
64,step64,5,0.38553014636039734,0.06717530438627874,0.4290343010425567,-0.568449895133375,0.2970459708831135,-0.3532510971138785,-110.63165526103974,11.59127065812481,-114.1280783891678
128,step128,5,0.8841918241977691,0.06442168798104934,0.8316498076915741,0.3421065695226609,0.013221937875636105,0.3362266473350221,-94.17880702924728,13.183363012108872,-97.88968103408811
256,step256,5,1.2289307370185854,0.06210672121801593,1.239131373167038,0.55321942165077,0.025178397892549786,0.5781822330667122,-81.78095570099353,13.985586454798801,-77.66276071548461
512,step512,5,1.5701771987676623,0.027029017621110714,1.582873432636261,0.6050486088843048,0.029560657070894815,0.5895475847858088,-35.94377976286411,9.263357893547852,-29.31132579445839
1000,step1000,5,1.2283683664798737,0.08696853525648705,1.2288958567380903,0.7551208969297949,0.024705591055074864,0.7734001188740295,-114.18564094913006,15.175735728895576,-110.50459309279918
2000,step2000,5,1.5231474988460543,0.10345720502009888,1.4510250225663186,0.6709772141678573,0.020663799749371704,0.6584489758867006,-83.07320946419239,15.369602943854227,-78.11266932249069
3000,step3000,5,1.5339323343783615,0.062374288816606574,1.5742938119173049,0.6323729454950568,0.02261581353818736,0.6584330151716445,-59.50319256141781,10.92631262564613,-50.64352544426917
4000,step4000,5,1.7837101500481367,0.11667763397587745,1.683889857232571,0.5934155450716915,0.015001006470227238,0.5918763698221751,-15.652388261750342,19.080393675945626,-31.002642034888268
5000,step5000,5,1.7012874450683593,0.04658184617330503,1.7278608307242391,0.5350214771779809,0.024142586129044626,0.5531006302526609,-30.478380101382736,6.707322259221497,-26.071248250603677
6000,step6000,5,1.9857345147430898,0.05893063470108938,1.9843946543335915,0.5076708654052509,0.020636807503967635,0.5079911567455053,-4.061520093500613,11.871777282438249,10.197842518687246
7000,step7000,5,1.7265723813213405,0.07436844760075371,1.6353944182395936,0.5737506632462469,0.0219012653591312,0.5932268196928584,-26.36156556526572,16.35636281830323,-22.956031268835066
8000,step8000,5,2.25321329144761,0.05527624840960947,2.254291221499443,0.4585765428783638,0.006768539813800616,0.4599912793111499,24.450505425058303,16.540180494891096,34.58826797842979
9000,step9000,5,2.1200808598212895,0.0567620596193437,2.122545013725757,0.49288111565141257,0.014841325945041105,0.5036608956362197,-6.969085922464728,9.416200959794327,-0.258255220055581
10000,step10000,5,2.166268375761807,0.057444503295726285,2.2150186679512265,0.4966784688925291,0.0252519986504829,0.5150263771157779,-3.2510641336366546,10.597525877632387,-2.7711445851624
13000,step13000,5,2.075317534219473,0.06637780132002705,2.0659274551272397,0.44231945399034434,0.017506720519743505,0.4410043375231858,-7.07697243977338,5.822506117040209,-7.103579075336452
16000,step16000,5,2.0229343635179102,0.07195396894294646,1.9606922874040904,0.43870836924836365,0.009880312910703454,0.4414231319466083,-19.844499949522323,15.091257568625949,-23.71757655575872
23000,step23000,5,2.324800848826766,0.071151295190964,2.2570445261895653,0.40176354245888274,0.015552596130029128,0.4030107969349421,-8.746438917160035,9.378792479499486,-1.1950771456956917
32000,step32000,5,2.2166562925260513,0.06006169544356688,2.236020733714104,0.3931970865799883,0.019208279846168557,0.3774492617877712,-26.356760963950308,9.456552209649413,-27.874865440353744
44000,step44000,5,2.782067024216056,0.0648787311532205,2.7967857053875926,0.33314245221725053,0.01686503053053479,0.3100888752513835,5.651051238894461,8.514074144848252,2.9100590693950608
64000,step64000,5,3.136763033251511,0.1735308884432295,3.093890335820616,0.334212892793692,0.014141229251047839,0.3243435165888361,17.32277095768089,14.577913407318055,13.515568366050722
89000,step89000,5,4.0162777221184225,0.13485916400886003,4.051630102787167,0.2759071222837356,0.018304475329278067,0.263502134360073,56.201257950101045,5.3298131605289765,58.53598907046951
100000,step100000,5,3.6689115885109644,0.1503434464709427,3.740541269145906,0.277445850747484,0.014300524441452859,0.2752592089746424,38.23156366836001,6.995946214240236,41.66442955046893
110000,step110000,5,3.5610693008147067,0.15750269921782278,3.445896633530501,0.23947747403982836,0.028386593810597504,0.2057928519110961,0.2969209102172087,10.3771573458721,5.657220339446205
128000,step128000,5,5.083368562041694,0.3489813486458023,4.62308744841488,0.2113185000651021,0.01970024118888311,0.2244680772282176,32.21288161789818,12.556444101106818,36.91705756218637
143000,step143000,5,5.094593413704759,0.20226732251167812,5.236415775916539,0.24309867290166626,0.012238810281000316,0.247762578709809,16.286689468177475,6.313252908561271,13.321907476810736
