experiment_id,model,stage,step,seed,signal_type,base_accuracy,base_mean_margin,base_median_margin,base_mean_gold_logprob,base_n_items,post_injection_accuracy,post_injection_mean_margin,post_injection_median_margin,post_injection_mean_gold_logprob,post_injection_n_items,post_continuation_accuracy,post_continuation_mean_margin,post_continuation_median_margin,post_continuation_mean_gold_logprob,post_continuation_n_items,degradation_k4_accuracy,degradation_k4_mean_margin,degradation_k4_median_margin,degradation_k4_mean_gold_logprob,degradation_k4_n_items,degradation_k16_accuracy,degradation_k16_mean_margin,degradation_k16_median_margin,degradation_k16_mean_gold_logprob,degradation_k16_n_items,uptake_margin_delta,uptake_accuracy_delta,clean_retention_margin_delta,normalized_clean_retention_margin,clean_retention_accuracy_delta,normalized_degradation_k4_margin,normalized_degradation_k16_margin,normalized_degradation_margin_auc_logk,degradation_accuracy_auc_logk,k_star_accuracy_below_0p5
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,0.2125,-0.823901230096817,-0.7460250854492188,-14.213636887073516,160.0,0.00625,-1.8179890006780624,-1.7023849487304688,-10.46443322300911,160.0,0.04375,-1.6853913426399232,-1.5852994918823242,-10.99567328095436,160.0,0.0125,-1.789024478197098,-1.740687370300293,-10.584179031848908,160.0,0.00625,-1.915363809466362,-1.9147729873657229,-10.295662885904312,160.0,-0.9940877705812453,-0.20625,-0.8614901125431061,0.8666137317426116,-0.16875,0.9708632141566045,1.0979539349240406,0.6227760174173165,0.005644312418699648,4
