arm,seed,inject_checkpoint,endpoint_checkpoint,t_cont,phase,lm_loss,delta_p_global,delta_cos_global,delta_norm_global,drift_norm_global,timestamp
in_window_carried,0,step1000,step2000,0,snapshot_0,3.9453125,1.0,1.0,0.12394450979828706,0.12394450979828706,1780779576.195466
in_window_carried,0,step1000,step2000,8,endpoint_8,3.9453125,0.9994528160467776,0.9990423558172266,0.12394450979828706,0.12399543285640081,1780779611.708944
