outcome,n_pairs,mean_window,mean_late,mean_diff,ci_low,ci_high,p_diff_le_0
normalized_retention_margin,8,0.6731626242627005,0.39430827004566155,0.2788543542170388,0.23657454324618654,0.3179373688851724,0.0
normalized_retention_accuracy,8,0.6169921048784197,0.4566975851399465,0.16029451973847314,0.09258567481534359,0.23233690277200517,0.0
normalized_degradation_auc_margin,8,0.8564649286650624,0.6531690782421947,0.2032958504228678,0.19095204949865913,0.21459559355982027,0.0
normalized_degradation_auc_accuracy,8,0.8083929047075974,0.7383744920033907,0.07001841270420672,0.05015772583237009,0.08915637201847684,0.0
