step,n,uptake_margin_delta_mean,uptake_margin_delta_sem,normalized_retention_margin_mean,normalized_retention_margin_sem,normalized_degradation_auc_margin_mean,normalized_degradation_auc_margin_sem
0,8,0.20954474732279774,0.0563002350613175,-1.2095566004506273,0.9529181122752873,0.06059763950810872,0.38450328045942866
128,8,0.8323777502030134,0.04656102447416585,0.1831778805065799,0.07921145406249218,0.6655494773041626,0.05085442259922939
512,8,1.5295398657768964,0.04138251608204459,0.5795703681576728,0.022959953013712633,0.8537794334623093,0.01578606331643187
1000,8,1.1899712551012636,0.05930252109761485,0.7510572233135621,0.016085235400386137,0.9081101697893105,0.01571509059069438
2000,8,1.587419912717305,0.08468271443198067,0.7019156289521797,0.030922541901374313,0.8467757339944909,0.011188244678758208
3000,8,1.75925369837787,0.12331319866549845,0.6601072766273869,0.023730914015960818,0.8171943774141391,0.008060126356793162
8000,8,2.6522951253928477,0.20526264965976967,0.47972837548397274,0.016263046498144952,0.7594582298582131,0.02157942076224558
143000,8,5.334072442668621,0.38658015872770307,0.30888816460735036,0.035795148646472236,0.5468799266261763,0.008986333889423255
