outcome,model_kind,break_step,include_uptake,n,p,rss,aic,bic,rmse,loocv_rmse,delta_aic,delta_bic
normalized_retention_margin,fixed_break_segmented,1000,False,48,3,0.26842958234182623,-242.9456483278579,-237.3320452951342,0.07478156835380435,0.08014453675045848,0.0,0.0
normalized_retention_margin,free_break_candidate_segmented,1000,False,48,3,0.26842958234182623,-242.9456483278579,-237.3320452951342,0.07478156835380435,0.08014453675045848,0.0,0.0
normalized_retention_margin,fixed_break_segmented,2000,False,48,3,0.35845306974341556,-229.06361019313272,-223.45000716040903,0.08641627327257961,0.09243578950682596,13.882038134725178,13.882038134725178
normalized_retention_margin,free_break_candidate_segmented,2000,False,48,3,0.35845306974341556,-229.06361019313272,-223.45000716040903,0.08641627327257961,0.09243578950682596,13.882038134725178,13.882038134725178
normalized_retention_margin,fixed_break_segmented,3000,False,48,3,0.4089507861963998,-222.73735047529368,-217.12374744257,0.09230280627238985,0.09861318501313152,20.208297852564215,20.208297852564215
normalized_retention_margin,free_break_candidate_segmented,3000,False,48,3,0.4089507861963998,-222.73735047529368,-217.12374744257,0.09230280627238985,0.09861318501313152,20.208297852564215,20.208297852564215
normalized_retention_margin,quadratic_log_step,,False,48,3,0.45267069193213294,-217.8619861507203,-212.24838311799664,0.0971114793176006,0.10404802918568093,25.083662177137597,25.08366217713757
normalized_retention_margin,window_indicator,,False,48,3,0.4589974354615798,-217.19576001958876,-211.58215698686507,0.09778776289554969,0.1024462259224871,25.749888308269135,25.749888308269135
normalized_retention_margin,monotone_log_step,,False,48,2,0.5224927587574493,-212.97656791925667,-209.23416589744087,0.10433247724197321,0.10926831256051103,29.96908040860123,28.097879397693333
normalized_retention_margin,free_break_candidate_segmented,8000,False,48,3,0.5015316412584767,-212.94190037957233,-207.32829734684867,0.10221827556533909,0.10940208818585695,30.003747948285564,30.003747948285536
normalized_retention_margin,free_break_candidate_segmented,512,False,48,3,0.522492758757449,-210.9765679192567,-205.362964886533,0.1043324772419732,0.109268312560511,31.9690804086012,31.9690804086012
normalized_retention_margin,fixed_break_segmented,1000,True,48,4,0.2671708516125274,-241.17126123781912,-233.68645719418757,0.07460602796419549,0.08361290901819848,0.0,0.0
normalized_retention_margin,free_break_candidate_segmented,1000,True,48,4,0.2671708516125274,-241.17126123781912,-233.68645719418757,0.07460602796419549,0.08361290901819848,0.0,0.0
normalized_retention_margin,fixed_break_segmented,2000,True,48,4,0.35732818307972003,-227.21447920261267,-219.7296751589811,0.0862805722483003,0.09487123326059402,13.956782035206459,13.956782035206459
normalized_retention_margin,free_break_candidate_segmented,2000,True,48,4,0.35732818307972003,-227.21447920261267,-219.7296751589811,0.0862805722483003,0.09487123326059402,13.956782035206459,13.956782035206459
normalized_retention_margin,window_indicator,,True,48,4,0.36461130595982816,-226.24597210773442,-218.76116806410286,0.08715542940151856,0.09367558642203354,14.925289130084707,14.925289130084707
normalized_retention_margin,fixed_break_segmented,3000,True,48,4,0.40192596478561077,-221.5690425007284,-214.08423845709683,0.09150659866752903,0.10032350742166628,19.602218737090737,19.602218737090737
normalized_retention_margin,free_break_candidate_segmented,3000,True,48,4,0.40192596478561077,-221.5690425007284,-214.08423845709683,0.09150659866752903,0.10032350742166628,19.602218737090737,19.602218737090737
normalized_retention_margin,quadratic_log_step,,True,48,4,0.4340468507039821,-217.87858291288342,-210.39377886925186,0.09509281110052235,0.10458309724190695,23.292678324935707,23.292678324935707
normalized_retention_margin,monotone_log_step,,True,48,3,0.45617479922648124,-217.49185066518828,-211.8782476324646,0.09748662293131141,0.10565658758179122,23.679410572630843,21.808209561722975
normalized_retention_margin,free_break_candidate_segmented,8000,True,48,4,0.4553927145086139,-215.57421445087158,-208.08941040724002,0.09740301955755507,0.10789554625945819,25.597046786947544,25.597046786947544
normalized_retention_margin,free_break_candidate_segmented,512,True,48,4,0.4561747992264811,-215.49185066518834,-208.00704662155678,0.0974866229313114,0.1056565875817912,25.679410572630786,25.679410572630786
normalized_retention_accuracy,fixed_break_segmented,1000,False,48,3,1.1869593694902676,-171.59069402134799,-165.9770909886243,0.15725240919526132,0.16707384442660053,0.0,0.0
normalized_retention_accuracy,free_break_candidate_segmented,1000,False,48,3,1.1869593694902676,-171.59069402134799,-165.9770909886243,0.15725240919526132,0.16707384442660053,0.0,0.0
normalized_retention_accuracy,window_indicator,,False,48,3,1.3860123940705944,-164.1489680567657,-158.53536502404205,0.16992721444725695,0.17657922009373841,7.441725964582275,7.441725964582247
normalized_retention_accuracy,monotone_log_step,,False,48,2,1.526553845876347,-161.51303380455911,-157.77063178274332,0.17833453149186754,0.18624947985428766,10.077660216788871,8.206459205880975
normalized_retention_accuracy,fixed_break_segmented,2000,False,48,3,1.4909884985675839,-160.644561074884,-155.0309580421603,0.17624488754804965,0.18641494040578047,10.94613294646399,10.94613294646399
normalized_retention_accuracy,free_break_candidate_segmented,2000,False,48,3,1.4909884985675839,-160.644561074884,-155.0309580421603,0.17624488754804965,0.18641494040578047,10.94613294646399,10.94613294646399
normalized_retention_accuracy,free_break_candidate_segmented,8000,False,48,3,1.5074983252357852,-160.11597466771238,-154.50237163498872,0.17721798754381243,0.18850885185580946,11.474719353635606,11.474719353635578
normalized_retention_accuracy,fixed_break_segmented,3000,False,48,3,1.522052979175124,-159.6547652714374,-154.04116223871375,0.1780714380976029,0.18886109260349537,11.935928749910573,11.935928749910545
normalized_retention_accuracy,free_break_candidate_segmented,3000,False,48,3,1.522052979175124,-159.6547652714374,-154.04116223871375,0.1780714380976029,0.18886109260349537,11.935928749910573,11.935928749910545
normalized_retention_accuracy,quadratic_log_step,,False,48,3,1.5264773511729974,-159.51543911621468,-153.901836083491,0.17833006331735202,0.18952865733457316,12.075254905133306,12.075254905133306
normalized_retention_accuracy,free_break_candidate_segmented,512,False,48,3,1.526553845876347,-159.51303380455911,-153.89943077183545,0.17833453149186754,0.1862494798542877,12.077660216788871,12.077660216788843
normalized_retention_accuracy,fixed_break_segmented,1000,True,48,4,1.0557320254080733,-175.21439783898012,-167.72959379534856,0.1483051489193869,0.16249943681902476,0.0,0.0
normalized_retention_accuracy,free_break_candidate_segmented,1000,True,48,4,1.0557320254080733,-175.21439783898012,-167.72959379534856,0.1483051489193869,0.16249943681902476,0.0,0.0
normalized_retention_accuracy,window_indicator,,True,48,4,1.37611313513975,-162.49302661463642,-155.00822257100486,0.16931929496883924,0.17953095380894746,12.721371224343699,12.721371224343699
normalized_retention_accuracy,monotone_log_step,,True,48,3,1.5254299793534858,-159.54838497194717,-153.9347819392235,0.17826887343709488,0.19042347957285438,15.666012867032947,13.794811856125051
normalized_retention_accuracy,fixed_break_segmented,2000,True,48,4,1.4830115775250698,-158.90205476584697,-151.4172507222154,0.175772792353573,0.18910260770184462,16.31234307313315,16.31234307313315
normalized_retention_accuracy,free_break_candidate_segmented,2000,True,48,4,1.4830115775250698,-158.90205476584697,-151.4172507222154,0.175772792353573,0.18910260770184462,16.31234307313315,16.31234307313315
normalized_retention_accuracy,free_break_candidate_segmented,8000,True,48,4,1.4952612535272816,-158.50720325484374,-151.0223992112122,0.17649724109784748,0.1930631106446192,16.707194584136374,16.707194584136374
normalized_retention_accuracy,fixed_break_segmented,3000,True,48,4,1.5220309157096361,-157.6554610777161,-150.17065703408454,0.1780701474436898,0.19271265509289728,17.55893676126402,17.55893676126402
normalized_retention_accuracy,free_break_candidate_segmented,3000,True,48,4,1.5220309157096361,-157.6554610777161,-150.17065703408454,0.1780701474436898,0.19271265509289728,17.55893676126402,17.55893676126402
normalized_retention_accuracy,quadratic_log_step,,True,48,4,1.52530655576586,-157.55226884204941,-150.06746479841786,0.1782616613626967,0.1934663817776869,17.662128996930704,17.662128996930704
normalized_retention_accuracy,free_break_candidate_segmented,512,True,48,4,1.5254299793534853,-157.5483849719472,-150.06358092831564,0.17826887343709485,0.19042347957285438,17.66601286703292,17.66601286703292
normalized_degradation_auc_margin,fixed_break_segmented,1000,False,48,3,0.07020553503618746,-307.3213984942637,-301.70779546154,0.03824415397487445,0.04067285496124049,0.0,0.0
normalized_degradation_auc_margin,free_break_candidate_segmented,1000,False,48,3,0.07020553503618746,-307.3213984942637,-301.70779546154,0.03824415397487445,0.04067285496124049,0.0,0.0
normalized_degradation_auc_margin,fixed_break_segmented,2000,False,48,3,0.08845635720019615,-296.2294559275198,-290.6158528947961,0.04292832136252344,0.04537226531497254,11.09194256674391,11.09194256674391
normalized_degradation_auc_margin,free_break_candidate_segmented,2000,False,48,3,0.08845635720019615,-296.2294559275198,-290.6158528947961,0.04292832136252344,0.04537226531497254,11.09194256674391,11.09194256674391
normalized_degradation_auc_margin,quadratic_log_step,,False,48,3,0.09221439469687977,-294.2323222472958,-288.61871921457214,0.04383073377039976,0.04660804440776074,13.089076246967863,13.089076246967863
normalized_degradation_auc_margin,fixed_break_segmented,3000,False,48,3,0.0933911279243182,-293.62367708499534,-288.01007405227165,0.044109505760360726,0.04665582269731842,13.697721409268354,13.697721409268354
normalized_degradation_auc_margin,free_break_candidate_segmented,3000,False,48,3,0.0933911279243182,-293.62367708499534,-288.01007405227165,0.044109505760360726,0.04665582269731842,13.697721409268354,13.697721409268354
normalized_degradation_auc_margin,free_break_candidate_segmented,8000,False,48,3,0.09982789930824226,-290.4244124857558,-284.8108094530321,0.045604253115855836,0.04870060532486326,16.896986008507895,16.896986008507895
normalized_degradation_auc_margin,monotone_log_step,,False,48,2,0.11638011019818398,-285.0605429014143,-281.3181408795985,0.04924008153048523,0.05127159805176195,22.260855592849396,20.3896545819415
normalized_degradation_auc_margin,free_break_candidate_segmented,512,False,48,3,0.11638011019818392,-283.0605429014143,-277.4469398686906,0.04924008153048522,0.05127159805176194,24.260855592849396,24.260855592849396
normalized_degradation_auc_margin,window_indicator,,False,48,3,0.2842751235953151,-240.19266122906686,-234.57905819634317,0.07695712058176118,0.08141659383588347,67.12873726519683,67.12873726519683
normalized_degradation_auc_margin,fixed_break_segmented,1000,True,48,4,0.05819237411033154,-314.32969469295006,-306.8448906493185,0.03481868933918354,0.03792313723092939,0.0,0.0
normalized_degradation_auc_margin,free_break_candidate_segmented,1000,True,48,4,0.05819237411033154,-314.32969469295006,-306.8448906493185,0.03481868933918354,0.03792313723092939,0.0,0.0
normalized_degradation_auc_margin,fixed_break_segmented,2000,True,48,4,0.06808090544260942,-306.7964562893223,-299.3116522456907,0.03766101693689417,0.04105851007165345,7.533238403627763,7.533238403627763
normalized_degradation_auc_margin,free_break_candidate_segmented,2000,True,48,4,0.06808090544260942,-306.7964562893223,-299.3116522456907,0.03766101693689417,0.04105851007165345,7.533238403627763,7.533238403627763
normalized_degradation_auc_margin,monotone_log_step,,True,48,3,0.0712779428993052,-306.5937295959011,-300.9801265631774,0.03853514167270603,0.041488210312718904,7.735965097048961,5.864764086141065
normalized_degradation_auc_margin,quadratic_log_step,,True,48,4,0.06892806183582553,-306.2028597399525,-298.7180556963209,0.03789460764074969,0.04158031844290359,8.12683495299757,8.12683495299757
normalized_degradation_auc_margin,fixed_break_segmented,3000,True,48,4,0.06968190844979368,-305.6807473094339,-298.1959432658023,0.038101265412547235,0.04169431947959094,8.648947383516145,8.648947383516145
normalized_degradation_auc_margin,free_break_candidate_segmented,3000,True,48,4,0.06968190844979368,-305.6807473094339,-298.1959432658023,0.038101265412547235,0.04169431947959094,8.648947383516145,8.648947383516145
normalized_degradation_auc_margin,free_break_candidate_segmented,8000,True,48,4,0.07015378702180655,-305.3567920080882,-297.8719879644566,0.038230056625918954,0.042107009953597285,8.972902684861879,8.972902684861879
normalized_degradation_auc_margin,free_break_candidate_segmented,512,True,48,4,0.07127794289930528,-304.59372959590104,-297.10892555226945,0.03853514167270605,0.041488210312718925,9.735965097049018,9.735965097049018
normalized_degradation_auc_margin,window_indicator,,True,48,4,0.08529765389016147,-295.9748483194791,-288.49004427584754,0.0421548865025756,0.045461067267424715,18.354846373470934,18.354846373470934
normalized_degradation_auc_accuracy,monotone_log_step,,False,48,2,0.190147986390391,-261.49537496753317,-257.7529729457174,0.06293978378683188,0.06502610487541349,0.0,0.0
normalized_degradation_auc_accuracy,fixed_break_segmented,1000,False,48,3,0.1840276519342444,-261.06577254340607,-255.45216951068238,0.06191857084346148,0.06556250574932239,0.42960242412709704,2.300803435034993
normalized_degradation_auc_accuracy,free_break_candidate_segmented,1000,False,48,3,0.1840276519342444,-261.06577254340607,-255.45216951068238,0.06191857084346148,0.06556250574932239,0.42960242412709704,2.300803435034993
normalized_degradation_auc_accuracy,fixed_break_segmented,3000,False,48,3,0.18666761431303688,-260.3820824719126,-254.76847943918892,0.06236111473924758,0.0656746664915284,1.1132924956205557,2.9844935065284517
normalized_degradation_auc_accuracy,free_break_candidate_segmented,3000,False,48,3,0.18666761431303688,-260.3820824719126,-254.76847943918892,0.06236111473924758,0.0656746664915284,1.1132924956205557,2.9844935065284517
normalized_degradation_auc_accuracy,fixed_break_segmented,2000,False,48,3,0.1872945197285319,-260.2211491292395,-254.60754609651582,0.06246574390024569,0.0659864969241383,1.2742258382936598,3.145426849201556
normalized_degradation_auc_accuracy,free_break_candidate_segmented,2000,False,48,3,0.1872945197285319,-260.2211491292395,-254.60754609651582,0.06246574390024569,0.0659864969241383,1.2742258382936598,3.145426849201556
normalized_degradation_auc_accuracy,quadratic_log_step,,False,48,3,0.18964263264459857,-259.6231137419956,-254.00951070927192,0.0628560910341695,0.06606844000918292,1.8722612255375566,3.7434622364454526
