outcome,model_kind,break_step,include_uptake,n,p,rss,aic,bic,rmse,loocv_rmse,delta_aic,delta_bic
normalized_degradation_auc_accuracy,free_break_candidate_segmented,8000,False,48,3,0.1898784192578183,-259.56347141736586,-253.94986838464217,0.06289515403593943,0.0660509372122068,1.9319035501673056,3.8031045610752017
normalized_degradation_auc_accuracy,free_break_candidate_segmented,512,False,48,3,0.1901479863903911,-259.49537496753317,-253.88177193480948,0.0629397837868319,0.06502610487541352,2.0,3.871201010907896
normalized_degradation_auc_accuracy,window_indicator,,False,48,3,0.24156950081457304,-248.00635536712207,-242.39275233439838,0.07094151065234612,0.07375931011762177,13.489019600411098,15.360220611318994
normalized_degradation_auc_accuracy,fixed_break_segmented,3000,True,48,4,0.18119770892468345,-259.80964193270063,-252.32483788906907,0.06144064020877581,0.06632331981471397,0.0,1.7620623189859828
normalized_degradation_auc_accuracy,free_break_candidate_segmented,3000,True,48,4,0.18119770892468345,-259.80964193270063,-252.32483788906907,0.06144064020877581,0.06632331981471397,0.0,1.7620623189859828
normalized_degradation_auc_accuracy,monotone_log_step,,True,48,3,0.18933712173952089,-259.70050324077874,-254.08690020805506,0.06280544060488193,0.06575986948221464,0.10913869192188486,0.0
normalized_degradation_auc_accuracy,fixed_break_segmented,2000,True,48,4,0.1821935307584041,-259.54656697408734,-252.06176293045579,0.06160924084475276,0.06660539989339971,0.2630749586132879,2.0251372775992706
normalized_degradation_auc_accuracy,free_break_candidate_segmented,2000,True,48,4,0.1821935307584041,-259.54656697408734,-252.06176293045579,0.06160924084475276,0.06660539989339971,0.2630749586132879,2.0251372775992706
normalized_degradation_auc_accuracy,fixed_break_segmented,1000,True,48,4,0.18364811627565703,-259.16486919136605,-251.6800651477345,0.0618546879582261,0.06604010768303656,0.6447727413345774,2.40683506032056
normalized_degradation_auc_accuracy,free_break_candidate_segmented,1000,True,48,4,0.18364811627565703,-259.16486919136605,-251.6800651477345,0.0618546879582261,0.06604010768303656,0.6447727413345774,2.40683506032056
normalized_degradation_auc_accuracy,quadratic_log_step,,True,48,4,0.18731499687729156,-258.21590151486845,-250.7310974712369,0.06246915853664836,0.06678420723783667,1.59374041783218,3.3558027368181627
normalized_degradation_auc_accuracy,free_break_candidate_segmented,8000,True,48,4,0.18821080669611784,-257.98689486628786,-250.5020908226563,0.06261835571807829,0.06676721654034252,1.8227470664127736,3.5848093853987564
normalized_degradation_auc_accuracy,free_break_candidate_segmented,512,True,48,4,0.18933712173952086,-257.70050324077874,-250.2156991971472,0.06280544060488193,0.06575986948221463,2.109138691921885,3.8712010109078676
normalized_degradation_auc_accuracy,window_indicator,,True,48,4,0.20131513849512261,-254.75606830816287,-247.2712642645313,0.06476160425217287,0.06812536639751465,5.053573624537762,6.815635943523745
