experiment_id,model,stage,step,seed,timestamp,n_items,n_probe,n_train_texts,base_probe_mean_margin,base_probe_accuracy,base_probe_mean_nll,base_control_mean_margin,base_control_accuracy,post_injection_mean_margin,post_injection_accuracy,post_injection_mean_nll,uptake_margin_delta,uptake_accuracy_delta,injection_train_steps,injection_final_loss,post_continuation_mean_margin,post_continuation_accuracy,post_continuation_mean_nll,normalized_retention_margin,normalized_retention_accuracy,continuation_train_steps,continuation_final_loss,k_star_accuracy_threshold,degradation_auc_accuracy,degradation_auc_margin,degradation_final_accuracy,degradation_final_margin
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,0,2026-06-04T18:58:03+0000,300,200,900,-0.43874216079711914,0.225,11.042428612709045,-0.4033968877792358,0.195,-0.25288361191749575,0.41,5.089546027183533,0.1858585488796234,0.18499999999999997,600,0.7791743874549866,-0.7868455743789673,0.26,8.11956976890564,-1.8729480870277713,0.18918918918918923,500,7.2208943367004395,0.0,80.92999999999999,-180.7992664670944,0.31,-0.7143097686767578
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,1,2026-06-04T19:02:50+0000,300,200,900,-0.41373815059661867,0.185,11.012007365226745,-0.47805128574371336,0.18,-0.19188842177391052,0.48,4.57388596534729,0.22184972882270815,0.295,600,0.8947799801826477,-0.7889572548866272,0.25,8.260390229225159,-1.6913209958884643,0.22033898305084748,500,7.232469081878662,0.0,97.22000000000001,-123.16042275071143,0.33,-0.5404669117927551
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,2,2026-06-04T19:07:36+0000,300,200,900,-0.462876935005188,0.195,11.015091423988343,-0.47033310890197755,0.17,-0.03594978094100952,0.495,4.433162719011307,0.42692715406417847,0.3,600,0.785682201385498,-0.6194462728500366,0.3,8.125883438587188,-0.3667354872004981,0.35,500,7.218786239624023,0.0,96.67,-105.41967478275299,0.385,-0.43023228764533994
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,3,2026-06-04T19:12:24+0000,300,200,900,-0.42819990158081056,0.175,10.978568987846375,-0.5299411153793335,0.22,-0.14882447361946105,0.42,4.728615044355393,0.2793754279613495,0.245,600,0.871130645275116,-0.8432558155059815,0.24,8.23933248758316,-1.4856564764979698,0.2653061224489796,500,7.223773002624512,0.0,82.46000000000001,-149.12731393337248,0.295,-0.7184608697891235
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step0,0,4,2026-06-04T19:17:11+0000,300,200,900,-0.4247988510131836,0.215,11.013431315422059,-0.3439932775497436,0.21,-0.15980435848236085,0.495,5.038178864717484,0.26499449253082275,0.28,600,0.9044073820114136,-0.8035153484344483,0.28,8.13160530090332,-1.4291485600487126,0.23214285714285723,500,7.224576473236084,0.0,91.38,-176.2703606176376,0.3,-0.8362469673156738
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,0,2026-06-04T19:22:09+0000,300,200,900,-0.8555588459968567,0.21,9.957227890491486,-0.8997256255149841,0.18,-0.03678830504417419,0.505,4.200298649072647,0.8187705409526825,0.29500000000000004,600,0.7640553712844849,-0.6094876050949096,0.32,7.402819128036499,0.30053748711529155,0.3728813559322034,500,6.745697498321533,0.40000000000000047,95.58000000000001,-114.15911237716675,0.33,-0.4824745535850525
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,1,2026-06-04T19:26:56+0000,300,200,900,-0.8578200149536133,0.195,9.963700928688048,-0.900703854560852,0.19,-0.13008585691452026,0.49,4.75708023428917,0.727734158039093,0.295,600,0.8708354234695435,-0.5839219284057617,0.3,7.428948521614075,0.3763710738628515,0.35593220338983045,500,6.751956939697266,0.0,100.71000000000001,-97.88962485551833,0.37,-0.4620167338848114
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,2,2026-06-04T19:31:43+0000,300,200,900,-0.7953463172912598,0.2,9.899805026054382,-0.880975422859192,0.22,0.14289930820465088,0.545,3.7211670732498168,0.9382456254959107,0.34500000000000003,600,0.7810132503509521,-0.48260915994644166,0.345,7.289375138282776,0.33332119953079514,0.42028985507246364,500,6.749880313873291,33.684210526315795,117.98,-53.25228355646133,0.455,-0.30515519857406614
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,3,2026-06-04T19:36:30+0000,300,200,900,-0.9718049550056458,0.15,9.99203183889389,-0.8443694233894348,0.195,0.1327538013458252,0.55,3.932577644586563,1.104558756351471,0.4,600,0.8718868494033813,-0.6004229402542114,0.32,7.472689328193664,0.33622658153393925,0.425,500,6.749954700469971,1.7391304347826095,97.64,-77.90138839244842,0.36,-0.37657773196697236
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,4,2026-06-04T19:41:17+0000,300,200,900,-0.9435645318031312,0.165,9.940851831436158,-1.082864646911621,0.185,-0.1119147002696991,0.5,4.188425436019897,0.8316498315334321,0.33499999999999996,600,0.8880029320716858,-0.6407809901237488,0.315,7.326578776836396,0.364075756645194,0.44776119402985076,500,6.7474045753479,0.0,96.82000000000001,-127.6916076719761,0.325,-0.6816156023740768
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T19:46:13+0000,300,200,900,-1.3444418120384216,0.2,8.296433169841766,-1.3816769742965698,0.18,0.26180676579475404,0.63,3.2688533210754396,1.6062485778331757,0.43,600,0.6007377505302429,-0.4858089804649353,0.37,5.993778703212738,0.5345578781658935,0.3953488372093023,500,5.005146503448486,41.99999999999999,113.45000000000002,-39.351665074825284,0.385,-0.2500808531045914
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T19:51:00+0000,300,200,900,-1.3309267306327819,0.185,8.246389930248261,-1.3963732481002809,0.22,0.25188464879989625,0.545,3.472017192840576,1.5828113794326781,0.36000000000000004,600,0.677014172077179,-0.39775341033935546,0.37,5.858490641117096,0.5895669771011507,0.5138888888888888,500,4.999614715576172,40.0,121.52000000000001,-21.93213288784027,0.45,-0.17471745640039443
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,2,2026-06-04T19:55:48+0000,300,200,900,-1.223577721118927,0.205,8.143995549678802,-1.4674925518035888,0.24,0.3911421048641205,0.67,3.217402028441429,1.6147198259830473,0.4650000000000001,600,0.6433995366096497,-0.32680209159851076,0.42,5.9509864830970765,0.5553753753995408,0.4623655913978494,500,4.995763778686523,61.71428571428571,128.5,-18.92793396115303,0.46,-0.22795646905899047
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,3,2026-06-04T20:00:36+0000,300,200,900,-1.3811297607421875,0.185,8.285594239234925,-1.4291153788566588,0.175,0.20075166821479798,0.565,3.205248072743416,1.5818814289569856,0.37999999999999995,600,0.6378183960914612,-0.3440534234046936,0.37,5.9574722790718075,0.6555967586150188,0.48684210526315796,500,5.001546859741211,32.000000000000014,118.45,-29.31120601058006,0.44,-0.1747319781780243
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,4,2026-06-04T20:05:23+0000,300,200,900,-1.4128366446495055,0.21,8.203169574737549,-1.520563097000122,0.19,0.05232620894908905,0.52,3.463902714848518,1.4651628535985946,0.31000000000000005,600,0.7482717037200928,-0.40163214683532716,0.395,5.849816844463349,0.6901652572821877,0.5967741935483871,500,5.003105640411377,24.000000000000007,105.32999999999998,-70.2116878658533,0.35,-0.4815370261669159
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,0,2026-06-04T20:10:18+0000,300,200,900,-1.5850067830085754,0.205,8.89051525592804,-1.5356272339820862,0.22,-0.26124262750148775,0.425,3.939184692502022,1.3237641555070878,0.22,600,0.5558480620384216,-0.6628588676452637,0.35,6.168768279552459,0.6966104283206468,0.6590909090909091,500,4.158998489379883,0.0,98.47,-107.09459813773631,0.31,-0.5130177557468414
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,1,2026-06-04T20:15:05+0000,300,200,900,-1.4352745032310485,0.235,8.818190529346467,-1.578797354698181,0.205,-0.3830272579193115,0.355,4.284436012506485,1.052247245311737,0.12,600,0.6788684129714966,-0.5657935392856598,0.36,6.084696398973465,0.8263086150325798,1.0416666666666667,500,4.157868385314941,0.0,85.76,-154.6224918615818,0.345,-0.7122170579433441
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,2,2026-06-04T20:19:54+0000,300,200,900,-1.3767844939231872,0.2,8.734133820533753,-1.475018424987793,0.275,-0.34064273357391356,0.465,4.090031747817993,1.0361417603492737,0.265,600,0.5957604646682739,-0.5754357373714447,0.385,6.28104459643364,0.7733968335390857,0.6981132075471698,500,4.155392169952393,0.0,98.3,-134.47714113473893,0.335,-0.65928313434124
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,3,2026-06-04T20:24:42+0000,300,200,900,-1.5107707571983338,0.235,8.799833524227143,-1.515394823551178,0.205,-0.01000109314918518,0.52,3.7141791462898253,1.5007696640491486,0.28500000000000003,600,0.6035755276679993,-0.4579249465465546,0.405,6.139439846277237,0.7015372417717657,0.5964912280701755,500,4.155169486999512,8.0,111.08000000000001,-64.23399089574814,0.385,-0.41330122232437133
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,4,2026-06-04T20:29:30+0000,300,200,900,-1.5115736627578735,0.205,8.701004073619842,-1.6547654271125793,0.21,-0.28267582148313525,0.46,4.108210781216622,1.2288978412747382,0.255,600,0.6868389844894409,-0.5557868552207946,0.41,6.076599793434143,0.7777593673251466,0.8039215686274509,500,4.159938335418701,0.0,103.37,-110.50531747817993,0.355,-0.5841241642832756
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-04T20:34:23+0000,300,200,900,-1.4367872428894044,0.23,8.531804943084717,-1.4010173797607421,0.225,-0.19402616322040558,0.48,3.8505922538042068,1.2427610796689987,0.24999999999999997,600,0.5502502918243408,-0.6259364032745361,0.375,5.992760056257248,0.6524591515457123,0.5800000000000001,500,3.7125227451324463,0.0,85.47999999999999,-138.35494490504263,0.285,-0.6246001255512238
