step,step_num,layer,module,metric,value,module_family,module_role
124000,124000,1,mlp.dense_4h_to_h,subspace_stability_topk,0.999919891357422,MLP,MLP out
124000,124000,1,mlp.dense_h_to_4h,subspace_stability_topk,0.9995568990707396,MLP,MLP in
124000,124000,2,attention.dense,subspace_stability_topk,0.995351791381836,Attention,Attention output
124000,124000,2,attention.query_key_value,subspace_stability_topk,0.99924898147583,Attention,QKV
124000,124000,2,mlp.dense_4h_to_h,subspace_stability_topk,0.9999308586120604,MLP,MLP out
124000,124000,2,mlp.dense_h_to_4h,subspace_stability_topk,0.9994291067123412,MLP,MLP in
124000,124000,3,attention.dense,subspace_stability_topk,0.9985508918762208,Attention,Attention output
124000,124000,3,attention.query_key_value,subspace_stability_topk,0.9992871284484864,Attention,QKV
124000,124000,3,mlp.dense_4h_to_h,subspace_stability_topk,0.9997363686561584,MLP,MLP out
124000,124000,3,mlp.dense_h_to_4h,subspace_stability_topk,0.9993242025375366,MLP,MLP in
124000,124000,4,attention.dense,subspace_stability_topk,0.9981658458709716,Attention,Attention output
124000,124000,4,attention.query_key_value,subspace_stability_topk,0.999104619026184,Attention,QKV
124000,124000,4,mlp.dense_4h_to_h,subspace_stability_topk,0.9999169111251832,MLP,MLP out
124000,124000,4,mlp.dense_h_to_4h,subspace_stability_topk,0.9992581605911256,MLP,MLP in
124000,124000,5,attention.dense,subspace_stability_topk,0.9972645044326782,Attention,Attention output
124000,124000,5,attention.query_key_value,subspace_stability_topk,0.989377498626709,Attention,QKV
124000,124000,5,mlp.dense_4h_to_h,subspace_stability_topk,0.9995944499969482,MLP,MLP out
124000,124000,5,mlp.dense_h_to_4h,subspace_stability_topk,0.999096155166626,MLP,MLP in
124000,124000,6,attention.dense,subspace_stability_topk,0.9981784224510192,Attention,Attention output
124000,124000,6,attention.query_key_value,subspace_stability_topk,0.9984778761863708,Attention,QKV
124000,124000,6,mlp.dense_4h_to_h,subspace_stability_topk,0.999573826789856,MLP,MLP out
124000,124000,6,mlp.dense_h_to_4h,subspace_stability_topk,0.999475598335266,MLP,MLP in
124000,124000,7,attention.dense,subspace_stability_topk,0.9988548755645752,Attention,Attention output
124000,124000,7,attention.query_key_value,subspace_stability_topk,0.9996080994606018,Attention,QKV
124000,124000,7,mlp.dense_4h_to_h,subspace_stability_topk,0.9984212517738342,MLP,MLP out
124000,124000,7,mlp.dense_h_to_4h,subspace_stability_topk,0.9991939663887024,MLP,MLP in
124000,124000,8,attention.dense,subspace_stability_topk,0.999076008796692,Attention,Attention output
124000,124000,8,attention.query_key_value,subspace_stability_topk,0.9996322393417358,Attention,QKV
124000,124000,8,mlp.dense_4h_to_h,subspace_stability_topk,0.9999310374259948,MLP,MLP out
124000,124000,8,mlp.dense_h_to_4h,subspace_stability_topk,0.9995869994163512,MLP,MLP in
124000,124000,9,attention.dense,subspace_stability_topk,0.992684841156006,Attention,Attention output
124000,124000,9,attention.query_key_value,subspace_stability_topk,0.9996806383132936,Attention,QKV
124000,124000,9,mlp.dense_4h_to_h,subspace_stability_topk,1.000136137008667,MLP,MLP out
124000,124000,9,mlp.dense_h_to_4h,subspace_stability_topk,0.9996944665908812,MLP,MLP in
124000,124000,10,attention.dense,subspace_stability_topk,0.9945897459983826,Attention,Attention output
124000,124000,10,attention.query_key_value,subspace_stability_topk,0.9996618628501892,Attention,QKV
124000,124000,10,mlp.dense_4h_to_h,subspace_stability_topk,1.0001299381256104,MLP,MLP out
124000,124000,10,mlp.dense_h_to_4h,subspace_stability_topk,0.9995655417442322,MLP,MLP in
124000,124000,11,attention.dense,subspace_stability_topk,0.9922716617584229,Attention,Attention output
124000,124000,11,attention.query_key_value,subspace_stability_topk,0.9997575283050536,Attention,QKV
124000,124000,11,mlp.dense_4h_to_h,subspace_stability_topk,0.9992839097976683,MLP,MLP out
124000,124000,11,mlp.dense_h_to_4h,subspace_stability_topk,0.9843348860740662,MLP,MLP in
125000,125000,0,attention.dense,subspace_stability_topk,0.9974108338356018,Attention,Attention output
125000,125000,0,attention.query_key_value,subspace_stability_topk,0.9993842244148254,Attention,QKV
125000,125000,0,mlp.dense_4h_to_h,subspace_stability_topk,0.9968596696853638,MLP,MLP out
125000,125000,0,mlp.dense_h_to_4h,subspace_stability_topk,0.993310809135437,MLP,MLP in
125000,125000,1,attention.dense,subspace_stability_topk,0.9976762533187866,Attention,Attention output
125000,125000,1,attention.query_key_value,subspace_stability_topk,0.9993732571601868,Attention,QKV
125000,125000,1,mlp.dense_4h_to_h,subspace_stability_topk,0.999974250793457,MLP,MLP out
125000,125000,1,mlp.dense_h_to_4h,subspace_stability_topk,0.9995625019073486,MLP,MLP in
125000,125000,2,attention.dense,subspace_stability_topk,0.9981820583343506,Attention,Attention output
125000,125000,2,attention.query_key_value,subspace_stability_topk,0.9992794990539552,Attention,QKV
125000,125000,2,mlp.dense_4h_to_h,subspace_stability_topk,0.9998736381530762,MLP,MLP out
125000,125000,2,mlp.dense_h_to_4h,subspace_stability_topk,0.9994268417358398,MLP,MLP in
125000,125000,3,attention.dense,subspace_stability_topk,0.9985126852989196,Attention,Attention output
125000,125000,3,attention.query_key_value,subspace_stability_topk,0.9993326663970948,Attention,QKV
125000,125000,3,mlp.dense_4h_to_h,subspace_stability_topk,0.9996700286865234,MLP,MLP out
125000,125000,3,mlp.dense_h_to_4h,subspace_stability_topk,0.9992479681968688,MLP,MLP in
125000,125000,4,attention.dense,subspace_stability_topk,0.9987301826477052,Attention,Attention output
125000,125000,4,attention.query_key_value,subspace_stability_topk,0.999135971069336,Attention,QKV
125000,125000,4,mlp.dense_4h_to_h,subspace_stability_topk,0.999995231628418,MLP,MLP out
125000,125000,4,mlp.dense_h_to_4h,subspace_stability_topk,0.9992425441741944,MLP,MLP in
125000,125000,5,attention.dense,subspace_stability_topk,0.9880850911140442,Attention,Attention output
125000,125000,5,attention.query_key_value,subspace_stability_topk,0.9963527917861938,Attention,QKV
125000,125000,5,mlp.dense_4h_to_h,subspace_stability_topk,0.9995518326759338,MLP,MLP out
125000,125000,5,mlp.dense_h_to_4h,subspace_stability_topk,0.9987184405326844,MLP,MLP in
125000,125000,6,attention.dense,subspace_stability_topk,0.9986076354980468,Attention,Attention output
125000,125000,6,attention.query_key_value,subspace_stability_topk,0.999060869216919,Attention,QKV
125000,125000,6,mlp.dense_4h_to_h,subspace_stability_topk,0.9982863068580629,MLP,MLP out
125000,125000,6,mlp.dense_h_to_4h,subspace_stability_topk,0.9993858337402344,MLP,MLP in
125000,125000,7,attention.dense,subspace_stability_topk,0.9987984299659728,Attention,Attention output
125000,125000,7,attention.query_key_value,subspace_stability_topk,0.9996771216392516,Attention,QKV
125000,125000,7,mlp.dense_4h_to_h,subspace_stability_topk,0.999332308769226,MLP,MLP out
125000,125000,7,mlp.dense_h_to_4h,subspace_stability_topk,0.9991940259933472,MLP,MLP in
125000,125000,8,attention.dense,subspace_stability_topk,0.9991856813430786,Attention,Attention output
125000,125000,8,attention.query_key_value,subspace_stability_topk,0.9996570348739624,Attention,QKV
125000,125000,8,mlp.dense_4h_to_h,subspace_stability_topk,0.9999893307685852,MLP,MLP out
125000,125000,8,mlp.dense_h_to_4h,subspace_stability_topk,0.999626100063324,MLP,MLP in
125000,125000,9,attention.dense,subspace_stability_topk,0.992889642715454,Attention,Attention output
125000,125000,9,attention.query_key_value,subspace_stability_topk,0.999670684337616,Attention,QKV
125000,125000,9,mlp.dense_4h_to_h,subspace_stability_topk,1.0001280307769775,MLP,MLP out
125000,125000,9,mlp.dense_h_to_4h,subspace_stability_topk,0.999634325504303,MLP,MLP in
125000,125000,10,attention.dense,subspace_stability_topk,0.9947916269302368,Attention,Attention output
125000,125000,10,attention.query_key_value,subspace_stability_topk,0.9997296333312988,Attention,QKV
125000,125000,10,mlp.dense_4h_to_h,subspace_stability_topk,1.0000790357589722,MLP,MLP out
125000,125000,10,mlp.dense_h_to_4h,subspace_stability_topk,0.9995426535606384,MLP,MLP in
125000,125000,11,attention.dense,subspace_stability_topk,0.9909374117851256,Attention,Attention output
125000,125000,11,attention.query_key_value,subspace_stability_topk,0.9997490048408508,Attention,QKV
125000,125000,11,mlp.dense_4h_to_h,subspace_stability_topk,0.9979751110076904,MLP,MLP out
125000,125000,11,mlp.dense_h_to_4h,subspace_stability_topk,0.998684585094452,MLP,MLP in
126000,126000,0,attention.dense,subspace_stability_topk,0.9990286827087402,Attention,Attention output
126000,126000,0,attention.query_key_value,subspace_stability_topk,0.9993587732315063,Attention,QKV
126000,126000,0,mlp.dense_4h_to_h,subspace_stability_topk,0.9966756105422974,MLP,MLP out
126000,126000,0,mlp.dense_h_to_4h,subspace_stability_topk,0.9928268194198608,MLP,MLP in
126000,126000,1,attention.dense,subspace_stability_topk,0.996044933795929,Attention,Attention output
126000,126000,1,attention.query_key_value,subspace_stability_topk,0.9993882179260254,Attention,QKV
126000,126000,1,mlp.dense_4h_to_h,subspace_stability_topk,0.999868869781494,MLP,MLP out
126000,126000,1,mlp.dense_h_to_4h,subspace_stability_topk,0.9995549321174622,MLP,MLP in
126000,126000,2,attention.dense,subspace_stability_topk,0.9971113204956056,Attention,Attention output
126000,126000,2,attention.query_key_value,subspace_stability_topk,0.9993133544921876,Attention,QKV
126000,126000,2,mlp.dense_4h_to_h,subspace_stability_topk,0.9998946189880372,MLP,MLP out
126000,126000,2,mlp.dense_h_to_4h,subspace_stability_topk,0.999332070350647,MLP,MLP in
126000,126000,3,attention.dense,subspace_stability_topk,0.9980489015579224,Attention,Attention output
126000,126000,3,attention.query_key_value,subspace_stability_topk,0.9991440773010254,Attention,QKV
126000,126000,3,mlp.dense_4h_to_h,subspace_stability_topk,0.999752402305603,MLP,MLP out
126000,126000,3,mlp.dense_h_to_4h,subspace_stability_topk,0.9992780089378356,MLP,MLP in
126000,126000,4,attention.dense,subspace_stability_topk,0.99867844581604,Attention,Attention output
126000,126000,4,attention.query_key_value,subspace_stability_topk,0.9991841316223145,Attention,QKV
126000,126000,4,mlp.dense_4h_to_h,subspace_stability_topk,0.9991073608398438,MLP,MLP out
126000,126000,4,mlp.dense_h_to_4h,subspace_stability_topk,0.999252200126648,MLP,MLP in
126000,126000,5,attention.dense,subspace_stability_topk,0.9940416812896729,Attention,Attention output
126000,126000,5,attention.query_key_value,subspace_stability_topk,0.995272159576416,Attention,QKV
126000,126000,5,mlp.dense_4h_to_h,subspace_stability_topk,0.9995883107185364,MLP,MLP out
126000,126000,5,mlp.dense_h_to_4h,subspace_stability_topk,0.9990015029907228,MLP,MLP in
126000,126000,6,attention.dense,subspace_stability_topk,0.9964133501052856,Attention,Attention output
126000,126000,6,attention.query_key_value,subspace_stability_topk,0.9916273951530457,Attention,QKV
126000,126000,6,mlp.dense_4h_to_h,subspace_stability_topk,0.9996098875999452,MLP,MLP out
126000,126000,6,mlp.dense_h_to_4h,subspace_stability_topk,0.9985741376876832,MLP,MLP in
126000,126000,7,attention.dense,subspace_stability_topk,0.9987179040908812,Attention,Attention output
126000,126000,7,attention.query_key_value,subspace_stability_topk,0.999622106552124,Attention,QKV
126000,126000,7,mlp.dense_4h_to_h,subspace_stability_topk,0.9990200400352478,MLP,MLP out
126000,126000,7,mlp.dense_h_to_4h,subspace_stability_topk,0.999162256717682,MLP,MLP in
126000,126000,8,attention.dense,subspace_stability_topk,0.9990171194076538,Attention,Attention output
126000,126000,8,attention.query_key_value,subspace_stability_topk,0.9996727705001832,Attention,QKV
126000,126000,8,mlp.dense_4h_to_h,subspace_stability_topk,0.9999158382415771,MLP,MLP out
126000,126000,8,mlp.dense_h_to_4h,subspace_stability_topk,0.9995248317718506,MLP,MLP in
126000,126000,9,attention.dense,subspace_stability_topk,0.9899662733078004,Attention,Attention output
126000,126000,9,attention.query_key_value,subspace_stability_topk,0.999675750732422,Attention,QKV
126000,126000,9,mlp.dense_4h_to_h,subspace_stability_topk,1.0001320838928225,MLP,MLP out
126000,126000,9,mlp.dense_h_to_4h,subspace_stability_topk,0.999624490737915,MLP,MLP in
126000,126000,10,attention.dense,subspace_stability_topk,0.9960700273513794,Attention,Attention output
126000,126000,10,attention.query_key_value,subspace_stability_topk,0.99972265958786,Attention,QKV
126000,126000,10,mlp.dense_4h_to_h,subspace_stability_topk,1.000119924545288,MLP,MLP out
126000,126000,10,mlp.dense_h_to_4h,subspace_stability_topk,0.9995750188827516,MLP,MLP in
126000,126000,11,attention.dense,subspace_stability_topk,0.9908377528190612,Attention,Attention output
126000,126000,11,attention.query_key_value,subspace_stability_topk,0.9997771978378296,Attention,QKV
126000,126000,11,mlp.dense_4h_to_h,subspace_stability_topk,0.9992492198944092,MLP,MLP out
126000,126000,11,mlp.dense_h_to_4h,subspace_stability_topk,0.9993457198143004,MLP,MLP in
127000,127000,0,attention.dense,subspace_stability_topk,0.9992576837539672,Attention,Attention output
127000,127000,0,attention.query_key_value,subspace_stability_topk,0.9993315935134888,Attention,QKV
127000,127000,0,mlp.dense_4h_to_h,subspace_stability_topk,0.9967461824417114,MLP,MLP out
127000,127000,0,mlp.dense_h_to_4h,subspace_stability_topk,0.9960569143295288,MLP,MLP in
127000,127000,1,attention.dense,subspace_stability_topk,0.9983272552490234,Attention,Attention output
127000,127000,1,attention.query_key_value,subspace_stability_topk,0.9993540048599244,Attention,QKV
127000,127000,1,mlp.dense_4h_to_h,subspace_stability_topk,0.999755084514618,MLP,MLP out
127000,127000,1,mlp.dense_h_to_4h,subspace_stability_topk,0.9995492696762084,MLP,MLP in
127000,127000,2,attention.dense,subspace_stability_topk,0.9963231682777404,Attention,Attention output
127000,127000,2,attention.query_key_value,subspace_stability_topk,0.9991411566734314,Attention,QKV
127000,127000,2,mlp.dense_4h_to_h,subspace_stability_topk,0.9999817609786988,MLP,MLP out
127000,127000,2,mlp.dense_h_to_4h,subspace_stability_topk,0.9994126558303832,MLP,MLP in
127000,127000,3,attention.dense,subspace_stability_topk,0.9960048198699952,Attention,Attention output
127000,127000,3,attention.query_key_value,subspace_stability_topk,0.9991862773895264,Attention,QKV
127000,127000,3,mlp.dense_4h_to_h,subspace_stability_topk,0.999376893043518,MLP,MLP out
127000,127000,3,mlp.dense_h_to_4h,subspace_stability_topk,0.9993404150009156,MLP,MLP in
127000,127000,4,attention.dense,subspace_stability_topk,0.997787594795227,Attention,Attention output
127000,127000,4,attention.query_key_value,subspace_stability_topk,0.9988828897476196,Attention,QKV
127000,127000,4,mlp.dense_4h_to_h,subspace_stability_topk,0.9999472498893738,MLP,MLP out
127000,127000,4,mlp.dense_h_to_4h,subspace_stability_topk,0.999250829219818,MLP,MLP in
127000,127000,5,attention.dense,subspace_stability_topk,0.9910157918930054,Attention,Attention output
127000,127000,5,attention.query_key_value,subspace_stability_topk,0.9867993593215942,Attention,QKV
127000,127000,5,mlp.dense_4h_to_h,subspace_stability_topk,0.9998739957809448,MLP,MLP out
127000,127000,5,mlp.dense_h_to_4h,subspace_stability_topk,0.9987119436264038,MLP,MLP in
127000,127000,6,attention.dense,subspace_stability_topk,0.9974820613861084,Attention,Attention output
127000,127000,6,attention.query_key_value,subspace_stability_topk,0.989160180091858,Attention,QKV
127000,127000,6,mlp.dense_4h_to_h,subspace_stability_topk,0.9994779825210572,MLP,MLP out
127000,127000,6,mlp.dense_h_to_4h,subspace_stability_topk,0.999419331550598,MLP,MLP in
127000,127000,7,attention.dense,subspace_stability_topk,0.998829185962677,Attention,Attention output
127000,127000,7,attention.query_key_value,subspace_stability_topk,0.9996671080589294,Attention,QKV
127000,127000,7,mlp.dense_4h_to_h,subspace_stability_topk,0.9995849132537842,MLP,MLP out
127000,127000,7,mlp.dense_h_to_4h,subspace_stability_topk,0.9991875886917114,MLP,MLP in
127000,127000,8,attention.dense,subspace_stability_topk,0.9990888833999634,Attention,Attention output
127000,127000,8,attention.query_key_value,subspace_stability_topk,0.9996810555458068,Attention,QKV
127000,127000,8,mlp.dense_4h_to_h,subspace_stability_topk,1.0000979900360107,MLP,MLP out
127000,127000,8,mlp.dense_h_to_4h,subspace_stability_topk,0.999607801437378,MLP,MLP in
127000,127000,9,attention.dense,subspace_stability_topk,0.9879215955734252,Attention,Attention output
127000,127000,9,attention.query_key_value,subspace_stability_topk,0.9996895790100098,Attention,QKV
127000,127000,9,mlp.dense_4h_to_h,subspace_stability_topk,1.000168800354004,MLP,MLP out
127000,127000,9,mlp.dense_h_to_4h,subspace_stability_topk,0.9996083974838256,MLP,MLP in
127000,127000,10,attention.dense,subspace_stability_topk,0.9979182481765748,Attention,Attention output
127000,127000,10,attention.query_key_value,subspace_stability_topk,0.9997381567955016,Attention,QKV
127000,127000,10,mlp.dense_4h_to_h,subspace_stability_topk,1.0001282691955566,MLP,MLP out
127000,127000,10,mlp.dense_h_to_4h,subspace_stability_topk,0.9995843768119812,MLP,MLP in
127000,127000,11,attention.dense,subspace_stability_topk,0.9922388195991516,Attention,Attention output
127000,127000,11,attention.query_key_value,subspace_stability_topk,0.999788761138916,Attention,QKV
127000,127000,11,mlp.dense_4h_to_h,subspace_stability_topk,0.9993906021118164,MLP,MLP out
127000,127000,11,mlp.dense_h_to_4h,subspace_stability_topk,0.9989773631095886,MLP,MLP in
128000,128000,0,attention.dense,subspace_stability_topk,0.9989786148071288,Attention,Attention output
128000,128000,0,attention.query_key_value,subspace_stability_topk,0.9993526935577391,Attention,QKV
128000,128000,0,mlp.dense_4h_to_h,subspace_stability_topk,0.9944480657577516,MLP,MLP out
128000,128000,0,mlp.dense_h_to_4h,subspace_stability_topk,0.9935871958732604,MLP,MLP in
128000,128000,1,attention.dense,subspace_stability_topk,0.9979777932167052,Attention,Attention output
128000,128000,1,attention.query_key_value,subspace_stability_topk,0.9993736147880554,Attention,QKV
128000,128000,1,mlp.dense_4h_to_h,subspace_stability_topk,0.9999318718910216,MLP,MLP out
128000,128000,1,mlp.dense_h_to_4h,subspace_stability_topk,0.9995568990707396,MLP,MLP in
128000,128000,2,attention.dense,subspace_stability_topk,0.997677445411682,Attention,Attention output
128000,128000,2,attention.query_key_value,subspace_stability_topk,0.9992421865463256,Attention,QKV
128000,128000,2,mlp.dense_4h_to_h,subspace_stability_topk,0.9999004006385804,MLP,MLP out
128000,128000,2,mlp.dense_h_to_4h,subspace_stability_topk,0.9994760751724244,MLP,MLP in
128000,128000,3,attention.dense,subspace_stability_topk,0.997913122177124,Attention,Attention output
128000,128000,3,attention.query_key_value,subspace_stability_topk,0.9992963075637816,Attention,QKV
128000,128000,3,mlp.dense_4h_to_h,subspace_stability_topk,0.999728262424469,MLP,MLP out
128000,128000,3,mlp.dense_h_to_4h,subspace_stability_topk,0.9992948770523072,MLP,MLP in
128000,128000,4,attention.dense,subspace_stability_topk,0.998932123184204,Attention,Attention output
128000,128000,4,attention.query_key_value,subspace_stability_topk,0.9991679787635804,Attention,QKV
128000,128000,4,mlp.dense_4h_to_h,subspace_stability_topk,0.9999373555183412,MLP,MLP out
128000,128000,4,mlp.dense_h_to_4h,subspace_stability_topk,0.9992694854736328,MLP,MLP in
128000,128000,5,attention.dense,subspace_stability_topk,0.9923979043960572,Attention,Attention output
128000,128000,5,attention.query_key_value,subspace_stability_topk,0.9987714290618896,Attention,QKV
128000,128000,5,mlp.dense_4h_to_h,subspace_stability_topk,0.9997122287750244,MLP,MLP out
128000,128000,5,mlp.dense_h_to_4h,subspace_stability_topk,0.9991899728775024,MLP,MLP in
128000,128000,6,attention.dense,subspace_stability_topk,0.9974349141120912,Attention,Attention output
128000,128000,6,attention.query_key_value,subspace_stability_topk,0.9985353350639344,Attention,QKV
128000,128000,6,mlp.dense_4h_to_h,subspace_stability_topk,0.9997274875640868,MLP,MLP out
128000,128000,6,mlp.dense_h_to_4h,subspace_stability_topk,0.9995266199111938,MLP,MLP in
128000,128000,7,attention.dense,subspace_stability_topk,0.9989025592803956,Attention,Attention output
128000,128000,7,attention.query_key_value,subspace_stability_topk,0.9996860027313232,Attention,QKV
128000,128000,7,mlp.dense_4h_to_h,subspace_stability_topk,0.9998079538345336,MLP,MLP out
128000,128000,7,mlp.dense_h_to_4h,subspace_stability_topk,0.9990005493164062,MLP,MLP in
128000,128000,8,attention.dense,subspace_stability_topk,0.99897301197052,Attention,Attention output
128000,128000,8,attention.query_key_value,subspace_stability_topk,0.9996919631958008,Attention,QKV
128000,128000,8,mlp.dense_4h_to_h,subspace_stability_topk,1.0001007318496704,MLP,MLP out
128000,128000,8,mlp.dense_h_to_4h,subspace_stability_topk,0.9995123147964478,MLP,MLP in
128000,128000,9,attention.dense,subspace_stability_topk,0.9679567217826844,Attention,Attention output
128000,128000,9,attention.query_key_value,subspace_stability_topk,0.9996387958526612,Attention,QKV
128000,128000,9,mlp.dense_4h_to_h,subspace_stability_topk,1.0001202821731567,MLP,MLP out
128000,128000,9,mlp.dense_h_to_4h,subspace_stability_topk,0.9995092749595642,MLP,MLP in
128000,128000,10,attention.dense,subspace_stability_topk,0.9960722923278807,Attention,Attention output
128000,128000,10,attention.query_key_value,subspace_stability_topk,0.9997411966323853,Attention,QKV
128000,128000,10,mlp.dense_4h_to_h,subspace_stability_topk,1.0000883340835571,MLP,MLP out
128000,128000,10,mlp.dense_h_to_4h,subspace_stability_topk,0.9994997978210448,MLP,MLP in
128000,128000,11,attention.dense,subspace_stability_topk,0.9905644059181212,Attention,Attention output
128000,128000,11,attention.query_key_value,subspace_stability_topk,0.999782145023346,Attention,QKV
128000,128000,11,mlp.dense_4h_to_h,subspace_stability_topk,0.9986913204193116,MLP,MLP out
128000,128000,11,mlp.dense_h_to_4h,subspace_stability_topk,0.9981491565704346,MLP,MLP in
129000,129000,0,attention.dense,subspace_stability_topk,0.9988573789596558,Attention,Attention output
129000,129000,0,attention.query_key_value,subspace_stability_topk,0.9994159936904908,Attention,QKV
129000,129000,0,mlp.dense_4h_to_h,subspace_stability_topk,0.9961012601852416,MLP,MLP out
129000,129000,0,mlp.dense_h_to_4h,subspace_stability_topk,0.9935211539268494,MLP,MLP in
129000,129000,1,attention.dense,subspace_stability_topk,0.9986045360565186,Attention,Attention output
129000,129000,1,attention.query_key_value,subspace_stability_topk,0.9994326233863832,Attention,QKV
129000,129000,1,mlp.dense_4h_to_h,subspace_stability_topk,0.9999490976333618,MLP,MLP out
129000,129000,1,mlp.dense_h_to_4h,subspace_stability_topk,0.9995827674865724,MLP,MLP in
129000,129000,2,attention.dense,subspace_stability_topk,0.9982184767723083,Attention,Attention output
129000,129000,2,attention.query_key_value,subspace_stability_topk,0.9994080066680908,Attention,QKV
129000,129000,2,mlp.dense_4h_to_h,subspace_stability_topk,1.0000367164611816,MLP,MLP out
129000,129000,2,mlp.dense_h_to_4h,subspace_stability_topk,0.9994457960128784,MLP,MLP in
129000,129000,3,attention.dense,subspace_stability_topk,0.998176336288452,Attention,Attention output
129000,129000,3,attention.query_key_value,subspace_stability_topk,0.9992761611938475,Attention,QKV
129000,129000,3,mlp.dense_4h_to_h,subspace_stability_topk,0.9998632073402404,MLP,MLP out
129000,129000,3,mlp.dense_h_to_4h,subspace_stability_topk,0.9991163611412048,MLP,MLP in
129000,129000,4,attention.dense,subspace_stability_topk,0.9988646507263184,Attention,Attention output
129000,129000,4,attention.query_key_value,subspace_stability_topk,0.9989142417907716,Attention,QKV
129000,129000,4,mlp.dense_4h_to_h,subspace_stability_topk,0.9999867081642152,MLP,MLP out
129000,129000,4,mlp.dense_h_to_4h,subspace_stability_topk,0.9993109703063964,MLP,MLP in
129000,129000,5,attention.dense,subspace_stability_topk,0.9964014887809752,Attention,Attention output
129000,129000,5,attention.query_key_value,subspace_stability_topk,0.9987454414367676,Attention,QKV
129000,129000,5,mlp.dense_4h_to_h,subspace_stability_topk,0.9995860457420348,MLP,MLP out
129000,129000,5,mlp.dense_h_to_4h,subspace_stability_topk,0.995980441570282,MLP,MLP in
129000,129000,6,attention.dense,subspace_stability_topk,0.9987167119979858,Attention,Attention output
129000,129000,6,attention.query_key_value,subspace_stability_topk,0.9982681274414062,Attention,QKV
129000,129000,6,mlp.dense_4h_to_h,subspace_stability_topk,0.9999858140945436,MLP,MLP out
129000,129000,6,mlp.dense_h_to_4h,subspace_stability_topk,0.9994603395462036,MLP,MLP in
129000,129000,7,attention.dense,subspace_stability_topk,0.9988358020782472,Attention,Attention output
129000,129000,7,attention.query_key_value,subspace_stability_topk,0.9996902942657472,Attention,QKV
129000,129000,7,mlp.dense_4h_to_h,subspace_stability_topk,0.999853253364563,MLP,MLP out
129000,129000,7,mlp.dense_h_to_4h,subspace_stability_topk,0.9993420243263244,MLP,MLP in
129000,129000,8,attention.dense,subspace_stability_topk,0.9990943670272828,Attention,Attention output
129000,129000,8,attention.query_key_value,subspace_stability_topk,0.9997124075889589,Attention,QKV
129000,129000,8,mlp.dense_4h_to_h,subspace_stability_topk,1.0001046657562256,MLP,MLP out
129000,129000,8,mlp.dense_h_to_4h,subspace_stability_topk,0.9995086193084716,MLP,MLP in
129000,129000,9,attention.dense,subspace_stability_topk,0.9919015765190125,Attention,Attention output
129000,129000,9,attention.query_key_value,subspace_stability_topk,0.9996235370635986,Attention,QKV
129000,129000,9,mlp.dense_4h_to_h,subspace_stability_topk,1.000164031982422,MLP,MLP out
129000,129000,9,mlp.dense_h_to_4h,subspace_stability_topk,0.9996747374534608,MLP,MLP in
129000,129000,10,attention.dense,subspace_stability_topk,0.9980591535568236,Attention,Attention output
129000,129000,10,attention.query_key_value,subspace_stability_topk,0.9997378587722778,Attention,QKV
129000,129000,10,mlp.dense_4h_to_h,subspace_stability_topk,1.0001490116119385,MLP,MLP out
129000,129000,10,mlp.dense_h_to_4h,subspace_stability_topk,0.9995996952056884,MLP,MLP in
129000,129000,11,attention.dense,subspace_stability_topk,0.99037766456604,Attention,Attention output
129000,129000,11,attention.query_key_value,subspace_stability_topk,0.999767541885376,Attention,QKV
129000,129000,11,mlp.dense_4h_to_h,subspace_stability_topk,0.9995314478874208,MLP,MLP out
129000,129000,11,mlp.dense_h_to_4h,subspace_stability_topk,0.9995572566986084,MLP,MLP in
130000,130000,0,attention.dense,subspace_stability_topk,0.9985449314117432,Attention,Attention output
130000,130000,0,attention.query_key_value,subspace_stability_topk,0.999403178691864,Attention,QKV
130000,130000,0,mlp.dense_4h_to_h,subspace_stability_topk,0.9905202388763428,MLP,MLP out
130000,130000,0,mlp.dense_h_to_4h,subspace_stability_topk,0.9900076389312744,MLP,MLP in
130000,130000,1,attention.dense,subspace_stability_topk,0.9982568621635436,Attention,Attention output
130000,130000,1,attention.query_key_value,subspace_stability_topk,0.9994282126426696,Attention,QKV
130000,130000,1,mlp.dense_4h_to_h,subspace_stability_topk,0.999936044216156,MLP,MLP out
130000,130000,1,mlp.dense_h_to_4h,subspace_stability_topk,0.9995973706245422,MLP,MLP in
130000,130000,2,attention.dense,subspace_stability_topk,0.996699333190918,Attention,Attention output
130000,130000,2,attention.query_key_value,subspace_stability_topk,0.9993724822998048,Attention,QKV
130000,130000,2,mlp.dense_4h_to_h,subspace_stability_topk,0.9998310804367064,MLP,MLP out
130000,130000,2,mlp.dense_h_to_4h,subspace_stability_topk,0.9994361400604248,MLP,MLP in
130000,130000,3,attention.dense,subspace_stability_topk,0.9984489679336548,Attention,Attention output
130000,130000,3,attention.query_key_value,subspace_stability_topk,0.9992811679840088,Attention,QKV
130000,130000,3,mlp.dense_4h_to_h,subspace_stability_topk,0.9999264478683472,MLP,MLP out
130000,130000,3,mlp.dense_h_to_4h,subspace_stability_topk,0.9990574717521667,MLP,MLP in
130000,130000,4,attention.dense,subspace_stability_topk,0.9984886050224304,Attention,Attention output
130000,130000,4,attention.query_key_value,subspace_stability_topk,0.9991892576217652,Attention,QKV
130000,130000,4,mlp.dense_4h_to_h,subspace_stability_topk,1.0000221729278564,MLP,MLP out
