model,step,checkpoint,module,stable_rank_mean,stable_rank_std,stable_rank_count,effective_rank_mean,effective_rank_std,effective_rank_count,spectral_norm_mean,spectral_norm_std,spectral_norm_count,frobenius_norm_mean,frobenius_norm_std,frobenius_norm_count,subspace_stability_topk_mean,subspace_stability_topk_std,subspace_stability_topk_count,mp_outliers_x1_mean,mp_outliers_x1_std,mp_outliers_x1_count,mp_outliers_x1.1_mean,mp_outliers_x1.1_std,mp_outliers_x1.1_count,mp_outliers_x1.25_mean,mp_outliers_x1.25_std,mp_outliers_x1.25_count,alpha_tail_frac_0.3_mean,alpha_tail_frac_0.3_std,alpha_tail_frac_0.3_count
EleutherAI/pythia-70m-deduped,1000,step1000,attention.dense,73.22471706367368,21.840358399048593,6,397.8791482216427,4.81003555150509,6,0.9777855376402537,0.07937062169052049,6,8.209261608517112,0.8945117888161157,6,0.4901751031478246,0.10648633749651769,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,2.1285432624585137,0.23068960391856078,6
EleutherAI/pythia-70m-deduped,1000,step1000,attention.query_key_value,30.860458880675594,17.49772543183908,6,478.7542763511065,4.366419945913128,6,5.096482475598653,1.121682154429885,6,26.257230344489926,1.401175040085409,6,0.6893406411012014,0.08297877063394656,6,24.166666666666668,12.15593133686871,6,18.0,11.575836902790225,6,13.5,10.368220676663862,6,2.624117489286974,0.5311979464903652,6
EleutherAI/pythia-70m-deduped,1000,step1000,mlp.dense_4h_to_h,128.7993802997543,34.369139434302994,6,491.60647705907076,2.0274138626490887,6,1.4333671927452087,0.234155125100338,6,15.861267049752335,0.6288740554156298,6,0.6326314707597097,0.09260147397003889,6,17.333333333333332,9.309493362512628,6,9.333333333333334,7.607014306984487,6,4.5,3.8858718455450894,6,4.3668159861043145,0.7443747808680752,6
EleutherAI/pythia-70m-deduped,1000,step1000,mlp.dense_h_to_4h,105.30823527987206,33.01154224929078,6,493.36400122954575,1.6726140122229805,6,2.885785142580668,0.4245408888656064,6,28.787425547969544,0.5503196161391568,6,0.6855108837286631,0.12216437816524457,6,8.5,7.44983221287567,6,5.333333333333333,4.802776974487434,6,3.1666666666666665,2.7141603981096374,6,4.575161195287673,0.6703218108337891,6
EleutherAI/pythia-70m-deduped,2000,step2000,attention.dense,51.6806439297597,17.206406256296365,6,378.6400302657303,10.399174099650216,6,1.597010612487793,0.167993117413167,6,11.291652523661208,1.8977433649325943,6,0.6330053508281708,0.16965125411588172,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,1.8810060512487456,0.4654482461633128,6
EleutherAI/pythia-70m-deduped,2000,step2000,attention.query_key_value,16.273607568571606,4.892106097367691,6,466.99397959932503,3.594773014311442,6,7.174073934555054,0.9369419615774863,6,28.268991847351703,1.7213194489326604,6,0.7109349370002747,0.08954589029705293,6,50.333333333333336,9.72967967955095,6,40.0,10.119288512538814,6,30.666666666666668,11.343133018115703,6,2.023248038950474,0.09947803188510335,6
EleutherAI/pythia-70m-deduped,2000,step2000,mlp.dense_4h_to_h,90.5608594912945,27.345098168521474,6,484.3595039126522,6.402123190490021,6,2.2676000793774924,0.6303500981150542,6,20.613284959677856,2.7109005659186565,6,0.6252908110618591,0.11871080953679594,6,41.833333333333336,21.49806192815219,6,30.333333333333332,17.603030042202015,6,18.833333333333332,13.87683921743949,6,3.4245844411847046,0.9782690467112585,6
EleutherAI/pythia-70m-deduped,2000,step2000,mlp.dense_h_to_4h,35.77291399834808,6.558806402932298,6,486.48496164988023,8.176326351035891,6,5.3177281220753985,0.7312818841042952,6,31.36053599412487,1.4879857752275527,6,0.6614736715952555,0.1760363886716678,6,32.666666666666664,20.46134567096374,6,23.166666666666668,16.24089488503225,6,15.666666666666666,11.448435118681795,6,2.85135928846317,0.4825378714639336,6
EleutherAI/pythia-70m-deduped,3000,step3000,attention.dense,55.65568847188511,20.299999615620692,6,377.73576962995156,14.915716623742167,6,1.8927928407986958,0.19547330056487766,6,13.850552251724602,2.5030635827504324,6,0.8423346678415934,0.09916856702331303,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,2.093064319390544,0.7278280037681247,6
EleutherAI/pythia-70m-deduped,3000,step3000,attention.query_key_value,15.758173235119662,4.839285999083909,6,461.5691138602363,3.0621792047176615,6,7.721330642700195,0.918801373171001,6,29.960947462646615,1.5921204960721866,6,0.9071414073308309,0.03438032284748045,6,62.666666666666664,9.352361555600098,6,50.5,9.093954035511725,6,38.333333333333336,8.71014733897577,6,2.000649153893613,0.089033577879621,6
EleutherAI/pythia-70m-deduped,3000,step3000,mlp.dense_4h_to_h,80.1971398092327,23.21675072013809,6,482.67402597084623,7.54886856148831,6,2.908853809038798,0.939858174201603,6,24.763391240726254,4.254809010986379,6,0.8510630826155344,0.07422456865024185,6,43.833333333333336,21.802905005220445,6,32.5,18.16314950662467,6,21.0,14.926486525636234,6,3.289103468002988,1.0090880905957789,6
EleutherAI/pythia-70m-deduped,3000,step3000,mlp.dense_h_to_4h,29.480666510101177,6.095893305192505,6,481.25647977974046,11.337321240923664,6,6.2615892092386884,0.9408165234667526,6,33.427257868407935,1.882642649303041,6,0.8925049205621084,0.1368050192698253,6,44.833333333333336,23.16390870873624,6,34.5,19.013153341831543,6,23.833333333333332,14.105554461511488,6,2.5511508925766755,0.4611980110929832,6
EleutherAI/pythia-70m-deduped,8000,step8000,attention.dense,59.620992113942634,25.027106173860957,6,381.11537083743724,21.292024511525675,6,2.6168086926142373,0.2818337087180363,6,19.692015324311473,4.244748800959975,6,0.7000032762686411,0.12481315289970682,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,2.3837716947634475,0.840834779947304,6
EleutherAI/pythia-70m-deduped,8000,step8000,attention.query_key_value,21.71265952344328,5.120505905904925,6,458.6361523208625,4.239618949472954,6,7.7823545932769775,0.8058450996535322,6,35.716418152052505,1.621824063810737,6,0.7815800309181213,0.05465780500848108,6,66.16666666666667,10.264826674945205,6,53.5,10.634848376916334,6,38.5,9.772410142846033,6,2.2085223168492614,0.21520183104893587,6
EleutherAI/pythia-70m-deduped,8000,step8000,mlp.dense_4h_to_h,53.11320380121759,11.162464444909315,6,480.39307593248276,9.513656641998702,6,4.9535131851832075,1.6627267600756157,6,34.88204324064872,7.585562009893617,6,0.7588874499003092,0.08260144209598161,6,44.833333333333336,23.591665194866312,6,33.333333333333336,19.397594352565132,6,22.833333333333332,16.75012437764767,6,2.9009112057280717,0.6309810712240606,6
EleutherAI/pythia-70m-deduped,8000,step8000,mlp.dense_h_to_4h,26.745375635583155,7.600016807023793,6,473.45614701072276,13.741957384360084,6,8.092571338017782,1.3712815323275542,6,40.654998118617584,2.1081430596148505,6,0.823996459444364,0.1815001920754161,6,54.833333333333336,26.977150825590655,6,44.0,21.808255317654368,6,31.833333333333332,15.791347841988243,6,2.364119411247857,0.5444335978283258,6
EleutherAI/pythia-70m-deduped,16000,step16000,attention.dense,58.42375692220472,28.703394768077587,6,379.7300685639227,23.451052780341847,6,2.986316720644633,0.4555602408242979,6,21.854155337934873,5.07844006469865,6,0.8259444733460745,0.08920307945447226,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,2.431293307927743,0.7948692379625355,6
EleutherAI/pythia-70m-deduped,16000,step16000,attention.query_key_value,31.051527808402543,5.190615744347877,6,458.9662857799993,5.244111478356577,6,7.182771921157837,0.5574527750326486,6,39.73168691270106,2.1338517989720924,6,0.8704480230808258,0.030870767004376017,6,67.0,12.37739875741264,6,53.333333333333336,12.785408349625234,6,37.166666666666664,12.671490309614994,6,2.3952490205546826,0.3025050185970836,6
EleutherAI/pythia-70m-deduped,16000,step16000,mlp.dense_4h_to_h,49.92724296687086,11.153618529951679,6,479.08184869408905,10.211824058596148,6,5.733636856079102,1.9218833229122945,6,39.22556765574766,8.854574852861097,6,0.8963296016057333,0.05566455206733971,6,45.833333333333336,24.677249981849005,6,34.333333333333336,20.382999452157833,6,23.833333333333332,16.70229525145172,6,2.8322082165579126,0.6084930335175242,6
EleutherAI/pythia-70m-deduped,16000,step16000,mlp.dense_h_to_4h,30.06783210435148,10.883002681994475,6,471.0160504872014,12.293783922860804,6,9.162516196568808,2.933654506330576,6,46.40994514467018,1.4135096865080263,6,0.8841276864210764,0.14396521211110166,6,55.0,26.419689627245813,6,44.666666666666664,21.52827597989831,6,31.833333333333332,15.715173135115842,6,2.4078123159656872,0.5846439554047558,6
EleutherAI/pythia-70m-deduped,64000,step64000,attention.dense,50.498653140647434,34.607481233245984,6,369.8649930314668,20.39740435336278,6,2.8697010278701782,0.5397153586863013,6,18.649389695324604,4.449503864524131,6,0.5699539929628372,0.158083332764137,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,2.169262749106777,0.451473232412858,6
EleutherAI/pythia-70m-deduped,64000,step64000,attention.query_key_value,29.59082187741561,29.535918591646585,6,388.61020315900777,76.35443266906978,6,32.76011840502421,29.907547458299742,6,71.15416747175634,35.413629197763974,6,0.5125291272997856,0.3204846524135011,6,100.33333333333333,33.92737341243301,6,88.66666666666667,36.49474848066043,6,74.5,40.401732636113515,6,1.7772129140168176,0.96866844793212,6
EleutherAI/pythia-70m-deduped,64000,step64000,mlp.dense_4h_to_h,48.000369609398376,21.610120778269884,6,476.19485820826407,11.811332392357198,6,5.657239993413289,2.5734468816085094,6,35.51719859364947,8.337545056729669,6,0.6845653454462687,0.08807912811193891,6,47.5,23.80546155822231,6,35.333333333333336,19.054308349207187,6,24.5,14.081903280451831,6,2.713788730776686,0.7397852405252964,6
EleutherAI/pythia-70m-deduped,64000,step64000,mlp.dense_h_to_4h,43.56967419925738,17.70282820706176,6,471.2960300111468,10.02121671982144,6,7.9918389320373535,4.126459591117466,6,45.0460170621355,1.6997941522464053,6,0.7541497250398,0.1475536528150899,6,53.5,25.0499500997507,6,41.333333333333336,19.93656607008004,6,28.5,14.13859964777276,6,2.659536908112446,0.683553736147941,6
EleutherAI/pythia-70m-deduped,143000,step143000,attention.dense,44.85464037256179,25.048006358585837,6,362.75284671034905,18.783072837350762,6,1.9141129553318024,0.5662146688566485,6,11.549095999876442,2.8412863136891153,6,0.6349816272656122,0.22126510678694258,6,0.0,0.0,6,0.0,0.0,6,0.0,0.0,6,2.1032144221397218,0.2807639374413576,6
EleutherAI/pythia-70m-deduped,143000,step143000,attention.query_key_value,32.256525453107194,32.2501414936545,6,364.93100579533035,113.49586429043664,6,44.259087006251015,47.29462559719374,6,86.59095986983702,65.53105365651045,6,0.7904938260714213,0.11777225606831344,6,112.66666666666667,49.713847836057376,6,101.16666666666667,53.105241423673675,6,87.33333333333333,57.3364340246816,6,1.8131644015589377,1.0849597590946616,6
EleutherAI/pythia-70m-deduped,143000,step143000,mlp.dense_4h_to_h,36.865490514087945,32.96257895160945,6,468.68620638501324,15.954917631912178,6,5.669284264246623,3.081436425610132,6,27.336608664078074,6.465211477305705,6,0.7148129145304362,0.13209538113595373,6,55.166666666666664,30.208718388350515,6,42.666666666666664,25.1767088132398,6,30.5,19.243180610283737,6,2.4644411727506834,0.9618466618343893,6
EleutherAI/pythia-70m-deduped,143000,step143000,mlp.dense_h_to_4h,38.034134500308504,17.87186405806379,6,469.5704488225462,11.372697864394116,6,6.269893805185954,3.8821407409408017,6,31.463430461652063,1.7000330984591407,6,0.8246688445409139,0.0784080930061002,6,54.833333333333336,27.629090948973815,6,43.166666666666664,22.34651352373937,6,30.0,16.55294535724685,6,2.537634231072978,0.6979795051307413,6
