model,checkpoint,step,module,n_layers,n_matrices,frobenius_norm_mean,frobenius_norm_std,spectral_norm_mean,spectral_norm_std,stable_rank_mean,stable_rank_std,effective_rank_mean,effective_rank_std,nuclear_norm_mean,nuclear_norm_std,mp_outliers_x1_mean,mp_outliers_x1_std,mp_outliers_x1.1_mean,mp_outliers_x1.1_std,mp_outliers_x1.25_mean,mp_outliers_x1.25_std,alpha_tail_frac_0.2_mean,alpha_tail_frac_0.2_std,alpha_tail_frac_0.3_mean,alpha_tail_frac_0.3_std,alpha_tail_frac_0.5_mean,alpha_tail_frac_0.5_std,subspace_stability_topk_mean,subspace_stability_topk_std
EleutherAI/pythia-160m-deduped,step0,0,attention.query_key_value,12,12,30.366555984581577,0.013097686699940757,1.7210144698619843,0.00457425619819829,311.3370787325542,1.7172728188196298,732.3803781025653,0.1491813762315164,804.8055368587375,0.44624249756371875,0.08333333333333333,0.2886751345948129,0.0,0.0,0.0,0.0,6.904105508210666,0.03294937273770847,4.9920681326983924,0.01892069113533237,3.157241512477283,0.011124421221116001,,
EleutherAI/pythia-160m-deduped,step128,128,attention.query_key_value,12,12,30.391636484447748,0.013147779494176818,1.7331086198488872,0.017225644191664027,307.59102843978445,6.042209644872009,732.3292863396285,0.15693815088642943,805.4135076900324,0.43007973401079275,0.5,0.5222329678670935,0.0,0.0,0.0,0.0,6.882151097481017,0.030369072114163745,4.980640236498249,0.015197700460553173,3.1541407525645706,0.011247908438459759,0.940377747019132,0.048942390189954596
EleutherAI/pythia-160m-deduped,step512,512,attention.query_key_value,12,12,30.6814636268425,0.15799794649516813,3.094451347986857,0.7377932699373138,116.27354296124598,59.75752649137157,730.2834279306154,0.9726310590586406,810.1394590338072,2.7732879480288357,6.916666666666667,1.8319554050414564,4.0,1.5374122295716146,3.0833333333333335,1.2401124093721456,4.745189594730131,0.8751996371121026,4.184572109609429,0.3815386241196092,3.011926254488557,0.07939289267965315,0.4413525313138962,0.12041181612333948
EleutherAI/pythia-160m-deduped,step1000,1000,attention.query_key_value,12,12,31.15627248490998,0.7655150977615433,4.108722746372223,1.0592073264090514,68.44161763601578,32.86714146670396,725.6507344119577,3.4836682089889965,815.7807570596536,15.118247409994126,20.166666666666668,9.183318209303941,13.916666666666666,8.511578566691943,9.583333333333334,7.115390915388126,3.396279174424398,0.6617565639689608,3.316025758168779,0.460887288729733,2.7044408918350276,0.19857754956742124,0.6824166725079218,0.052755873068732355
EleutherAI/pythia-160m-deduped,step2000,2000,attention.query_key_value,12,12,32.8575127737632,1.0797300875085563,6.0561576684316,1.103386585613666,32.332913653028996,11.9270904761495,711.9207926865973,3.6546260258065955,839.7610152761141,23.88379528447561,53.833333333333336,9.787128219650482,41.166666666666664,9.998484733683249,29.583333333333332,9.857699651756612,2.309985538925002,0.10256783423882414,2.332427129841542,0.12980285281912315,2.1182655440834663,0.11497122096713842,0.6809577345848083,0.05605025396459287
EleutherAI/pythia-160m-deduped,step3000,3000,attention.query_key_value,12,12,34.62913129144025,1.1950988720951767,6.895771702130635,0.9628476530986086,26.823364310975943,8.365092913217536,702.104262942518,3.6307428503959502,871.8115309923887,28.660862624535703,78.25,9.459242714259567,62.25,10.05552765217402,45.75,10.10063004335508,2.17980574430089,0.09193939650935744,2.130847065994133,0.09392877939147624,1.8925041633112514,0.0854649898968911,0.8846289416154226,0.04539381610361644
EleutherAI/pythia-160m-deduped,step8000,8000,attention.query_key_value,12,12,42.58176517407636,1.3764544530884348,8.159556349118551,0.776190557496164,28.057579419065917,6.0286676390662235,687.6830522223239,5.733056406352469,1054.9110489189625,42.19257890793663,110.08333333333333,15.017918590399896,91.5,15.216617710432716,69.33333333333333,14.202005833577513,2.3047101465846316,0.1831802983489832,2.132448129803401,0.13644390370200438,1.7520926902503646,0.09799277658034806,0.7906673153241476,0.050319615325650324
EleutherAI/pythia-160m-deduped,step16000,16000,attention.query_key_value,12,12,49.63584324749254,1.9016764347050077,8.293466766675314,0.803634371102046,36.650186708403474,6.528437520011988,686.8112114618274,6.660265336683305,1232.6432855054736,57.45701267788103,109.75,17.664165060164244,91.25,17.802578975581547,69.08333333333333,16.84398103091122,2.4647390022383617,0.21996583105922415,2.2288115138034326,0.15585976180805788,1.7875287363118286,0.11527328255678075,0.8802930265665054,0.04737618295474509
EleutherAI/pythia-160m-deduped,step64000,64000,attention.query_key_value,12,12,66.25938844848055,27.969678668149804,22.866888483365376,23.848182514010492,31.112650379869297,20.842735985882594,644.6440552903556,63.797682664203776,1410.3966787035267,352.4571707878147,132.66666666666666,35.456332511295,113.5,37.62615144719525,90.66666666666667,39.640047090453024,2.1365158829402877,0.7247058428804977,1.9501010784499797,0.5645440925986325,1.5778096729161535,0.3534399849460391,0.6440126945575079,0.19206759780910423
EleutherAI/pythia-160m-deduped,step143000,143000,attention.query_key_value,12,12,87.26003070210537,54.90065532743569,50.62945135434469,45.32729550351829,15.985100799228467,19.439247571402255,556.6209414176554,127.13833264203086,1327.9048543944955,532.6763461849868,161.25,48.804107502247284,144.16666666666666,52.72714211060102,123.16666666666667,56.39122003441401,1.6106684838847725,0.831291766911011,1.5260520796475883,0.7178481728681732,1.2815762512934898,0.4840511930015296,0.6851845855514208,0.2413533268676895
EleutherAI/pythia-160m-deduped,step0,0,mlp.dense_4h_to_h,12,12,9.23745863771022,0.00390656781229287,0.4983998437722524,0.0009477738692758116,343.520932807675,1.2463448226734721,742.0310334227129,0.06413554271238811,247.71613670016328,0.10498206549366718,0.08333333333333333,0.2886751345948129,0.0,0.0,0.0,0.0,7.835325231815605,0.040468399068693754,5.695098442202949,0.026340964805768252,3.6410079231776784,0.009105203742355954,,
EleutherAI/pythia-160m-deduped,step128,128,mlp.dense_4h_to_h,12,12,9.270797059333855,0.016501940108881678,0.5180950164794922,0.021979279517952616,321.6176269648799,24.404247878243524,741.8634928700488,0.06363836063830398,248.55270639061928,0.43290805641977637,1.5833333333333333,0.7929614610987591,0.25,0.45226701686664544,0.08333333333333333,0.28867513459481287,7.710667406937944,0.07441920364477272,5.649660622869138,0.03286285821267805,3.625906488521782,0.010081273767693825,0.8347488443056742,0.06146740744866594
EleutherAI/pythia-160m-deduped,step512,512,mlp.dense_4h_to_h,12,12,9.508402503707613,0.10264441757360993,0.618621697028478,0.06264740331966291,241.70600960199957,40.667011107704155,740.502862809141,0.6597017679659128,254.42910086363554,2.5130733569497945,11.416666666666666,3.8247598458972387,4.25,2.3011854652449344,1.5833333333333333,1.0836246694508316,6.545179329639775,0.5873984155843802,5.152412575641033,0.26304000175641273,3.483790093489309,0.07304644678289923,0.5075999697049459,0.09884984397149833
EleutherAI/pythia-160m-deduped,step1000,1000,mlp.dense_4h_to_h,12,12,10.989025409984654,0.554897863974676,1.0506170491377513,0.12298439476321164,112.22495687404722,20.6399396650653,730.5026761767103,4.120007509303938,289.68875738978386,12.994379951993455,54.333333333333336,14.449494066848112,36.666666666666664,12.970829743791422,21.583333333333332,9.680893397290198,3.713427751122539,0.6553748361870048,3.3605728438717057,0.5048362719280193,2.676222818490865,0.2759465801936746,0.6302498877048492,0.07745916106511593
EleutherAI/pythia-160m-deduped,step2000,2000,mlp.dense_4h_to_h,12,12,18.549847062913035,2.2278736076583434,1.9206523895263672,0.33443722655877234,96.64461496251913,19.383782053716885,718.151313791467,3.5987690490127946,480.7476426760356,57.0134048359254,88.25,7.7356906020670895,67.5,8.328483437195295,44.916666666666664,8.74339577606834,3.1220527221575316,0.5342363970058975,2.808847772046279,0.3589845276904849,2.2452908065887907,0.15436709938340232,0.6781011124451956,0.07056978337298282
EleutherAI/pythia-160m-deduped,step3000,3000,mlp.dense_4h_to_h,12,12,25.064444966346183,3.6585744209670077,2.534574866294861,0.47381414489572843,100.78026316572634,18.45186841569932,720.595780237254,3.9499984195724425,652.1422104338805,96.25985180205082,77.41666666666667,11.766349038549285,57.5,12.816892262663648,36.5,13.507573633134317,3.235202781093106,0.6772927894025497,2.9355982749268947,0.4936735678130913,2.3554483777823108,0.2351635476410805,0.8663011342287064,0.05746797053149421
EleutherAI/pythia-160m-deduped,step8000,8000,mlp.dense_4h_to_h,12,12,42.14240865875886,7.360803927547174,4.413168966770172,0.7389212186443452,92.58690392062385,19.01874895788954,722.9002803066895,7.090116810425174,1100.2636503366132,195.64261163259266,64.25,25.669667278362176,47.083333333333336,21.773454786352424,31.5,17.058722109231983,3.2110865000710738,0.5983757840571399,3.047929023398624,0.6387476592299441,2.539946269655398,0.5547439651339783,0.7662385801474253,0.08871819077294807
EleutherAI/pythia-160m-deduped,step16000,16000,mlp.dense_4h_to_h,12,12,51.81196527587363,9.418288828875687,5.824511289596558,1.2256307304332186,82.68771994559442,23.761807195590713,722.0266238399098,8.94384324230432,1351.3510869654517,250.89763400604633,64.58333333333333,26.310932167354913,47.083333333333336,23.177019705394443,31.5,18.362511216656024,3.17739502183751,0.595325795360554,3.0413533367653183,0.6468703260941678,2.5650767412785793,0.6506033224908669,0.9057849943637848,0.03885535608469105
EleutherAI/pythia-160m-deduped,step64000,64000,mlp.dense_4h_to_h,12,12,49.618034991035785,9.024522929228269,6.037927945454915,1.890329550324093,74.57667150001596,22.912318884105307,719.892496609248,10.631236845781995,1290.7261472294729,239.26404084239715,65.25,25.470571253900058,47.833333333333336,21.272403519939903,31.25,15.783334133307715,3.1119139125384154,0.5141377993928657,3.015869893677659,0.6287129293267087,2.574267885936718,0.7043312511988107,0.7720171809196472,0.10574190233411257
EleutherAI/pythia-160m-deduped,step143000,143000,mlp.dense_4h_to_h,12,12,34.566580436835274,6.866782611543496,4.8187461495399475,1.2937679908215036,57.432957165607945,23.522666722500663,713.6754916417249,14.576081379632726,889.5619398628672,179.6418959589863,73.33333333333333,26.793260120388258,55.333333333333336,21.968296716087497,36.583333333333336,16.77367164952446,2.7095112698279853,0.652556062036913,2.7036301510998952,0.7269365672649002,2.398112479767528,0.7288293192151096,0.7465556561946869,0.16595195056420292
EleutherAI/pythia-160m-deduped,step0,0,mlp.dense_h_to_4h,12,12,35.05332516441512,0.01907434968091597,1.8910841643810272,0.0038312749372879213,343.5916167635887,1.599590904212741,742.0342612549643,0.08217784202119453,940.0080068310102,0.5184676836962554,0.08333333333333333,0.2886751345948129,0.0,0.0,0.0,0.0,7.8074981691221135,0.04897836766976883,5.677174970879817,0.025799823807042002,3.6397188353156658,0.01017490921386639,,
EleutherAI/pythia-160m-deduped,step128,128,mlp.dense_h_to_4h,12,12,35.06215720526051,0.028174852566572643,1.8921046654383342,0.003180574245398686,343.39317487072316,1.5076066040128433,742.0304519196716,0.07990726132354568,940.239919235309,0.7842078471449373,0.08333333333333333,0.2886751345948129,0.0,0.0,0.0,0.0,7.8055614379055145,0.04966246587754772,5.674951651432767,0.024952104223718515,3.638762122621726,0.009591670917343904,0.9927013913790385,0.004808895169694918
EleutherAI/pythia-160m-deduped,step512,512,mlp.dense_h_to_4h,12,12,35.07434914227034,0.10410676060180592,1.9015428026517232,0.013575341657142286,340.2576111246421,3.734561751737925,741.9517422407147,0.09318680528585746,940.4654707163572,2.743953259711584,0.75,0.621581560508061,0.0,0.0,0.0,0.0,7.748304191292864,0.07298860230454284,5.645336734596667,0.038409281344535265,3.6285560270071127,0.010965440372606966,0.8873359064261118,0.07644832456559456
EleutherAI/pythia-160m-deduped,step1000,1000,mlp.dense_h_to_4h,12,12,35.510106496059315,0.4724703530323952,3.2816985646883645,0.46892809421308956,124.91399383503868,41.74828780600989,740.3294794585007,1.1190924754281741,949.5912776688734,11.30883492011251,10.166666666666666,6.235285709475378,4.25,2.454124543035107,1.3333333333333333,0.6513389472789296,5.331882495642962,0.8723355329423843,4.717197857122959,0.42438595898750797,3.43433633538204,0.12588626338678682,0.5571050345897675,0.1607004855154797
EleutherAI/pythia-160m-deduped,step2000,2000,mlp.dense_h_to_4h,12,12,38.82248607418861,1.686062904155158,6.118789275487264,0.8824756138717725,41.882291116786966,9.304640663829428,730.0726663278025,6.5348424931992515,1019.8916244457165,34.98002614453058,46.75,20.24452788016824,32.666666666666664,16.013252087700437,21.083333333333332,10.663943781251708,2.9461360355946318,0.32181765484076236,2.9927029500637503,0.43144584180477635,2.6484911608236916,0.4192073552467501,0.6916123777627945,0.15430996262066082
EleutherAI/pythia-160m-deduped,step3000,3000,mlp.dense_h_to_4h,12,12,41.258410681053256,2.1275208520963163,7.1848117907842,1.040833792941103,34.35133827539095,8.215000607592291,722.6474501446497,9.438388372912566,1070.9897524267435,42.58663136479606,68.25,22.871677602739076,51.583333333333336,18.817102150260364,34.5,14.068016594711953,2.601994943084527,0.2506501768103131,2.6355023440360594,0.4622157601384839,2.385187719724471,0.572755352243846,0.9170451511939367,0.06124521839469964
EleutherAI/pythia-160m-deduped,step8000,8000,mlp.dense_h_to_4h,12,12,50.251709882720945,2.748201736245468,8.909261186917623,1.2781513839960765,33.231441700458454,8.59557681704051,710.8628881370836,13.552223850308259,1282.6605500752728,51.73098500445552,90.25,28.601096609618434,72.58333333333333,23.00773914590612,53.083333333333336,16.97301780277548,2.3814943992140853,0.3441614189741618,2.384189045607144,0.555272106526407,2.176519394609084,0.7310221752751016,0.848989779750506,0.1685707643487372
EleutherAI/pythia-160m-deduped,step16000,16000,mlp.dense_h_to_4h,12,12,58.8884509050831,2.5537078330042693,10.03560745716095,1.9326408667144286,36.75321773021091,9.149286411557497,708.6244827653619,11.92263691806277,1500.5433696111043,52.08623974794879,88.33333333333333,27.975097150967333,70.75,22.623901279198268,51.75,17.04072661703026,2.3889225460805905,0.35602717402401435,2.3842738345640755,0.533626771179534,2.1795813719065467,0.7161363902048783,0.9214199682076772,0.07219689732451799
EleutherAI/pythia-160m-deduped,step64000,64000,mlp.dense_h_to_4h,12,12,60.15101534282746,2.4562413244787473,10.18784268697103,4.319091711699782,43.179121428982434,14.684652851735796,708.3378434457022,9.03816356207726,1533.6530834883451,66.08706999319152,82.0,29.045418978495796,64.16666666666667,23.162796711864296,45.666666666666664,16.538293488602488,2.5573016780960924,0.4279157835974332,2.532597855004191,0.5278646736599989,2.2688832917181423,0.6697475428968824,0.8163321018218994,0.11942795095940288
EleutherAI/pythia-160m-deduped,step143000,143000,mlp.dense_h_to_4h,12,12,43.368917153782434,1.5122221885052276,7.066088596979777,2.6348419790478066,46.56699074201316,17.668664669317558,707.9726756549767,9.578652740109636,1105.9264646855493,39.43498550616991,82.91666666666667,31.838965073784937,65.08333333333333,25.503861858490566,45.916666666666664,18.539678987773684,2.54297679756671,0.4010538629069629,2.509706004176326,0.4564979645912309,2.2310017595815803,0.5525302581886901,0.8635008782148361,0.08177748164681614
