experiment_id,model,stage,step,seed,timestamp,poison_budget,probe_accuracy,probe_mean_margin,probe_mean_nll,poison_train_steps,base_probe_mean_margin,post_injection_mean_margin,base_probe_accuracy,post_injection_accuracy,normalized_margin_remaining,normalized_accuracy_remaining,log_budget
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-04T20:34:23+0000,4,0.47,-0.2357531422376632,3.816803605556488,1,-1.4367872428894044,-0.1940261632204055,0.23,0.48,0.9664239734411609,0.96,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-04T20:34:23+0000,16,0.44,-0.3270510733127594,3.699726559519768,3,-1.4367872428894044,-0.1940261632204055,0.23,0.48,0.8929601897994872,0.8400000000000001,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-04T20:34:23+0000,64,0.335,-0.5525643599033355,3.5916461765766146,12,-1.4367872428894044,-0.1940261632204055,0.23,0.48,0.7114986922680068,0.4200000000000001,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-04T20:34:23+0000,256,0.285,-0.6246001255512238,3.5267979824543,48,-1.4367872428894044,-0.1940261632204055,0.23,0.48,0.6535344006383763,0.2199999999999999,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,1,2026-06-04T20:39:11+0000,0,0.505,0.0649379396438598,3.4757664769887926,0,-1.386099669933319,0.0649379396438598,0.235,0.505,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,1,2026-06-04T20:39:11+0000,4,0.49,0.0484806585311889,3.41717908680439,1,-1.386099669933319,0.0649379396438598,0.235,0.505,0.9886582670193735,0.9444444444444444,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,1,2026-06-04T20:39:11+0000,16,0.465,-0.039070211648941,3.310399888753891,3,-1.386099669933319,0.0649379396438598,0.235,0.505,0.9283215330834134,0.851851851851852,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,1,2026-06-04T20:39:11+0000,64,0.365,-0.265210657119751,3.2195429503917694,12,-1.386099669933319,0.0649379396438598,0.235,0.505,0.7724741284550071,0.48148148148148145,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,1,2026-06-04T20:39:11+0000,256,0.385,-0.4671147060394287,3.3383967691659926,48,-1.386099669933319,0.0649379396438598,0.235,0.505,0.6333295276623984,0.5555555555555556,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,2,2026-06-04T20:43:59+0000,0,0.52,0.0599971023201942,3.5878416749835016,0,-1.3888240730762482,0.0599971023201942,0.235,0.52,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,2,2026-06-04T20:43:59+0000,4,0.53,0.0564984685182571,3.5234111803770065,1,-1.3888240730762482,0.0599971023201942,0.235,0.52,0.9975851859005445,1.0350877192982457,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,2,2026-06-04T20:43:59+0000,16,0.52,0.0154297837615013,3.409441381394863,3,-1.3888240730762482,0.0599971023201942,0.235,0.52,0.9692389100079948,1.0,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,2,2026-06-04T20:43:59+0000,64,0.445,-0.3007455992698669,3.2745601999759675,12,-1.3888240730762482,0.0599971023201942,0.235,0.52,0.7510095050264911,0.7368421052631579,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,2,2026-06-04T20:43:59+0000,256,0.405,-0.4482842057943344,3.3505727726221086,48,-1.3888240730762482,0.0599971023201942,0.235,0.52,0.6491759530119741,0.5964912280701755,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,3,2026-06-04T20:48:47+0000,0,0.57,0.1995171156525612,3.3120166251063345,0,-1.407445034980774,0.1995171156525612,0.19,0.57,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,3,2026-06-04T20:48:47+0000,4,0.57,0.1736256748437881,3.308732511997223,1,-1.407445034980774,0.1995171156525612,0.19,0.57,0.9838879585318367,1.0,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,3,2026-06-04T20:48:47+0000,16,0.535,0.0133190506696701,3.3055043148994447,3,-1.407445034980774,0.1995171156525612,0.19,0.57,0.884130397900469,0.9078947368421054,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,3,2026-06-04T20:48:47+0000,64,0.365,-0.3102854925394058,3.331165851950645,12,-1.407445034980774,0.1995171156525612,0.19,0.57,0.6827538172003342,0.46052631578947373,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,3,2026-06-04T20:48:47+0000,256,0.36,-0.4511937502026558,3.221487435400486,48,-1.407445034980774,0.1995171156525612,0.19,0.57,0.5950677085961489,0.4473684210526316,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,4,2026-06-04T20:53:34+0000,0,0.58,0.3602606529742479,3.292576978728176,0,-1.5059572386741638,0.3602606529742479,0.215,0.58,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,4,2026-06-04T20:53:34+0000,4,0.585,0.35069409891963,3.25347902789712,1,-1.5059572386741638,0.3602606529742479,0.215,0.58,0.9948738279182566,1.0136986301369864,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,4,2026-06-04T20:53:34+0000,16,0.545,0.1967895430326461,3.2215064436197283,3,-1.5059572386741638,0.3602606529742479,0.215,0.58,0.9124051319660162,0.9041095890410961,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,4,2026-06-04T20:53:34+0000,64,0.44,-0.1529410970211029,3.243098465204239,12,-1.5059572386741638,0.3602606529742479,0.215,0.58,0.7250043779496482,0.6164383561643836,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,4,2026-06-04T20:53:34+0000,256,0.41,-0.3572268581390381,3.218305402994156,48,-1.5059572386741638,0.3602606529742479,0.215,0.58,0.6155392602738705,0.5342465753424657,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,0,2026-06-04T20:58:37+0000,0,0.535,0.0415834753215312,3.4572442288696767,0,-1.311101746559143,0.0415834753215312,0.27,0.535,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,0,2026-06-04T20:58:37+0000,4,0.525,0.0110567578673362,3.4460360315442085,1,-1.311101746559143,0.0415834753215312,0.27,0.535,0.9774325046504516,0.9622641509433962,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,0,2026-06-04T20:58:37+0000,16,0.505,-0.1166425555944442,3.4158028954267503,3,-1.311101746559143,0.0415834753215312,0.27,0.535,0.883028195801541,0.8867924528301886,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,0,2026-06-04T20:58:37+0000,64,0.43,-0.3997499328851699,3.366083284020424,12,-1.311101746559143,0.0415834753215312,0.27,0.535,0.673735322107605,0.6037735849056602,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,0,2026-06-04T20:58:37+0000,256,0.35,-0.4958054196834564,3.2692415291070938,48,-1.311101746559143,0.0415834753215312,0.27,0.535,0.6027243542604527,0.30188679245283,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,1,2026-06-04T21:03:25+0000,0,0.61,0.4561177736520767,3.089408207535744,0,-1.2454102993011475,0.4561177736520767,0.32,0.61,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,1,2026-06-04T21:03:25+0000,4,0.595,0.4085035580396652,3.086126373410225,1,-1.2454102993011475,0.4561177736520767,0.32,0.61,0.9720167910425533,0.9482758620689654,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,1,2026-06-04T21:03:25+0000,16,0.565,0.2735782879590988,3.08746429502964,3,-1.2454102993011475,0.4561177736520767,0.32,0.61,0.8927202621017256,0.8448275862068964,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,1,2026-06-04T21:03:25+0000,64,0.475,-0.121482498049736,3.228591518998146,12,-1.2454102993011475,0.4561177736520767,0.32,0.61,0.6605402632591821,0.5344827586206896,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,1,2026-06-04T21:03:25+0000,256,0.395,-0.3780392670631409,3.212018015384674,48,-1.2454102993011475,0.4561177736520767,0.32,0.61,0.5097600480564337,0.2586206896551725,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,2,2026-06-04T21:08:13+0000,0,0.535,0.2168707760795951,3.358148557282984,0,-1.2175197404623033,0.2168707760795951,0.27,0.535,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,2,2026-06-04T21:08:13+0000,4,0.535,0.2073184128850698,3.3345105562359096,1,-1.2175197404623033,0.2168707760795951,0.27,0.535,0.9933404724275823,1.0,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,2,2026-06-04T21:08:13+0000,16,0.53,0.1354098282754421,3.3222242011129857,3,-1.2175197404623033,0.2168707760795951,0.27,0.535,0.9432086681662235,0.9811320754716981,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,2,2026-06-04T21:08:13+0000,64,0.43,-0.2374342529475689,3.2757090394198896,12,-1.2175197404623033,0.2168707760795951,0.27,0.535,0.6832766085748909,0.6037735849056602,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,2,2026-06-04T21:08:13+0000,256,0.375,-0.4585491201281547,3.3187567725777627,48,-1.2175197404623033,0.2168707760795951,0.27,0.535,0.5291241203712874,0.39622641509433953,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,3,2026-06-04T21:13:01+0000,0,0.625,0.4147316741943359,3.149061055183411,0,-1.1595660829544068,0.4147316741943359,0.255,0.625,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,3,2026-06-04T21:13:01+0000,4,0.63,0.3823956573009491,3.1705692511796952,1,-1.1595660829544068,0.4147316741943359,0.255,0.625,0.9794600375014498,1.0135135135135136,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,3,2026-06-04T21:13:01+0000,16,0.55,0.1761976212263107,3.2377548390626907,3,-1.1595660829544068,0.4147316741943359,0.255,0.625,0.8484822506512102,0.7972972972972974,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,3,2026-06-04T21:13:01+0000,64,0.465,-0.1379327696561813,3.2701212775707247,12,-1.1595660829544068,0.4147316741943359,0.255,0.625,0.648945416239769,0.5675675675675677,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,3,2026-06-04T21:13:01+0000,256,0.375,-0.3724516415596008,3.24012492954731,48,-1.1595660829544068,0.4147316741943359,0.255,0.625,0.4999781253708779,0.32432432432432434,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,4,2026-06-04T21:17:50+0000,0,0.605,0.3343782350420952,3.290220640599728,0,-1.2724644601345063,0.3343782350420952,0.275,0.605,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,4,2026-06-04T21:17:50+0000,4,0.6,0.3010352450609207,3.304293716549873,1,-1.2724644601345063,0.3343782350420952,0.275,0.605,0.9792493751371786,0.9848484848484849,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,4,2026-06-04T21:17:50+0000,16,0.56,0.1564094933867454,3.3121715942025185,3,-1.2724644601345063,0.3343782350420952,0.275,0.605,0.8892432083180427,0.8636363636363639,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,4,2026-06-04T21:17:50+0000,64,0.435,-0.1888413923978805,3.3692408430576326,12,-1.2724644601345063,0.3343782350420952,0.275,0.605,0.6743803055454219,0.4848484848484848,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step3000,3000,4,2026-06-04T21:17:50+0000,256,0.405,-0.3723975396156311,3.3129366505146027,48,-1.2724644601345063,0.3343782350420952,0.275,0.605,0.5601462565194987,0.393939393939394,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T21:22:45+0000,0,0.745,0.979166389554739,2.712968358546496,0,-1.2751419258117676,0.979166389554739,0.28,0.745,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T21:22:45+0000,4,0.74,0.9062933257222175,2.705718708336353,1,-1.2751419258117676,0.979166389554739,0.28,0.745,0.967673869924632,0.989247311827957,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T21:22:45+0000,16,0.695,0.6917960317432881,2.656740566343069,3,-1.2751419258117676,0.979166389554739,0.28,0.745,0.872523933016354,0.8924731182795698,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T21:22:45+0000,64,0.52,0.0151627969741821,2.9138920706510545,12,-1.2751419258117676,0.979166389554739,0.28,0.745,0.572372782369909,0.5161290322580645,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,0,2026-06-04T21:22:45+0000,256,0.435,-0.2970605266094208,2.984379478096962,48,-1.2751419258117676,0.979166389554739,0.28,0.745,0.4338720629007349,0.3333333333333333,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,1,2026-06-04T21:27:32+0000,0,0.755,1.0594436553120614,2.6508100882172583,0,-1.3309496009349824,1.0594436553120614,0.28,0.755,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,1,2026-06-04T21:27:32+0000,4,0.76,1.0167162162065506,2.6206458228826524,1,-1.3309496009349824,1.0594436553120614,0.28,0.755,0.9821253515529937,1.0105263157894737,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,1,2026-06-04T21:27:32+0000,16,0.725,0.7816508626937866,2.620223955512047,3,-1.3309496009349824,1.0594436553120614,0.28,0.755,0.8837878278428487,0.9368421052631578,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,1,2026-06-04T21:27:32+0000,64,0.57,0.2439618277549743,2.7810103565454485,12,-1.3309496009349824,1.0594436553120614,0.28,0.755,0.6588503479810653,0.6105263157894736,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,1,2026-06-04T21:27:32+0000,256,0.465,-0.1976587742567062,2.965384975671768,48,-1.3309496009349824,1.0594436553120614,0.28,0.755,0.4741022523036905,0.3894736842105263,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,2,2026-06-04T21:32:20+0000,0,0.725,0.823049064129591,2.924791234284639,0,-1.2870574545860292,0.823049064129591,0.23,0.725,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,2,2026-06-04T21:32:20+0000,4,0.735,0.758592814002186,2.907529843058437,1,-1.2870574545860292,0.823049064129591,0.23,0.725,0.9694535562277498,1.02020202020202,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,2,2026-06-04T21:32:20+0000,16,0.68,0.5690722418390215,2.947926217261702,3,-1.2870574545860292,0.823049064129591,0.23,0.725,0.8796379139925314,0.9090909090909093,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,2,2026-06-04T21:32:20+0000,64,0.485,-0.1662209549546242,3.325490459501743,12,-1.2870574545860292,0.823049064129591,0.23,0.725,0.5311753173075052,0.5151515151515151,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,2,2026-06-04T21:32:20+0000,256,0.43,-0.3381460118293762,3.2250124555826187,48,-1.2870574545860292,0.823049064129591,0.23,0.725,0.4496983608838081,0.40404040404040403,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,3,2026-06-04T21:37:08+0000,0,0.785,1.2195333522558212,2.5537951201200486,0,-1.130008683204651,1.2195333522558212,0.295,0.785,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,3,2026-06-04T21:37:08+0000,4,0.78,1.145199245065451,2.569399395734072,1,-1.130008683204651,1.2195333522558212,0.295,0.785,0.9683622995168919,0.9897959183673469,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,3,2026-06-04T21:37:08+0000,16,0.75,0.9029150226712228,2.573247973620892,3,-1.130008683204651,1.2195333522558212,0.295,0.785,0.8652425345850232,0.9285714285714285,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,3,2026-06-04T21:37:08+0000,64,0.585,0.2742905634641647,2.7938771629333496,12,-1.130008683204651,1.2195333522558212,0.295,0.785,0.5976906245874403,0.5918367346938774,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,3,2026-06-04T21:37:08+0000,256,0.49,-0.0539122579991817,2.824141347855329,48,-1.130008683204651,1.2195333522558212,0.295,0.785,0.45800262730544067,0.3979591836734694,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,4,2026-06-04T21:41:55+0000,0,0.75,0.9482667617499828,2.811410871297121,0,-1.2047160708904263,0.9482667617499828,0.26,0.75,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,4,2026-06-04T21:41:55+0000,4,0.76,0.9077760750055311,2.7821391117572785,1,-1.2047160708904263,0.9482667617499828,0.26,0.75,0.9811932143022274,1.0204081632653061,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,4,2026-06-04T21:41:55+0000,16,0.75,0.7616647526621818,2.742445221841335,3,-1.2047160708904263,0.9482667617499828,0.26,0.75,0.9133286126304346,1.0,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,4,2026-06-04T21:41:55+0000,64,0.61,0.2540953412652015,2.787331404983997,12,-1.2047160708904263,0.9482667617499828,0.26,0.75,0.6775768900890619,0.7142857142857143,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step8000,8000,4,2026-06-04T21:41:55+0000,256,0.445,-0.2910607969760895,3.007503653764725,48,-1.2047160708904263,0.9482667617499828,0.26,0.75,0.42436718958591685,0.37755102040816324,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,0,2026-06-04T21:46:48+0000,0,0.98,4.5445316951524,0.8285907072771806,0,-1.256105102300644,4.5445316951524,0.24,0.98,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,0,2026-06-04T21:46:48+0000,4,0.95,3.103130533788353,1.0496971183083952,1,-1.256105102300644,4.5445316951524,0.24,0.98,0.7515098407821463,0.9594594594594594,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,0,2026-06-04T21:46:48+0000,16,0.865,1.4307097483426332,1.7211825638264415,3,-1.256105102300644,4.5445316951524,0.24,0.98,0.46319308456323444,0.8445945945945946,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,0,2026-06-04T21:46:48+0000,64,0.56,0.0976558497548103,2.646127297580242,12,-1.256105102300644,4.5445316951524,0.24,0.98,0.2333814371294315,0.4324324324324325,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,0,2026-06-04T21:46:48+0000,256,0.4,-0.5702035108208656,2.981374415457249,48,-1.256105102300644,4.5445316951524,0.24,0.98,0.11824591254893696,0.21621621621621626,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,1,2026-06-04T21:51:34+0000,0,0.93,3.070692501682788,1.1710436349920927,0,-1.2620050716400146,3.070692501682788,0.275,0.93,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,1,2026-06-04T21:51:34+0000,4,0.915,2.210021794214845,1.356942569836974,1,-1.2620050716400146,3.070692501682788,0.275,0.93,0.8013545388519044,0.9770992366412213,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,1,2026-06-04T21:51:34+0000,16,0.795,1.0779876424372197,1.8973845826089384,3,-1.2620050716400146,3.070692501682788,0.275,0.93,0.5400775554899078,0.7938931297709924,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,1,2026-06-04T21:51:34+0000,64,0.51,0.0564168101549148,2.7272936683893203,12,-1.2620050716400146,3.070692501682788,0.275,0.93,0.30429584790609204,0.35877862595419846,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,1,2026-06-04T21:51:34+0000,256,0.45,-0.4521928569674492,2.882954467236996,48,-1.2620050716400146,3.070692501682788,0.275,0.93,0.18690716371683194,0.2671755725190839,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,2,2026-06-04T21:56:20+0000,0,0.865,2.439610094251111,1.983098594127223,0,-1.2424331200122831,2.439610094251111,0.245,0.865,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,2,2026-06-04T21:56:20+0000,4,0.855,1.9837312354333696,1.993204767536372,1,-1.2424331200122831,2.439610094251111,0.245,0.865,0.8761886180336584,0.9838709677419355,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,2,2026-06-04T21:56:20+0000,16,0.735,0.8328434817492962,2.4744646437466145,3,-1.2424331200122831,2.439610094251111,0.245,0.865,0.5636209248502114,0.7903225806451613,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,2,2026-06-04T21:56:20+0000,64,0.43,-0.4027775678038597,3.244950658977032,12,-1.2424331200122831,2.439610094251111,0.245,0.865,0.22804065659951783,0.29838709677419356,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,2,2026-06-04T21:56:20+0000,256,0.325,-0.6614160913228989,3.193034051656723,48,-1.2424331200122831,2.439610094251111,0.245,0.865,0.157797449643898,0.12903225806451615,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,3,2026-06-04T22:01:06+0000,0,0.95,3.274593478330571,1.2506768048916277,0,-1.181715121269226,3.274593478330571,0.275,0.95,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,3,2026-06-04T22:01:06+0000,4,0.915,2.6154337264480274,1.35001940236667,1,-1.181715121269226,3.274593478330571,0.275,0.95,0.8520839082056076,0.9481481481481483,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,3,2026-06-04T22:01:06+0000,16,0.775,1.2253628576919438,1.984826149828732,3,-1.181715121269226,3.274593478330571,0.275,0.95,0.5401506482691392,0.7407407407407408,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,3,2026-06-04T22:01:06+0000,64,0.565,0.1469527262449264,2.7537898808717727,12,-1.181715121269226,3.274593478330571,0.275,0.95,0.2981543620281312,0.4296296296296296,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,3,2026-06-04T22:01:06+0000,256,0.46,-0.3648365399241447,2.8255970433354376,48,-1.181715121269226,3.274593478330571,0.275,0.95,0.18330835109095495,0.2740740740740741,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,4,2026-06-04T22:05:53+0000,0,0.98,5.518158059100242,0.8273113250931783,0,-1.2731839978694917,5.518158059100242,0.22,0.98,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,4,2026-06-04T22:05:53+0000,4,0.96,4.121234344024706,0.9444344504880428,1,-1.2731839978694917,5.518158059100242,0.22,0.98,0.7943081495001538,0.9736842105263158,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,4,2026-06-04T22:05:53+0000,16,0.895,2.156864270074293,1.350601990716532,3,-1.2731839978694917,5.518158059100242,0.22,0.98,0.5050619213655477,0.8881578947368421,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,4,2026-06-04T22:05:53+0000,64,0.515,0.1638034424185752,2.718539744913578,12,-1.2731839978694917,5.518158059100242,0.22,0.98,0.21159108586105357,0.38815789473684215,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step143000,143000,4,2026-06-04T22:05:53+0000,256,0.39,-0.5769556701183319,3.080728453397751,48,-1.2731839978694917,5.518158059100242,0.22,0.98,0.10251704624959117,0.2236842105263158,5.54907608489522
