experiment_id,model,stage,step,seed,timestamp,poison_budget,probe_accuracy,probe_mean_margin,probe_mean_nll,poison_train_steps,base_probe_mean_margin,post_injection_mean_margin,base_probe_accuracy,post_injection_accuracy,normalized_margin_remaining,normalized_accuracy_remaining,log_budget
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,0,2026-06-04T19:22:09+0000,64,0.39,-0.4857410085201263,4.3834388327598575,12,-0.8555588459968567,-0.0367883050441741,0.21,0.505,0.4516745766725167,0.6101694915254238,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,0,2026-06-04T19:22:09+0000,256,0.33,-0.4824745535850525,4.066388019323349,48,-0.8555588459968567,-0.0367883050441741,0.21,0.505,0.45566403986359966,0.4067796610169492,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,1,2026-06-04T19:26:56+0000,0,0.49,-0.1300858569145202,4.75708023428917,0,-0.8578200149536133,-0.1300858569145202,0.195,0.49,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,1,2026-06-04T19:26:56+0000,4,0.47,-0.142873249053955,4.543261802196502,1,-0.8578200149536133,-0.1300858569145202,0.195,0.49,0.9824284843604278,0.9322033898305084,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,1,2026-06-04T19:26:56+0000,16,0.475,-0.1752592051029205,4.15305203795433,3,-0.8578200149536133,-0.1300858569145202,0.195,0.49,0.9379260301452367,0.9491525423728813,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,1,2026-06-04T19:26:56+0000,64,0.385,-0.3906257045269012,4.632263432741166,12,-0.8578200149536133,-0.1300858569145202,0.195,0.49,0.6419848584345479,0.6440677966101696,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,1,2026-06-04T19:26:56+0000,256,0.37,-0.4620167338848114,4.2650672209262845,48,-0.8578200149536133,-0.1300858569145202,0.195,0.49,0.5438844345788422,0.5932203389830508,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,2,2026-06-04T19:31:43+0000,0,0.545,0.1428993082046508,3.7211670732498168,0,-0.7953463172912598,0.1428993082046508,0.2,0.545,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,2,2026-06-04T19:31:43+0000,4,0.545,0.1078693556785583,3.689825042486191,1,-0.7953463172912598,0.1428993082046508,0.2,0.545,0.9626644115632541,1.0,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,2,2026-06-04T19:31:43+0000,16,0.535,0.0534665644168853,3.626061996221543,3,-0.7953463172912598,0.1428993082046508,0.2,0.545,0.9046808838138779,0.9710144927536232,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,2,2026-06-04T19:31:43+0000,64,0.44,-0.2225844573974609,3.789414987564087,12,-0.7953463172912598,0.1428993082046508,0.2,0.545,0.610460464008095,0.6956521739130433,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,2,2026-06-04T19:31:43+0000,256,0.455,-0.3051551985740661,3.635639305114746,48,-0.7953463172912598,0.1428993082046508,0.2,0.545,0.5224550004782625,0.7391304347826086,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,3,2026-06-04T19:36:30+0000,0,0.55,0.1327538013458252,3.932577644586563,0,-0.9718049550056458,0.1327538013458252,0.15,0.55,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,3,2026-06-04T19:36:30+0000,4,0.435,-0.0121995639801025,3.8784235095977775,1,-0.9718049550056458,0.1327538013458252,0.15,0.55,0.8687680809260604,0.7125,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,3,2026-06-04T19:36:30+0000,16,0.39,-0.2367966938018798,3.9752239108085634,3,-0.9718049550056458,0.1327538013458252,0.15,0.55,0.6654315643937426,0.6,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,3,2026-06-04T19:36:30+0000,64,0.39,-0.2901161366701126,4.240988799929619,12,-0.9718049550056458,0.1327538013458252,0.15,0.55,0.6171593990954879,0.6,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,3,2026-06-04T19:36:30+0000,256,0.36,-0.3765777319669723,3.7813367688655855,48,-0.9718049550056458,0.1327538013458252,0.15,0.55,0.5388823542577322,0.5249999999999999,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,4,2026-06-04T19:41:17+0000,0,0.5,-0.1119147002696991,4.188425436019897,0,-0.9435645318031312,-0.1119147002696991,0.165,0.5,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,4,2026-06-04T19:41:17+0000,4,0.465,-0.1983618479967117,4.083240965008736,1,-0.9435645318031312,-0.1119147002696991,0.165,0.5,0.8960534296416346,0.8955223880597017,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,4,2026-06-04T19:41:17+0000,16,0.43,-0.3565452724695205,4.059676387906075,3,-0.9435645318031312,-0.1119147002696991,0.165,0.5,0.7058490690141054,0.7910447761194032,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,4,2026-06-04T19:41:17+0000,64,0.4,-0.4145785623788833,4.179536284804344,12,-0.9435645318031312,-0.1119147002696991,0.165,0.5,0.6360681495586676,0.701492537313433,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step128,128,4,2026-06-04T19:41:17+0000,256,0.325,-0.6816156023740768,4.371834167838097,48,-0.9435645318031312,-0.1119147002696991,0.165,0.5,0.3149750285478463,0.4776119402985075,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T19:46:13+0000,0,0.63,0.261806765794754,3.26885332107544,0,-1.3444418120384216,0.261806765794754,0.2,0.63,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T19:46:13+0000,4,0.61,0.266446042060852,3.0556806296110155,1,-1.3444418120384216,0.261806765794754,0.2,0.63,1.0028882679369318,0.9534883720930232,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T19:46:13+0000,16,0.565,0.1560681223869323,2.8608849096298217,3,-1.3444418120384216,0.261806765794754,0.2,0.63,0.9341704360912413,0.8488372093023254,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T19:46:13+0000,64,0.445,-0.1890094059705734,3.066974872946739,12,-1.3444418120384216,0.261806765794754,0.2,0.63,0.719335986978132,0.5697674418604651,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,0,2026-06-04T19:46:13+0000,256,0.385,-0.2500808531045914,2.920471088886261,48,-1.3444418120384216,0.261806765794754,0.2,0.63,0.6813148189118522,0.43023255813953487,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T19:51:00+0000,0,0.545,0.2518846487998962,3.472017192840576,0,-1.330926730632782,0.2518846487998962,0.185,0.545,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T19:51:00+0000,4,0.56,0.1745133590698242,3.4701025807857517,1,-1.330926730632782,0.2518846487998962,0.185,0.545,0.951117808012093,1.0416666666666667,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T19:51:00+0000,16,0.525,0.0622927713394165,3.187050130367279,3,-1.330926730632782,0.2518846487998962,0.185,0.545,0.8802182749479383,0.9444444444444444,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T19:51:00+0000,64,0.475,-0.0743993031978607,2.9171874380111693,12,-1.330926730632782,0.2518846487998962,0.185,0.545,0.7938579692832978,0.8055555555555554,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,1,2026-06-04T19:51:00+0000,256,0.45,-0.1747174564003944,2.845909199416637,48,-1.330926730632782,0.2518846487998962,0.185,0.545,0.7304782422317458,0.736111111111111,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,2,2026-06-04T19:55:48+0000,0,0.67,0.3911421048641205,3.217402028441429,0,-1.223577721118927,0.3911421048641205,0.205,0.67,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,2,2026-06-04T19:55:48+0000,4,0.7,0.3933317077159881,3.0620542043447494,1,-1.223577721118927,0.3911421048641205,0.205,0.67,1.0013560264862262,1.0645161290322578,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,2,2026-06-04T19:55:48+0000,16,0.6,0.2646012014150619,2.9224879616498947,3,-1.223577721118927,0.3911421048641205,0.205,0.67,0.9216329041033358,0.8494623655913978,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,2,2026-06-04T19:55:48+0000,64,0.495,-0.0742590570449829,2.9611688834428787,12,-1.223577721118927,0.3911421048641205,0.205,0.67,0.7117759041412864,0.6236559139784946,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,2,2026-06-04T19:55:48+0000,256,0.46,-0.2279564690589904,2.871472988724709,48,-1.223577721118927,0.3911421048641205,0.205,0.67,0.6165907150200493,0.5483870967741935,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,3,2026-06-04T20:00:36+0000,0,0.565,0.2007516682147979,3.205248072743416,0,-1.3811297607421875,0.2007516682147979,0.185,0.565,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,3,2026-06-04T20:00:36+0000,4,0.535,0.165759984254837,3.132741960287094,1,-1.3811297607421875,0.2007516682147979,0.185,0.565,0.9778797049390531,0.9210526315789476,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,3,2026-06-04T20:00:36+0000,16,0.52,0.0635480517148971,2.938779657483101,3,-1.3811297607421875,0.2007516682147979,0.185,0.565,0.9132655494980013,0.8815789473684212,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,3,2026-06-04T20:00:36+0000,64,0.46,-0.1347580072283744,2.9740748789906504,12,-1.3811297607421875,0.2007516682147979,0.185,0.565,0.7879046625736097,0.7236842105263159,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,3,2026-06-04T20:00:36+0000,256,0.44,-0.1747319781780243,2.821504709720612,48,-1.3811297607421875,0.2007516682147979,0.185,0.565,0.7626347717853939,0.6710526315789475,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,4,2026-06-04T20:05:23+0000,0,0.52,0.052326208949089,3.463902714848518,0,-1.4128366446495055,0.052326208949089,0.21,0.52,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,4,2026-06-04T20:05:23+0000,4,0.53,0.07182601749897,3.286101285815239,1,-1.4128366446495055,0.052326208949089,0.21,0.52,1.0133089700588487,1.032258064516129,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,4,2026-06-04T20:05:23+0000,16,0.515,0.0318017849326133,3.0740051260590557,3,-1.4128366446495055,0.052326208949089,0.21,0.52,0.9859917114564667,0.9838709677419355,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,4,2026-06-04T20:05:23+0000,64,0.425,-0.2134787288308143,3.078115657866001,12,-1.4128366446495055,0.052326208949089,0.21,0.52,0.8185833491976278,0.693548387096774,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step512,512,4,2026-06-04T20:05:23+0000,256,0.35,-0.4815370261669159,3.171150045990944,48,-1.4128366446495055,0.052326208949089,0.21,0.52,0.6356287399692256,0.45161290322580633,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,0,2026-06-04T20:10:18+0000,0,0.425,-0.2612426275014877,3.939184692502022,0,-1.5850067830085754,-0.2612426275014877,0.205,0.425,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,0,2026-06-04T20:10:18+0000,4,0.42,-0.2894221615791321,3.874379639029503,1,-1.5850067830085754,-0.2612426275014877,0.205,0.425,0.9787125720541587,0.9772727272727273,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,0,2026-06-04T20:10:18+0000,16,0.45,-0.295817879140377,3.6431018766760825,3,-1.5850067830085754,-0.2612426275014877,0.205,0.425,0.9738811090366435,1.1136363636363638,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,0,2026-06-04T20:10:18+0000,64,0.425,-0.384437455534935,3.4912192112207414,12,-1.5850067830085754,-0.2612426275014877,0.205,0.425,0.9069359692805281,1.0,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,0,2026-06-04T20:10:18+0000,256,0.31,-0.5130177557468414,3.355395261645317,48,-1.5850067830085754,-0.2612426275014877,0.205,0.425,0.809803636699237,0.4772727272727273,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,1,2026-06-04T20:15:05+0000,0,0.355,-0.3830272579193115,4.284436012506485,0,-1.4352745032310483,-0.3830272579193115,0.235,0.355,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,1,2026-06-04T20:15:05+0000,4,0.36,-0.3677698159217834,4.233258239030838,1,-1.4352745032310483,-0.3830272579193115,0.235,0.355,1.0144998640438425,1.0416666666666667,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,1,2026-06-04T20:15:05+0000,16,0.355,-0.397231358885765,3.9890037590265273,3,-1.4352745032310483,-0.3830272579193115,0.235,0.355,0.9865011754321624,1.0,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,1,2026-06-04T20:15:05+0000,64,0.32,-0.5885375040769577,3.958962075710297,12,-1.4352745032310483,-0.3830272579193115,0.235,0.355,0.8046939566026023,0.7083333333333335,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,1,2026-06-04T20:15:05+0000,256,0.345,-0.7122170579433441,4.028280355930328,48,-1.4352745032310483,-0.3830272579193115,0.235,0.355,0.68715546513357,0.9166666666666666,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,2,2026-06-04T20:19:54+0000,0,0.465,-0.3406427335739135,4.090031747817993,0,-1.3767844939231872,-0.3406427335739135,0.2,0.465,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,2,2026-06-04T20:19:54+0000,4,0.445,-0.3243962335586547,3.9756063294410704,1,-1.3767844939231872,-0.3406427335739135,0.2,0.465,1.0156798042864157,0.9245283018867924,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,2,2026-06-04T20:19:54+0000,16,0.415,-0.382822083234787,3.806387293338776,3,-1.3767844939231872,-0.3406427335739135,0.2,0.465,0.9592919122894388,0.811320754716981,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,2,2026-06-04T20:19:54+0000,64,0.41,-0.4702070200443268,3.525660653710365,12,-1.3767844939231872,-0.3406427335739135,0.2,0.465,0.874955057861254,0.7924528301886791,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,2,2026-06-04T20:19:54+0000,256,0.335,-0.65928313434124,3.441493955850601,48,-1.3767844939231872,-0.3406427335739135,0.2,0.465,0.6924741256834241,0.5094339622641509,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,3,2026-06-04T20:24:42+0000,0,0.52,-0.0100010931491851,3.714179146289825,0,-1.5107707571983338,-0.0100010931491851,0.235,0.52,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,3,2026-06-04T20:24:42+0000,4,0.51,-0.0251412028074264,3.680868636965752,1,-1.5107707571983338,-0.0100010931491851,0.235,0.52,0.9899117699265105,0.9649122807017544,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,3,2026-06-04T20:24:42+0000,16,0.48,-0.0621523165702819,3.5711364692449568,3,-1.5107707571983338,-0.0100010931491851,0.235,0.52,0.965250348091132,0.8596491228070174,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,3,2026-06-04T20:24:42+0000,64,0.455,-0.1872614353895187,3.193124815821648,12,-1.5107707571983338,-0.0100010931491851,0.235,0.52,0.8818870433707484,0.7719298245614036,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,3,2026-06-04T20:24:42+0000,256,0.385,-0.4133012223243713,3.248151736855507,48,-1.5107707571983338,-0.0100010931491851,0.235,0.52,0.7312711345143644,0.5263157894736842,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,4,2026-06-04T20:29:30+0000,0,0.46,-0.2826758214831352,4.108210781216622,0,-1.5115736627578735,-0.2826758214831352,0.205,0.46,1.0,1.0,0.0
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,4,2026-06-04T20:29:30+0000,4,0.465,-0.2645568236708641,4.001886556148529,1,-1.5115736627578735,-0.2826758214831352,0.205,0.46,1.014744104191343,1.0196078431372548,1.6094379124341003
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,4,2026-06-04T20:29:30+0000,16,0.455,-0.2276271113753318,3.698396103978157,3,-1.5115736627578735,-0.2826758214831352,0.205,0.46,1.044795188223865,0.9803921568627451,2.833213344056216
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,4,2026-06-04T20:29:30+0000,64,0.425,-0.3743231511116028,3.5251651966571806,12,-1.5115736627578735,-0.2826758214831352,0.205,0.46,0.9254231502812297,0.8627450980392157,4.174387269895637
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step1000,1000,4,2026-06-04T20:29:30+0000,256,0.355,-0.5841241642832756,3.479752222299576,48,-1.5115736627578735,-0.2826758214831352,0.205,0.46,0.7547002422207469,0.5882352941176471,5.54907608489522
e3_factual_160m_final_thesis_v4,EleutherAI/pythia-160m-deduped,step2000,2000,0,2026-06-04T20:34:23+0000,0,0.48,-0.1940261632204055,3.850592253804207,0,-1.4367872428894044,-0.1940261632204055,0.23,0.48,1.0,1.0,0.0
