metric,window_mean,late_mean,paired_diff_mean,ci_low,ci_high
normalized_retention_margin,0.6658804060946028,0.35245291393870837,0.3134274921558944,0.2878628626347185,0.3483896844421154
normalized_retention_accuracy,0.5931033464257209,0.3701402002877018,0.22296314613801926,0.1622717212009004,0.2850795848635853
norm_margin_auc,0.8789994304256694,0.6783188374535547,0.20068059297211488,0.1834586359316217,0.21790255001260808
norm_margin_final,0.6475215823465463,0.2988818416229804,0.348639740723566,0.3164242635811423,0.3857021549587686
norm_accuracy_auc,0.8285670849052721,0.7548208445345252,0.0737462403707468,0.05621185419488446,0.09582343753749303
norm_accuracy_final,0.4941990068055679,0.30125399570661027,0.19294501109895762,0.12677849551677442,0.25208307399004815
