experiment_id,model,stage,step,seed,signal_type,base_accuracy,base_mean_margin,base_median_margin,base_mean_gold_logprob,base_n_items,post_injection_accuracy,post_injection_mean_margin,post_injection_median_margin,post_injection_mean_gold_logprob,post_injection_n_items,post_continuation_accuracy,post_continuation_mean_margin,post_continuation_median_margin,post_continuation_mean_gold_logprob,post_continuation_n_items,degradation_k4_accuracy,degradation_k4_mean_margin,degradation_k4_median_margin,degradation_k4_mean_gold_logprob,degradation_k4_n_items,degradation_k16_accuracy,degradation_k16_mean_margin,degradation_k16_median_margin,degradation_k16_mean_gold_logprob,degradation_k16_n_items,uptake_margin_delta,uptake_accuracy_delta,clean_retention_margin_delta,normalized_clean_retention_margin,clean_retention_accuracy_delta,normalized_degradation_k4_margin,normalized_degradation_k16_margin,normalized_degradation_margin_auc_logk,degradation_accuracy_auc_logk,k_star_accuracy_below_0p5
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,0,factual_association,0.2125,-0.823901230096817,-0.7460250854492188,-14.213636887073516,160.0,0.06875,-1.4041763603687287,-1.4221267700195312,-11.363703626394273,160.0,0.1,-1.4055279672145844,-1.355031967163086,-11.305533528327942,160.0,0.05625,-1.4810648739337922,-1.5661840438842771,-11.117612266540528,160.0,0.0625,-1.527329009771347,-1.5593290328979492,-10.7396524310112,160.0,-0.5802751302719117,-0.14375,-0.5816267371177674,1.002329251721028,-0.11249999999999999,1.1325035479791012,1.212231479479243,0.7058355751489701,0.035747311985097764,4
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,1,factual_association,0.28125,-0.8820213258266449,-0.7918844223022461,-14.085554212331772,160.0,0.19375,-1.127704632282257,-1.0595626831054688,-13.0888088285923,160.0,0.2,-1.1065517008304595,-1.0109481811523438,-13.178684562444689,160.0,0.1875,-1.1007806479930875,-1.032939910888672,-12.906369656324388,160.0,0.10625,-1.2035053968429563,-1.113555908203125,-12.171118259429932,160.0,-0.2456833064556121,-0.0875,-0.22453037500381456,0.9139016331350976,-0.08124999999999999,0.8904118286358462,1.3085303826875772,0.6619475643400353,0.08842756122629448,4
e3_factual_160m_smoke,EleutherAI/pythia-160m-deduped,step1000,1000,2,factual_association,0.2,-0.9247872471809389,-0.7906990051269531,-14.080266255140303,160.0,0.125,-1.550018489360809,-1.5138134956359863,-10.620498949289322,160.0,0.1375,-1.4978096216917038,-1.376112937927246,-10.90958650112152,160.0,0.11875,-1.6570449322462082,-1.5310330390930176,-9.937750026583672,160.0,0.11875,-1.5306266754865647,-1.4481477737426758,-10.0663020581007,160.0,-0.6252312421798703,-0.07500000000000001,-0.573022374510765,0.916496706903067,-0.0625,1.1711789745378864,0.9689845731210828,0.6442534234719901,0.07149462397019553,4
